Tiempo,Angulo,Xcom,Ycom,Zcom,x_acc_robot,y_acc_robot,z_acc_robot,angulo_x,angulo_y,angulo_z,aceleracion_x,aceleracion_y,aceleracion_z,velocidad_angular_x,velocidad_angular_y,velocidad_angular_z,campo_magnetico_x,campo_magnetico_y,campo_magnetico_z,seno_x,seno_z,coseno_z,Xzmp-Juanlo,Yzmp-Juanlo,Xzmp_b,Xzmp_c,Xzmp_off,Yzmp_b,fx0,fy0,fz0,mx0,my0,mz0,Xzmp0,Yzmp0,fx1,fy1,fz1,mx1,my1,mz1,Xzmp1,Yzmp1,Xzmp-Loli,Yzmp-Loli,evalx.y,eval_x.zmp_error,eval_x.zmp_ref,eval_x._u,eval_x._x1[0],eval_x._x2[0],angle_x,xzmp01,yzmp01,xzmp11,yzmp11,xzmp2,yzmp2,XzmpLoli2,ZMPref_mm,eval_x.zmp_ref_mm,evalx.y_mm,angle_ref,zmp_ref,iteraciones
0.61,0.00,0,0,89.27,0.00,0.00,0.00,179.44,0.77,14.51,0.02,0.08,-9.77,0.17,0.42,-0.26,0.44,0.10,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.54162598,0.61328125,-179.37683105,41.11376953,213.74688721,1.85504150,0.12267418,-0.02303059,-25.86669922,-8.27178955,-341.11816406,91.58789062,-76.35742188,-25.68713379,-0.02482994,-0.02606728,0.00008702,-0.02502076,0.000000087717126,-0.000087015330791,0.000000000000000,0.0000002658,-0.0000000009,0.0000000010,-0.00,1.20,-0.23,-0.23,-0.27,0.26,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,21
0.63,0.00,0,0,89.27,0.00,0.00,0.00,179.43,0.77,14.50,-0.07,0.11,-9.83,-0.37,0.11,0.17,0.44,0.10,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.90313721,0.13415527,-179.42840576,41.08679199,213.86718750,2.07989502,0.12259121,-0.02292282,-26.38403320,-8.35113525,-341.33056641,91.79296875,-76.79492188,-25.70599365,-0.02499154,-0.02610365,-0.00005599,-0.02500769,-0.000000133654041,0.000055989250541,0.000000000000000,-0.0000004133,-0.0000000007,0.0000000088,0.00,1.20,-0.23,-0.23,-0.27,0.26,-0.25,-0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,22
0.66,0.00,0,0,89.27,0.00,0.00,0.00,179.43,0.77,14.50,-0.02,0.11,-9.90,0.18,-0.23,-0.53,0.44,0.10,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.46423340,0.53662109,-179.37683105,41.11376953,213.73352051,2.07989502,0.12265282,-0.02301681,-26.72229004,-8.37097168,-341.27746582,91.51953125,-76.53515625,-25.46081543,-0.02495128,-0.02602571,-0.00001221,-0.02498908,0.000000023791653,0.000012211501598,0.000000000000000,0.0000000704,-0.0000000007,-0.0000000038,-0.00,1.20,-0.23,-0.23,-0.27,0.26,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,23
0.70,0.00,0,0,89.27,0.00,0.00,0.00,179.43,0.77,14.50,-0.16,0.08,-9.81,0.22,0.30,-0.03,0.43,0.10,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.38684082,0.28747559,-179.37683105,41.03283691,213.88055420,2.07989502,0.12272087,-0.02292690,-26.18505859,-8.13293457,-341.48986816,91.60156250,-76.72656250,-25.38537598,-0.02494107,-0.02605603,-0.00000270,-0.02497841,0.000000010134121,0.000002704560757,0.000000000000000,0.0000000282,-0.0000000007,-0.0000000018,-0.00,1.20,-0.23,-0.23,-0.27,0.26,-0.25,-0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,24
0.72,0.00,0,0,89.27,0.00,0.00,0.00,179.44,0.76,14.50,-0.05,0.11,-9.79,-0.33,0.03,0.16,0.43,0.10,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.23205566,0.74743652,-179.37683105,41.05981445,213.80035400,1.85504150,0.12264833,-0.02302463,-25.94628906,-8.37097168,-341.33056641,91.51953125,-76.50781250,-25.38537598,-0.02486607,-0.02602166,0.00003555,-0.02498922,0.000000055997447,-0.000035552307963,0.000000000000000,0.0000001688,-0.0000000008,-0.0000000011,-0.00,1.20,-0.23,-0.23,-0.27,0.26,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,25
0.75,0.00,0,0,89.27,0.00,0.00,0.00,179.43,0.76,14.49,-0.10,0.12,-9.70,-0.28,0.21,0.24,0.43,0.10,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.69641113,0.38330078,-179.37683105,41.00585938,213.65332031,1.98620605,0.12264985,-0.02292909,-26.60290527,-8.64868164,-341.06506348,91.25976562,-76.74023438,-25.76257324,-0.02501566,-0.02593950,-0.00003465,-0.02490192,-0.000000068414892,0.000034645199776,0.000000000000000,-0.0000002130,-0.0000000007,0.0000000038,0.00,1.19,-0.23,-0.23,-0.27,0.26,-0.25,-0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26
0.78,0.00,0,0,89.27,0.00,0.00,0.00,179.43,0.76,14.49,-0.12,0.14,-9.85,-0.08,0.13,-0.01,0.43,0.10,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.44488525,0.44079590,-178.96423340,40.96539307,213.85382080,2.07989502,0.12299933,-0.02296970,-27.14013672,-8.39080811,-341.91467285,91.69726562,-76.50781250,-25.30993652,-0.02493619,-0.02602732,-0.00002126,-0.02497678,-0.000000001367728,0.000021262094378,0.000000000000000,-0.0000000071,-0.0000000007,-0.0000000027,0.00,1.20,-0.23,-0.23,-0.27,0.26,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,27
0.81,0.00,0,0,89.27,0.00,0.00,0.00,179.44,0.75,14.50,0.14,0.06,-9.83,-0.01,0.32,-0.44,0.44,0.10,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.61901855,0.38330078,-179.17053223,40.95190430,213.61322021,1.98620605,0.12275476,-0.02292538,-27.17993164,-8.11309814,-341.06506348,91.69726562,-76.38476562,-26.21520996,-0.02496600,-0.02611842,-0.00000339,-0.02501872,0.000000016744053,0.000003388151526,0.000000000000000,0.0000000482,-0.0000000008,-0.0000000031,-0.00,1.20,-0.23,-0.23,-0.27,0.26,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,28
0.84,0.00,0,0,89.27,0.00,0.00,0.00,179.45,0.75,14.49,-0.12,0.07,-9.82,0.35,0.03,-0.41,0.44,0.10,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.59967041,0.22998047,-179.22210693,41.00585938,213.65332031,2.13610840,0.12273832,-0.02292129,-26.78198242,-8.35113525,-341.27746582,91.57421875,-76.67187500,-25.46081543,-0.02499698,-0.02604361,-0.00003913,-0.02496851,-0.000000043143721,0.000039128586650,0.000000000000000,-0.0000001360,-0.0000000009,-0.0000000018,0.00,1.20,-0.23,-0.23,-0.27,0.26,-0.25,-0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,29
0.87,0.00,0,0,89.27,0.00,0.00,0.00,179.45,0.75,14.49,-0.20,0.12,-9.80,-0.12,0.24,-0.07,0.44,0.10,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.38684082,0.45996094,-179.37683105,40.96539307,213.70678711,1.91125488,0.12262399,-0.02292031,-26.88146973,-8.13293457,-340.64025879,91.43750000,-76.41210938,-25.76257324,-0.02497690,-0.02607285,0.00002488,-0.02498540,0.000000070911966,-0.000024881213903,0.000000000000000,0.0000002137,-0.0000000010,-0.0000000061,-0.00,1.19,-0.23,-0.23,-0.27,0.26,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,30
