Tiempo,Angulo,Xcom,Ycom,Zcom,x_acc_robot,y_acc_robot,z_acc_robot,angulo_x,angulo_y,angulo_z,aceleracion_x,aceleracion_y,aceleracion_z,velocidad_angular_x,velocidad_angular_y,velocidad_angular_z,campo_magnetico_x,campo_magnetico_y,campo_magnetico_z,seno_x,seno_z,coseno_z,Xzmp-Juanlo,Yzmp-Juanlo,Xzmp_b,Xzmp_c,Xzmp_off,Yzmp_b,fx0,fy0,fz0,mx0,my0,mz0,Xzmp0,Yzmp0,fx1,fy1,fz1,mx1,my1,mz1,Xzmp1,Yzmp1,Xzmp-Loli,Yzmp-Loli,evalx.y,eval_x.zmp_error,eval_x.zmp_ref,eval_x._u,eval_x._x1[0],eval_x._x2[0],angle_x
6.96,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.25,14.29,-0.07,0.17,-9.76,-0.21,1.09,-0.19,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,5.00,-190.77,56.06,217.05,-6.01,0.12,-0.03,-34.50,5.36,-321.42,76.02,-30.43,-30.89,-0.01,-0.02,0.00,-0.03,-0.000015910460206,-0.000000927597284,0.000000000000000, -0.000041,  0.000002,  0.000002,0.001450
7.00,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.25,14.29,-0.16,0.15,-9.80,-0.34,0.53,-0.53,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.61,5.10,-191.14,56.14,216.94,-6.01,0.12,-0.03,-34.84,5.49,-320.94,75.85,-30.02,-31.04,-0.01,-0.02,0.00,-0.03,-0.000009710973245,-0.000071279704571,0.000000000000000, -0.000022,  0.000002,  0.000001,0.000885
7.02,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.25,14.28,-0.08,0.11,-9.84,0.58,0.48,-0.13,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,4.87,-191.19,56.15,217.02,-6.09,0.12,-0.03,-34.74,5.02,-321.21,75.78,-30.27,-30.74,-0.01,-0.02,-0.00,-0.03,-0.000021503350581,0.000005971640348,0.000000000000000, -0.000058,  0.000002,  0.000001,0.001959
7.06,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.24,14.30,-0.15,0.14,-9.80,-0.00,0.44,-1.19,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.32,4.96,-191.39,56.23,216.83,-6.01,0.12,-0.03,-35.14,5.57,-321.58,75.82,-30.32,-30.97,-0.01,-0.02,-0.00,-0.03,-0.000018508742869,0.000107005238533,0.000000000000000, -0.000048,  0.000002, -0.000000,0.001686
7.08,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.24,14.32,0.05,0.12,-9.77,-0.14,0.11,-0.68,0.37,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,4.64,-190.57,55.80,216.91,-5.79,0.12,-0.03,-35.48,5.55,-321.58,75.89,-30.30,-30.67,-0.01,-0.02,-0.00,-0.03,-0.000002641598712,0.000042006373405,0.000000000000000,  0.000000,  0.000002, -0.000001,0.000241
7.13,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.24,14.32,0.02,0.14,-9.76,-0.10,0.19,-0.35,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,4.79,-190.77,55.95,216.95,-5.94,0.12,-0.03,-34.80,5.63,-322.21,75.76,-30.54,-31.19,-0.01,-0.02,-0.00,-0.03,-0.000014496100448,0.000117138028145,0.000000000000000, -0.000036,  0.000002, -0.000001,0.001321
7.17,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.24,14.33,0.14,0.11,-9.74,-0.23,0.21,-0.33,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,4.56,-190.77,55.95,216.94,-5.79,0.12,-0.03,-35.08,5.97,-321.58,75.50,-30.46,-31.80,-0.01,-0.02,-0.00,-0.03,-0.000002382798812,0.000062845647335,0.000000000000000,  0.000001,  0.000002, -0.000001,0.000217
7.20,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.23,14.33,-0.06,0.17,-9.83,-0.31,0.19,-0.22,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,4.94,-190.52,56.03,216.85,-6.01,0.12,-0.03,-34.14,5.49,-321.63,75.63,-30.61,-31.42,-0.01,-0.02,-0.00,-0.03,-0.000006939440937,0.000042360275984,0.000000000000000, -0.000013,  0.000002, -0.000001,0.000632
7.24,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.23,14.33,-0.01,0.16,-9.87,-0.12,0.16,-0.45,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.47,5.19,-191.14,56.17,216.75,-6.16,0.12,-0.03,-33.71,5.81,-322.48,75.84,-30.42,-31.42,-0.01,-0.02,-0.00,-0.03,-0.000011687501683,0.000085826963186,0.000000000000000, -0.000028,  0.000002, -0.000001,0.001065
7.26,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.23,14.34,-0.30,0.13,-9.85,-0.11,0.73,-1.13,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.47,5.12,-191.39,56.29,216.87,-6.01,0.12,-0.03,-34.00,5.79,-321.84,75.78,-30.47,-31.42,-0.01,-0.02,-0.00,-0.03,-0.000005272931048,0.000065732747316,0.000000000000000, -0.000008,  0.000002, -0.000001,0.000480
7.30,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.23,14.35,-0.06,0.16,-9.79,-0.31,0.60,-0.25,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,5.04,-191.39,56.23,216.93,-6.09,0.12,-0.03,-34.58,5.20,-321.42,75.91,-30.53,-30.82,-0.01,-0.02,-0.00,-0.03,-0.000008827503734,0.000088855624199,0.000000000000000, -0.000019,  0.000002, -0.000001,0.000804
7.31,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.22,14.36,0.22,0.18,-9.82,-0.15,0.21,-1.13,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.16,4.96,-191.39,56.29,217.01,-5.86,0.12,-0.03,-35.06,6.01,-321.79,75.84,-30.11,-31.50,-0.01,-0.02,-0.00,-0.03,-0.000003548370159,0.000049833208323,0.000000000000000, -0.000003,  0.000002, -0.000001,0.000323
7.36,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.23,14.35,-0.11,0.19,-9.77,0.28,-0.56,-0.04,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.55,5.04,-191.55,56.03,216.86,-6.01,0.12,-0.03,-35.06,5.16,-321.42,76.17,-30.62,-30.44,-0.01,-0.02,-0.00,-0.03,-0.000013591601601,0.000140517950058,0.000000000000000, -0.000034,  0.000002, -0.000001,0.001238
7.38,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.22,14.36,-0.25,0.18,-9.77,0.43,0.93,-0.68,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.47,4.81,-191.19,56.05,216.94,-6.01,0.12,-0.03,-34.72,5.04,-321.21,75.70,-30.61,-30.74,-0.01,-0.02,-0.00,-0.03,0.000001358613190,0.000066380947828,0.000000000000000,  0.000012,  0.000002, -0.000001,-0.000124
7.42,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.21,14.35,-0.02,0.21,-9.77,0.03,0.11,-0.18,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,4.79,-190.98,56.15,217.02,-5.94,0.12,-0.03,-35.38,5.32,-321.58,76.18,-30.53,-30.74,-0.01,-0.02,-0.00,-0.03,-0.000009620850506,0.000108122825623,0.000000000000000, -0.000022,  0.000002, -0.000001,0.000877
7.46,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.21,14.35,0.14,0.15,-9.81,-0.59,0.06,-0.34,0.37,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,4.94,-191.19,56.19,216.98,-6.01,0.12,-0.03,-35.20,5.36,-321.58,75.88,-30.38,-30.97,-0.01,-0.02,-0.00,-0.03,-0.000003687202479,0.000089529901743,0.000000000000000, -0.000004,  0.000002, -0.000001,0.000336
7.49,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.21,14.36,-0.11,0.16,-9.83,0.64,0.68,-0.47,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.24,5.19,-191.55,56.23,216.93,-6.09,0.12,-0.03,-35.02,5.46,-321.21,75.77,-30.30,-31.35,-0.01,-0.02,-0.00,-0.03,-0.000004208043720,0.000065878033638,0.000000000000000, -0.000006,  0.000002, -0.000001,0.000383
7.52,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.20,14.35,-0.14,0.13,-9.80,0.71,0.22,-0.36,0.38,0.09,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.47,5.12,-191.34,56.18,216.89,-6.09,0.12,-0.03,-34.22,5.42,-321.42,75.54,-30.52,-31.35,-0.01,-0.02,-0.00,-0.03,-0.000005810185030,0.000052113085985,0.000000000000000, -0.000011,  0.000002, -0.000001,0.000529
7.55,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.20,14.36,0.01,0.13,-9.75,-0.35,-0.10,-0.61,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,5.02,-190.98,56.14,216.98,-6.01,0.12,-0.03,-34.16,5.95,-321.63,75.74,-30.32,-31.50,-0.01,-0.02,-0.00,-0.03,-0.000003921101779,0.000003229826689,0.000000000000000, -0.000005,  0.000002, -0.000001,0.000357
7.58,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.19,14.36,-0.00,0.12,-9.77,-0.09,1.10,0.26,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.32,5.40,-191.08,56.03,216.86,-6.24,0.12,-0.03,-33.93,5.08,-321.26,75.80,-30.49,-31.12,-0.01,-0.02,-0.00,-0.03,-0.000009663281162,0.000014219433069,0.000000000000000, -0.000023,  0.000002, -0.000000,0.000880
7.61,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.19,14.35,0.00,0.13,-9.81,0.04,0.42,0.32,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,4.93,-190.93,56.06,217.04,-6.09,0.12,-0.03,-34.92,5.34,-322.48,75.88,-30.34,-30.67,-0.01,-0.02,-0.00,-0.03,-0.000013392513210,0.000097908079624,0.000000000000000, -0.000034,  0.000002, -0.000001,0.001220
7.65,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.18,14.34,-0.02,0.17,-9.82,-0.45,0.47,0.28,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,4.64,-190.77,55.95,216.95,-5.94,0.12,-0.03,-34.82,5.28,-321.15,75.59,-30.24,-30.80,-0.01,-0.02,0.00,-0.03,0.000004308493772,-0.000028066337109,0.000000000000000,  0.000020,  0.000002, -0.000001,-0.000393
7.68,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.18,14.32,0.00,0.15,-9.81,-0.16,0.71,0.29,0.39,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,4.85,-190.57,55.90,217.01,-5.94,0.12,-0.03,-34.64,5.14,-321.63,75.74,-30.65,-30.97,-0.01,-0.02,-0.00,-0.03,-0.000015054794858,0.000058799982071,0.000000000000000, -0.000040,  0.000002, -0.000000,0.001372
7.71,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.17,14.32,0.02,0.12,-9.79,0.41,0.45,0.40,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,4.64,-191.19,56.11,217.08,-5.86,0.12,-0.03,-35.14,5.59,-321.79,75.54,-30.28,-31.04,-0.01,-0.02,-0.00,-0.03,-0.000004662259471,0.000053744763136,0.000000000000000, -0.000008,  0.000002, -0.000001,0.000425
7.73,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.17,14.33,-0.26,0.19,-9.79,0.71,0.53,-0.32,0.38,0.10,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,4.71,-190.93,55.90,216.91,-6.01,0.12,-0.03,-35.14,5.16,-321.84,75.97,-30.46,-30.52,-0.01,-0.02,-0.00,-0.03,-0.000008466397048,0.000105593353510,0.000000000000000, -0.000020,  0.000002, -0.000001,0.000771
7.76,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.17,14.33,-0.06,0.19,-9.79,-0.50,0.43,-0.85,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.24,5.02,-191.14,56.23,216.93,-6.09,0.12,-0.03,-33.91,5.10,-322.11,75.85,-30.99,-31.04,-0.01,-0.02,-0.00,-0.03,-0.000006610267974,0.000165406614542,0.000000000000000, -0.000014,  0.000002, -0.000002,0.000602
7.79,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.18,14.34,-0.01,0.09,-9.82,0.09,-0.15,-0.55,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,4.66,-190.98,56.14,216.89,-5.94,0.12,-0.03,-34.48,5.81,-322.06,75.65,-30.42,-31.57,-0.01,-0.02,-0.00,-0.03,0.000005278005119,0.000079665333033,0.000000000000000,  0.000022,  0.000001, -0.000002,-0.000481
7.83,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.17,14.35,0.02,0.16,-9.89,-0.54,0.17,-0.38,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,5.06,-191.75,56.22,216.74,-6.01,0.12,-0.03,-34.00,5.16,-322.32,76.15,-31.04,-30.91,-0.01,-0.02,-0.00,-0.03,-0.000016465557565,0.000263206660748,0.000000000000000, -0.000045,  0.000001, -0.000001,0.001500
7.86,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.17,14.35,0.01,0.18,-9.86,0.41,0.19,-0.72,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.63,4.71,-191.60,56.25,216.49,-5.96,0.12,-0.03,-33.65,5.20,-322.11,75.84,-31.02,-31.35,-0.01,-0.02,-0.00,-0.03,0.000004411950613,0.000247851014137,0.000000000000000,  0.000019,  0.000001, -0.000002,-0.000402
7.89,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.17,14.35,-0.06,0.13,-9.83,0.16,0.27,-0.14,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.47,5.06,-191.55,56.21,216.65,-6.01,0.12,-0.03,-34.62,5.22,-321.84,75.97,-30.93,-30.89,-0.01,-0.02,-0.00,-0.03,0.000001734316243,0.000247258692980,0.000000000000000,  0.000011,  0.000001, -0.000001,-0.000158
7.91,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.17,14.36,0.02,0.12,-9.82,-0.50,0.03,-1.06,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.32,4.83,-191.60,56.28,216.73,-5.94,0.12,-0.03,-34.78,5.30,-321.63,75.84,-30.76,-31.04,-0.01,-0.02,-0.00,-0.03,0.000003293514510,0.000208392739296,0.000000000000000,  0.000015,  0.000001, -0.000000,-0.000300
7.94,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.17,14.36,-0.16,0.18,-9.73,-0.01,0.73,-0.64,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,4.52,-191.24,56.33,216.71,-5.79,0.12,-0.03,-33.98,5.02,-322.32,75.74,-31.09,-30.89,-0.01,-0.02,-0.00,-0.03,-0.000004073745458,0.000243794173002,0.000000000000000, -0.000007,  0.000001,  0.000001,0.000371
7.97,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.18,14.34,0.06,0.14,-9.77,-0.12,-0.08,0.15,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.53,4.89,-191.39,56.14,216.85,-5.94,0.12,-0.03,-33.96,5.77,-322.27,75.63,-30.95,-31.72,-0.01,-0.02,-0.00,-0.03,0.000002865831448,0.000187132507563,0.000000000000000,  0.000014,  0.000001,  0.000001,-0.000261
8.02,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.18,14.36,-0.01,0.17,-9.84,-0.90,0.21,-0.51,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.61,4.66,-191.19,56.14,216.83,-5.79,0.12,-0.03,-34.40,5.08,-322.06,75.78,-30.71,-30.97,-0.01,-0.02,-0.00,-0.03,-0.000000673685463,0.000135742127895,0.000000000000000,  0.000004,  0.000001,  0.000001,0.000061
8.04,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.18,14.36,0.03,0.12,-9.85,-0.06,0.45,-0.19,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,4.87,-190.98,56.09,216.89,-6.01,0.12,-0.03,-34.64,5.65,-321.79,75.47,-30.30,-31.57,-0.01,-0.02,-0.00,-0.03,-0.000000864797698,0.000047422945499,0.000000000000000,  0.000003,  0.000001,  0.000002,0.000079
8.08,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.18,14.36,0.08,0.14,-9.80,-0.07,0.32,-0.50,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,5.04,-191.14,56.07,216.71,-6.24,0.12,-0.03,-34.02,5.12,-321.68,75.84,-30.67,-30.59,-0.01,-0.02,-0.00,-0.03,-0.000014674021259,0.000111758708954,0.000000000000000, -0.000039,  0.000001,  0.000002,0.001337
8.10,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.18,14.36,0.21,0.12,-9.83,0.77,-0.19,-0.47,0.37,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.24,5.42,-190.88,56.02,216.82,-6.24,0.12,-0.03,-34.30,5.65,-321.42,75.66,-30.31,-31.72,-0.01,-0.02,-0.00,-0.03,-0.000000806672006,0.000012777745724,0.000000000000000,  0.000004,  0.000002,  0.000001,0.000073
8.14,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.17,14.38,0.02,0.17,-9.81,0.28,-0.34,-0.88,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.93,5.17,-191.34,56.09,216.90,-6.24,0.12,-0.03,-34.08,5.08,-321.63,75.70,-30.49,-31.04,-0.01,-0.02,-0.00,-0.03,-0.000016103071175,0.000084094703197,0.000000000000000, -0.000043,  0.000002,  0.000002,0.001467
8.16,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.17,14.38,0.04,0.15,-9.84,0.76,0.42,-0.11,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.55,4.91,-191.14,56.02,216.66,-6.01,0.12,-0.03,-34.64,5.12,-321.42,75.80,-30.61,-30.82,-0.01,-0.02,-0.00,-0.03,-0.000010242565622,0.000122334808111,0.000000000000000, -0.000025,  0.000002,  0.000001,0.000933
8.19,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.17,14.39,-0.13,0.17,-9.80,-0.62,-0.02,-0.05,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.08,5.02,-191.14,56.09,216.89,-6.09,0.12,-0.03,-34.88,5.36,-322.27,75.96,-30.58,-30.97,-0.01,-0.02,-0.00,-0.03,-0.000009363596291,0.000175207853317,0.000000000000000, -0.000022,  0.000002,  0.000000,0.000853
8.23,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.17,14.36,-0.03,0.14,-9.80,0.47,0.30,0.00,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.32,5.12,-190.93,56.02,216.77,-6.16,0.12,-0.03,-33.98,5.49,-322.06,75.81,-30.83,-31.27,-0.01,-0.02,-0.00,-0.03,-0.000001854489597,0.000147037208080,0.000000000000000,  0.000001,  0.000002,  0.000000,0.000169
8.27,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.17,14.39,0.01,0.18,-9.84,0.11,0.73,-0.52,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.24,4.73,-191.39,56.03,216.85,-5.94,0.12,-0.03,-33.96,5.51,-322.06,75.70,-30.91,-31.42,-0.01,-0.02,-0.00,-0.03,-0.000007586789252,0.000182829797268,0.000000000000000, -0.000017,  0.000002,  0.000000,0.000691
8.31,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.16,14.38,-0.21,0.14,-9.89,0.06,0.26,-0.29,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,4.87,-190.98,56.14,216.93,-5.94,0.12,-0.03,-34.16,5.32,-321.84,75.92,-30.86,-30.97,-0.01,-0.02,-0.00,-0.03,-0.000000271976205,0.000127401202917,0.000000000000000,  0.000006,  0.000002,  0.000000,0.000025
8.34,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.16,14.38,0.04,0.17,-9.83,0.20,0.50,-0.42,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,4.94,-190.93,56.09,216.90,-6.09,0.12,-0.03,-34.18,5.10,-321.21,75.70,-30.93,-31.42,-0.01,-0.02,-0.00,-0.03,-0.000004525686563,0.000094980001450,0.000000000000000, -0.000007,  0.000002,  0.000001,0.000412
8.37,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.16,14.38,-0.07,0.14,-9.84,-0.35,-0.15,-0.11,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,4.94,-191.19,56.23,216.87,-6.09,0.12,-0.03,-34.58,5.69,-322.06,76.00,-30.52,-31.14,-0.01,-0.02,-0.00,-0.03,-0.000010092461707,0.000126209110022,0.000000000000000, -0.000024,  0.000002,  0.000001,0.000920
8.40,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.16,14.41,-0.21,0.18,-9.86,0.06,0.63,-0.36,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.47,5.12,-191.14,56.18,216.89,-6.09,0.12,-0.03,-35.46,5.40,-321.15,75.85,-30.24,-30.74,-0.01,-0.02,-0.00,-0.03,-0.000001184861958,0.000043898820877,0.000000000000000,  0.000003,  0.000002,  0.000001,0.000108
8.44,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.16,14.41,-0.17,0.14,-9.82,-0.08,0.00,-0.50,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,4.66,-191.19,56.29,216.86,-5.86,0.12,-0.03,-35.44,5.57,-320.94,75.92,-30.43,-31.04,-0.01,-0.02,-0.00,-0.03,-0.000012800341210,0.000085119158030,0.000000000000000, -0.000032,  0.000002,  0.000001,0.001166
8.45,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.15,14.41,-0.13,0.14,-9.80,0.08,0.37,-0.27,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.55,4.77,-191.39,56.26,216.58,-5.94,0.12,-0.03,-34.92,5.81,-322.21,75.88,-30.69,-31.67,-0.01,-0.02,-0.00,-0.03,-0.000018213735530,0.000243723392487,0.000000000000000, -0.000049,  0.000002,  0.000000,0.001660
8.50,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.15,14.40,-0.11,0.16,-9.86,-0.22,0.45,-0.18,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.32,4.81,-191.39,56.18,216.78,-6.01,0.12,-0.03,-34.62,5.63,-322.48,75.91,-30.95,-31.14,-0.01,-0.02,-0.00,-0.03,-0.000002520198223,0.000269234180450,0.000000000000000, -0.000001,  0.000002, -0.000001,0.000230
8.53,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.14,14.41,-0.12,0.15,-9.86,0.09,0.84,-0.23,0.37,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,4.52,-191.39,56.18,216.78,-5.86,0.12,-0.03,-33.57,4.66,-323.17,75.74,-31.64,-30.84,-0.01,-0.02,-0.00,-0.03,-0.000007362252290,0.000374559313059,0.000000000000000, -0.000016,  0.000002, -0.000000,0.000671
8.56,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.14,14.40,-0.26,0.12,-9.79,-0.59,1.06,-0.50,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.55,4.75,-191.39,56.07,216.70,-5.94,0.12,-0.03,-34.34,4.80,-322.69,75.59,-31.23,-31.12,-0.01,-0.02,-0.00,-0.03,0.000006707957255,0.000320471823215,0.000000000000000,  0.000027,  0.000002, -0.000000,-0.000611
8.59,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.13,14.41,0.13,0.17,-9.75,0.16,0.73,-0.73,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.70,4.93,-191.19,56.21,216.55,-5.94,0.12,-0.03,-33.89,4.96,-322.11,75.52,-31.25,-30.97,-0.01,-0.02,-0.00,-0.03,0.000003244593927,0.000262033194304,0.000000000000000,  0.000017,  0.000002,  0.000001,-0.000296
8.62,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.13,14.42,-0.13,0.15,-9.73,-0.02,0.06,-0.43,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,4.52,-191.86,56.22,216.73,-5.79,0.12,-0.03,-35.30,4.94,-322.64,75.95,-30.91,-30.29,-0.01,-0.02,-0.00,-0.03,-0.000010024334188,0.000352930277586,0.000000000000000, -0.000024,  0.000002,  0.000002,0.000913
8.67,0.00,0,0,89.27,0.00,0.00,0.00,179.20,0.13,14.42,0.03,0.14,-9.76,0.32,0.06,-0.37,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.70,4.93,-191.55,56.15,216.61,-6.01,0.12,-0.03,-33.29,5.91,-321.42,75.21,-30.97,-32.25,-0.01,-0.02,-0.00,-0.03,0.000013342147213,0.000135593116283,0.000000000000000,  0.000048,  0.000002,  0.000001,-0.001216
8.70,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.14,14.43,-0.26,0.16,-9.89,-0.42,-0.18,0.18,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.32,4.98,-191.34,56.17,216.69,-6.01,0.12,-0.03,-34.46,5.30,-322.06,75.92,-30.87,-30.97,-0.01,-0.02,-0.00,-0.03,-0.000017376132746,0.000228933990002,0.000000000000000, -0.000046,  0.000002,  0.000003,0.001583
