Time,ang_x_imu,pid_output_ankle,pid_output_hip,zmp_ref,zmp_imu,Xzmp_ft,capture_point,iter
110.42,179.4949188232,-0.2345094808,-0.2345094808,0.0004572760,0.00537174,0.00233280,0.0010536583,2205
110.47,179.4884490967,-0.1463873832,-0.1463873832,0.0004572760,0.00540009,0.00198853,0.0007344220,2206
110.52,179.4834289551,-0.1683418355,-0.1683418355,0.0004572760,0.00548228,0.00198853,0.0012889207,2207
110.57,179.4823150635,-0.2641079617,-0.2641079617,0.0004572760,0.00561650,0.00318552,0.0010760733,2208
110.62,179.4821472168,-0.1812699270,-0.1812699270,0.0004572760,0.00578475,0.00279986,0.0016601899,2209
110.67,179.4777984619,-0.2280588033,-0.2280588033,0.0004572760,0.00626357,0.00279986,0.0028392764,2210
110.72,179.4798736572,-0.2790587559,-0.2790587559,0.0004572760,0.00637886,0.00368330,0.0017146769,2211
110.77,179.4788513184,-0.2422636053,-0.2422636053,0.0004572760,0.00655368,0.00368330,0.0015095077,2212
110.82,179.4722290039,-0.3627266676,-0.3627266676,0.0004572760,0.00687080,0.00508827,0.0040095661,2213
110.87,179.4717102051,-0.2458081927,-0.2458081927,0.0004572760,0.00690529,0.00464249,0.0027842106,2214
110.92,179.4625396729,-0.2688448481,-0.2688448481,0.0004572760,0.00693838,0.00464249,0.0031271395,2215
110.97,179.4557495117,-0.3568611638,-0.3568611638,0.0004572760,0.00710483,0.00567124,0.0030380530,2216
111.02,179.4527587891,-0.3070640051,-0.3070640051,0.0004572760,0.00723723,0.00567124,0.0032973527,2217
111.07,179.4501495361,-0.4033584512,-0.4033584512,0.0004572760,0.00706116,0.00721899,0.0026842263,2218
111.12,179.4421997070,-0.3158656098,-0.3158656098,0.0004572760,0.00726294,0.00676473,0.0026332934,2219
111.17,179.4339752197,-0.3570256570,-0.3570256570,0.0004572760,0.00764337,0.00676473,0.0047864659,2220
111.22,179.4479064941,-0.4198843027,-0.4198843027,0.0004572760,0.00759697,0.00790238,0.0026405597,2221
111.27,179.4529266357,-0.3796809561,-0.3796809561,0.0004572760,0.00778800,0.00790238,0.0043610641,2222
111.32,179.4442291260,-0.4899163856,-0.4899163856,0.0004572760,0.00783428,0.00945266,0.0040649596,2223
111.37,179.4466094971,-0.3635009415,-0.3635009415,0.0004572760,0.00761337,0.00905208,0.0024085903,2224
111.42,179.4541778564,-0.4166234204,-0.4166234204,0.0004572760,0.00790745,0.00905208,0.0050811323,2225
111.47,179.4528198242,-0.4739370293,-0.4739370293,0.0004572760,0.00773136,0.01018799,0.0027881047,2226
111.52,179.4458465576,-0.4040924826,-0.4040924826,0.0004572760,0.00743976,0.01018799,0.0027472158,2227
111.57,179.4465942383,-0.4094564403,-0.4094564403,0.0004572760,0.00731701,0.01018799,0.0042042990,2228
111.62,179.4528350830,-0.4918376188,-0.4918376188,0.0004572760,0.00725048,0.01127081,0.0032583696,2229
111.67,179.4627075195,-0.4239285161,-0.4239285161,0.0004572760,0.00702229,0.01127081,0.0023339237,2230
111.72,179.4573974609,-0.4921893825,-0.4921893825,0.0004572760,0.00679697,0.01225397,0.0019741595,2231
111.77,179.4631500244,-0.4238306545,-0.4238306545,0.0004572760,0.00639063,0.01225397,0.0009946010,2232
111.82,179.4771881104,-0.4125678508,-0.4125678508,0.0004572760,0.00596984,0.01225397,0.0001629454,2233
111.87,179.4812316895,-0.5040898177,-0.5040898177,0.0004572760,0.00606352,0.01309988,0.0020340860,2234
111.92,179.4829559326,-0.4529641137,-0.4529641137,0.0004572760,0.00600794,0.01309988,0.0013768824,2235
111.97,179.4773406982,-0.4485176124,-0.4485176124,0.0004572760,0.00591166,0.01309988,0.0007093422,2236
112.02,179.4801788330,-0.4987927003,-0.4987927003,0.0004572760,0.00583490,0.01378262,0.0012097765,2237
112.07,179.4890441895,-0.4689804627,-0.4689804627,0.0004572760,0.00584118,0.01378262,0.0013418677,2238
112.12,179.4957733154,-0.5065691461,-0.5065691461,0.0004572760,0.00585199,0.01427701,0.0017902548,2239
112.17,179.4872741699,-0.4628171088,-0.4628171088,0.0004572760,0.00560534,0.01427701,0.0007755096,2240
112.22,179.4837493896,-0.4520425181,-0.4520425181,0.0004572760,0.00529376,0.01428068,-0.0011470959,2241
112.27,179.5007171631,-0.4947898233,-0.4947898233,0.0004572760,0.00537832,0.01456080,0.0008117872,2242
112.32,179.5102691650,-0.4431438040,-0.4431438040,0.0004572760,0.00493285,0.01456080,-0.0004580104,2243
112.37,179.5078735352,-0.4486212004,-0.4486212004,0.0004572760,0.00460923,0.01466069,-0.0013553881,2244
112.43,179.5141448975,-0.4310443531,-0.4310443531,0.0004572760,0.00422592,0.01466069,-0.0017672322,2245
112.48,179.5254974365,-0.4293321189,-0.4293321189,0.0004572760,0.00394778,0.01466069,-0.0016981989,2246
112.53,179.5261840820,-0.4174446732,-0.4174446732,0.0004572760,0.00368132,0.01458342,-0.0017753099,2247
112.58,179.5243530273,-0.4186870949,-0.4186870949,0.0004572760,0.00346893,0.01458342,-0.0021161165,2248
112.63,179.5278930664,-0.3948708889,-0.3948708889,0.0004572760,0.00323515,0.01435827,-0.0027214711,2249
112.68,179.5471343994,-0.3754552137,-0.3754552137,0.0004572760,0.00267066,0.01435827,-0.0033930761,2250
112.73,179.5502471924,-0.3612190799,-0.3612190799,0.0004572760,0.00210490,0.01435827,-0.0060684075,2251
112.78,179.5607147217,-0.3272776921,-0.3272776921,0.0004572760,0.00162545,0.01400846,-0.0045267240,2252
112.83,179.5552215576,-0.3506442338,-0.3506442338,0.0004572760,0.00138452,0.01400846,-0.0037546867,2253
112.88,179.5611114502,-0.3780643074,-0.3780643074,0.0004572760,0.00145096,0.01414702,-0.0033750798,2254
112.93,179.5635070801,-0.2793615477,-0.2793615477,0.0004572760,0.00084374,0.01357519,-0.0054357426,2255
112.98,179.5814208984,-0.3106976754,-0.3106976754,0.0004572760,0.00047603,0.01357519,-0.0065572505,2256
113.03,179.5753173828,-0.2615807807,-0.2615807807,0.0004572760,0.00007587,0.01307575,-0.0068917896,2257
113.08,179.5707397461,-0.2371551536,-0.2371551536,0.0004572760,-0.00084893,0.01307575,-0.0092185074,2258
113.13,179.5734863281,-0.2547046014,-0.2547046014,0.0004572760,-0.00145256,0.01329727,-0.0088753049,2259
113.18,179.5682830811,-0.1857371930,-0.1857371930,0.0004572760,-0.00185537,0.01252629,-0.0088327114,2260
113.23,179.5678710938,-0.2234861131,-0.2234861131,0.0004572760,-0.00213409,0.01252629,-0.0085387385,2261
113.28,179.5707092285,-0.2514152335,-0.2514152335,0.0004572760,-0.00223374,0.01281255,-0.0081958467,2262
113.33,179.5671081543,-0.1581473157,-0.1581473157,0.0004572760,-0.00248448,0.01194444,-0.0097137771,2263
113.38,179.5705261230,-0.1793876551,-0.1793876551,0.0004572760,-0.00294666,0.01194444,-0.0096008970,2264
113.43,179.5612335205,-0.1437406354,-0.1437406354,0.0004572760,-0.00309221,0.01130699,-0.0085505236,2265
113.48,179.5455169678,-0.1741599972,-0.1741599972,0.0004572760,-0.00320831,0.01130699,-0.0090693966,2266
113.53,179.5491638184,-0.1966607046,-0.1966607046,0.0004572760,-0.00341017,0.01173142,-0.0091788066,2267
113.58,179.5595550537,-0.0774826482,-0.0774826482,0.0004572760,-0.00374572,0.01062672,-0.0101480831,2268
113.63,179.5711364746,-0.1662743447,-0.1662743447,0.0004572760,-0.00401173,0.01111685,-0.0095862153,2269
113.68,179.5692443848,-0.0313102834,-0.0313102834,0.0004572760,-0.00442218,0.00987767,-0.0115852008,2270
113.73,179.5657196045,-0.1234992093,-0.1234992093,0.0004572760,-0.00429224,0.00987767,-0.0099971034,2271
113.78,179.5656585693,-0.1243247375,-0.1243247375,0.0004572760,-0.00474994,0.01043293,-0.0119164105,2272
113.83,179.5745086670,0.0033759763,0.0033759763,0.0004572760,-0.00500625,0.00905212,-0.0118512576,2273
113.88,179.5741882324,-0.0571707957,-0.0571707957,0.0004572760,-0.00528974,0.00905212,-0.0128688386,2274
113.93,179.5762481689,0.0086231891,0.0086231891,0.0004572760,-0.00543436,0.00813094,-0.0122522902,2275
113.98,179.5587615967,-0.0345808988,-0.0345808988,0.0004572760,-0.00556843,0.00813094,-0.0119734416,2276
114.03,179.5515441895,-0.0664082253,-0.0664082253,0.0004572760,-0.00585266,0.00875008,-0.0129248813,2277
114.08,179.5630493164,0.0737753532,0.0737753532,0.0004572760,-0.00586861,0.00712063,-0.0115467328,2278
114.13,179.5719757080,0.0033257707,0.0033257707,0.0004572760,-0.00602562,0.00712063,-0.0128705324,2279
114.18,179.5621032715,-0.0635967850,-0.0635967850,0.0004572760,-0.00584581,0.00772824,-0.0108880794,2280
114.23,179.5646820068,0.0731173079,0.0731173079,0.0004572760,-0.00544501,0.00602971,-0.0113415240,2281
114.28,179.5716094971,-0.0303095616,-0.0303095616,0.0004572760,-0.00549920,0.00659803,-0.0119633833,2282
114.33,179.5767669678,0.1280491010,0.1280491010,0.0004572760,-0.00554229,0.00487284,-0.0109299457,2283
114.38,179.5878143311,0.0469403481,0.0469403481,0.0004572760,-0.00563907,0.00487284,-0.0110224688,2284
114.43,179.5896453857,0.0259230593,0.0259230593,0.0004572760,-0.00592816,0.00537759,-0.0138502153,2285
114.48,179.5684509277,0.1533277223,0.1533277223,0.0004572760,-0.00579538,0.00369032,-0.0120749922,2286
114.53,179.5575256348,0.0485769174,0.0485769174,0.0004572760,-0.00585349,0.00410916,-0.0131465740,2287
114.58,179.5421142578,0.0648144916,0.0648144916,0.0004572760,-0.00582962,0.00410916,-0.0140692430,2288
114.63,179.5516815186,0.1544159735,0.1544159735,0.0004572760,-0.00542632,0.00252747,-0.0105613376,2289
114.68,179.5406799316,0.0598707917,0.0598707917,0.0004572760,-0.00526527,0.00284165,-0.0113236682,2290
114.73,179.5409240723,0.1873582112,0.1873582112,0.0004572760,-0.00523326,0.00142695,-0.0114513288,2291
114.78,179.5486602783,0.1007407816,0.1007407816,0.0004572760,-0.00499978,0.00142695,-0.0096330901,2292
114.83,179.5507354736,0.0622266688,0.0622266688,0.0004572760,-0.00453645,0.00163249,-0.0091317842,2293
114.88,179.5580902100,0.1725746883,0.1725746883,0.0004572760,-0.00438520,0.00045597,-0.0101816576,2294
114.93,179.5581054688,0.1104582636,0.1104582636,0.0004572760,-0.00434039,0.00055616,-0.0095434048,2295
114.98,179.5652465820,0.1861060699,0.1861060699,0.0004572760,-0.00434781,-0.00034814,-0.0102472359,2296
115.03,179.5601043701,0.1208007959,0.1208007959,0.0004572760,-0.00409387,-0.00033894,-0.0084176914,2297
115.08,179.5492248535,0.1092845739,0.1092845739,0.0004572760,-0.00376509,-0.00033894,-0.0082995290,2298
115.13,179.5453796387,0.1724060539,0.1724060539,0.0004572760,-0.00378410,-0.00094227,-0.0094598871,2299
115.18,179.5432891846,0.1246078297,0.1246078297,0.0004572760,-0.00348429,-0.00101951,-0.0089398649,2300
115.23,179.5425567627,0.1459223984,0.1459223984,0.0004572760,-0.00331913,-0.00132054,-0.0080819419,2301
115.28,179.5525665283,0.1056085778,0.1056085778,0.0004572760,-0.00287228,-0.00132054,-0.0075033063,2302
115.33,179.5550842285,0.1359476068,0.1359476068,0.0004572760,-0.00283821,-0.00146135,-0.0094909037,2303
115.38,179.5528717041,0.1090751738,0.1090751738,0.0004572760,-0.00252659,-0.00148588,-0.0083363180,2304
115.43,179.5436553955,0.1174955665,0.1174955665,0.0004572760,-0.00226845,-0.00166503,-0.0076216626,2305
115.48,179.5538330078,0.0966649423,0.0966649423,0.0004572760,-0.00193818,-0.00166503,-0.0064681098,2306
115.53,179.5579528809,0.0532694287,0.0532694287,0.0004572760,-0.00136404,-0.00144077,-0.0051758417,2307
115.58,179.5626525879,0.0900257560,0.0900257560,0.0004572760,-0.00112370,-0.00163920,-0.0054378626,2308
115.63,179.5693664551,0.0216310528,0.0216310528,0.0004572760,-0.00060165,-0.00122171,-0.0044810528,2309
115.68,179.5852661133,0.0837856773,0.0837856773,0.0004572760,-0.00059472,-0.00143125,-0.0055984139,2310
115.73,179.5892486572,0.0671510384,0.0671510384,0.0004572760,-0.00050796,-0.00143125,-0.0059116528,2311
115.78,179.5942382812,-0.0077583382,-0.0077583382,0.0004572760,-0.00001238,-0.00087058,-0.0036607204,2312
115.83,179.5998992920,0.0608083983,0.0608083983,0.0004572760,-0.00001829,-0.00107501,-0.0054395440,2313
115.88,179.5984954834,0.0344433314,0.0344433314,0.0004572760,0.00019301,-0.00107501,-0.0039895397,2314
115.93,179.5880432129,-0.0349463122,-0.0349463122,0.0004572760,0.00080488,-0.00062123,-0.0036400758,2315
115.98,179.5879669189,-0.0001228167,-0.0001228167,0.0004572760,0.00105056,-0.00062123,-0.0038327130,2316
116.03,179.5821533203,-0.0829145745,-0.0829145745,0.0004572760,0.00160960,0.00008690,-0.0025041594,2317
116.08,179.5835723877,-0.0770968801,-0.0770968801,0.0004572760,0.00256635,-0.00010332,-0.0002351542,2318
116.13,179.5905761719,-0.0387283389,-0.0387283389,0.0004572760,0.00256554,-0.00010332,-0.0025750434,2319
116.19,179.5830688477,-0.1115584652,-0.1115584652,0.0004572760,0.00298371,0.00044871,-0.0006985083,2320
116.23,179.5757293701,-0.1023682690,-0.1023682690,0.0004572760,0.00350748,0.00044871,0.0002676468,2321
116.28,179.5801544189,-0.1468840334,-0.1468840334,0.0004572760,0.00368603,0.00121240,0.0000683232,2322
116.33,179.5788421631,-0.0809563320,-0.0809563320,0.0004572760,0.00363649,0.00101082,-0.0012380064,2323
116.38,179.5681457520,-0.1238284632,-0.1238284632,0.0004572760,0.00404066,0.00101082,0.0005499096,2324
116.43,179.5779876709,-0.1567375623,-0.1567375623,0.0004572760,0.00417503,0.00158431,-0.0002637429,2325
116.48,179.5822143555,-0.1380762814,-0.1380762814,0.0004572760,0.00439782,0.00158431,-0.0002268621,2326
116.54,179.5821380615,-0.1834172458,-0.1834172458,0.0004572760,0.00430803,0.00242684,-0.0005195025,2327
116.59,179.5883026123,-0.1253488658,-0.1253488658,0.0004572760,0.00429063,0.00217167,-0.0003364047,2328
116.64,179.5728759766,-0.1710624875,-0.1710624875,0.0004572760,0.00471837,0.00217167,0.0014834780,2329
116.69,179.5729064941,-0.2311961936,-0.2311961936,0.0004572760,0.00488390,0.00309258,0.0003758387,2330
116.74,179.5768585205,-0.1495447467,-0.1495447467,0.0004572760,0.00481233,0.00279952,-0.0003512853,2331
116.79,179.5910339355,-0.1703238356,-0.1703238356,0.0004572760,0.00484641,0.00279952,0.0004055974,2332
116.84,179.6086883545,-0.2713617560,-0.2713617560,0.0004572760,0.00552330,0.00349205,0.0027237232,2333
116.89,179.6035003662,-0.2297335980,-0.2297335980,0.0004572760,0.00588063,0.00349205,0.0021072349,2334
116.94,179.5985717773,-0.3294149963,-0.3294149963,0.0004572760,0.00630294,0.00463640,0.0033522450,2335
116.99,179.5882110596,-0.2376475839,-0.2376475839,0.0004572760,0.00649583,0.00426393,0.0030646775,2336
117.04,179.6048889160,-0.2424621115,-0.2424621115,0.0004572760,0.00644037,0.00426393,0.0023137590,2337
117.09,179.5973510742,-0.2977653527,-0.2977653527,0.0004572760,0.00627503,0.00512946,0.0010150927,2338
117.14,179.5824127197,-0.2407185150,-0.2407185150,0.0004572760,0.00598107,0.00512946,0.0004292518,2339
117.19,179.5872650146,-0.2760622832,-0.2760622832,0.0004572760,0.00625635,0.00512946,0.0028190635,2340
117.24,179.5712890625,-0.3661550368,-0.3661550368,0.0004572760,0.00667044,0.00609958,0.0036221311,2341
117.29,179.5801696777,-0.3100176597,-0.3100176597,0.0004572760,0.00684422,0.00609958,0.0041762125,2342
117.34,179.5838165283,-0.3859908323,-0.3859908323,0.0004572760,0.00691680,0.00715540,0.0019066551,2343
117.39,179.5831146240,-0.3178446888,-0.3178446888,0.0004572760,0.00676012,0.00715540,0.0016784718,2344
117.44,179.5826568604,-0.3314836411,-0.3314836411,0.0004572760,0.00683755,0.00715540,0.0028341223,2345
117.49,179.5721130371,-0.4141314979,-0.4141314979,0.0004572760,0.00688077,0.00826537,0.0022427745,2346
117.54,179.5702209473,-0.3429758777,-0.3429758777,0.0004572760,0.00670049,0.00826537,0.0015514227,2347
117.59,179.5676879883,-0.4368862821,-0.4368862821,0.0004572760,0.00668983,0.00940767,0.0038314080,2348
117.64,179.5761108398,-0.3812322010,-0.3812322010,0.0004572760,0.00670182,0.00940767,0.0016272328,2349
117.69,179.5750427246,-0.3723167774,-0.3723167774,0.0004572760,0.00659097,0.00940767,0.0022726666,2350
117.74,179.5666198730,-0.4456033171,-0.4456033171,0.0004572760,0.00639070,0.01051093,0.0020099458,2351
117.79,179.5656433105,-0.3755312737,-0.3755312737,0.0004572760,0.00605821,0.01051093,0.0005437476,2352
117.84,179.5608978271,-0.4671579441,-0.4671579441,0.0004572760,0.00604487,0.01152407,0.0010929252,2353
117.89,179.5617523193,-0.3998509961,-0.3998509961,0.0004572760,0.00581373,0.01152407,0.0009966072,2354
117.94,179.5654907227,-0.4022972148,-0.4022972148,0.0004572760,0.00569237,0.01152407,0.0005591711,2355
117.99,179.5601806641,-0.4805066663,-0.4805066663,0.0004572760,0.00578235,0.01239569,0.0016583803,2356
118.04,179.5525360107,-0.4326796257,-0.4326796257,0.0004572760,0.00578541,0.01239569,0.0009687022,2357
118.09,179.5693664551,-0.4167705772,-0.4167705772,0.0004572760,0.00557539,0.01239569,-0.0002540649,2358
118.14,179.5718383789,-0.4565356086,-0.4565356086,0.0004572760,0.00527555,0.01308567,0.0003313613,2359
118.19,179.5800933838,-0.4199878072,-0.4199878072,0.0004572760,0.00504827,0.01308567,-0.0007519339,2360
118.24,179.5961914062,-0.4952235876,-0.4952235876,0.0004572760,0.00543038,0.01355498,0.0024403622,2361
118.29,179.5927276611,-0.4501561148,-0.4501561148,0.0004572760,0.00539682,0.01355498,0.0007714720,2362
118.34,179.5859985352,-0.4552839464,-0.4552839464,0.0004572760,0.00544325,0.01355455,0.0029073120,2363
118.39,179.5923461914,-0.4653473247,-0.4653473247,0.0004572760,0.00536873,0.01379384,0.0011784161,2364
118.44,179.5950622559,-0.4324823560,-0.4324823560,0.0004572760,0.00504044,0.01379384,0.0002256746,2365
118.49,179.5951690674,-0.4393784606,-0.4393784606,0.0004572760,0.00486398,0.01384353,0.0004266869,2366
118.54,179.6040649414,-0.4219901078,-0.4219901078,0.0004572760,0.00456444,0.01382686,-0.0012679298,2367
118.59,179.5960388184,-0.4052469764,-0.4052469764,0.0004572760,0.00413064,0.01382686,-0.0035952059,2368
118.64,179.5830841064,-0.3861229545,-0.3861229545,0.0004572760,0.00374498,0.01366867,-0.0039981255,2369
118.69,179.5822448730,-0.3740023483,-0.3740023483,0.0004572760,0.00322115,0.01366867,-0.0031983136,2370
118.74,179.5801849365,-0.3969015450,-0.3969015450,0.0004572760,0.00308540,0.01376072,-0.0007326699,2371
118.79,179.5851440430,-0.3289577244,-0.3289577244,0.0004572760,0.00254895,0.01336244,-0.0031663133,2372
118.84,179.6105957031,-0.4048010638,-0.4048010638,0.0004572760,0.00293722,0.01336244,0.0001308072,2373
118.89,179.6268768311,-0.3725888843,-0.3725888843,0.0004572760,0.00317074,0.01295821,-0.0005859509,2374
118.94,179.6423187256,-0.3654621746,-0.3654621746,0.0004572760,0.00296203,0.01295821,-0.0022317832,2375
118.99,179.6590118408,-0.3632762954,-0.3632762954,0.0004572760,0.00267384,0.01307824,-0.0035957602,2376
119.04,179.6562957764,-0.3063870352,-0.3063870352,0.0004572760,0.00237690,0.01250489,-0.0044582463,2377
119.09,179.6497650146,-0.2779516017,-0.2779516017,0.0004572760,0.00141819,0.01250489,-0.0068839886,2378
119.14,179.6395111084,-0.2414176024,-0.2414176024,0.0004572760,0.00076030,0.01203720,-0.0080473292,2379
119.19,179.6215057373,-0.2449676241,-0.2449676241,0.0004572760,0.00005787,0.01203720,-0.0082466616,2380
119.24,179.6333465576,-0.2514881113,-0.2514881113,0.0004572760,-0.00048876,0.01220283,-0.0079716479,2381
119.29,179.6309967041,-0.1680989453,-0.1680989453,0.0004572760,-0.00123882,0.01158763,-0.0110111133,2382
119.35,179.6514587402,-0.1898961911,-0.1898961911,0.0004572760,-0.00185771,0.01158763,-0.0103245652,2383
119.39,179.6699523926,-0.2238227422,-0.2238227422,0.0004572760,-0.00202523,0.01179511,-0.0077925976,2384
119.45,179.6724548340,-0.1506656949,-0.1506656949,0.0004572760,-0.00234847,0.01116987,-0.0093184035,2385
119.49,179.6779937744,-0.1822666565,-0.1822666565,0.0004572760,-0.00255907,0.01116987,-0.0078804267,2386
119.54,179.6785278320,-0.1759907858,-0.1759907858,0.0004572760,-0.00241349,0.01080036,-0.0064072225,2387
119.59,179.6810913086,-0.2098365400,-0.2098365400,0.0004572760,-0.00211152,0.01080036,-0.0062259873,2388
119.64,179.6764221191,-0.2499603844,-0.2499603844,0.0004572760,-0.00172141,0.01114620,-0.0044510394,2389
119.69,179.6519927979,-0.1734125131,-0.1734125131,0.0004572760,-0.00157319,0.01046790,-0.0065309169,2390
119.74,179.6459808350,-0.2149096985,-0.2149096985,0.0004572760,-0.00181314,0.01090787,-0.0061635093,2391
119.80,179.6767578125,-0.1955104802,-0.1955104802,0.0004572760,-0.00193847,0.01090787,-0.0072728889,2392
119.85,179.6693115234,-0.1109171028,-0.1109171028,0.0004572760,-0.00240776,0.01016614,-0.0076076336,2393
119.90,179.6720275879,-0.1685785180,-0.1685785180,0.0004572760,-0.00298866,0.01070893,-0.0104686490,2394
119.94,179.6796264648,-0.0663456749,-0.0663456749,0.0004572760,-0.00353812,0.00987035,-0.0114657641,2395
120.00,179.6873779297,-0.0905236381,-0.0905236381,0.0004572760,-0.00414044,0.00987035,-0.0119927897,2396
120.05,179.6853485107,-0.1538028461,-0.1538028461,0.0004572760,-0.00432997,0.01050211,-0.0112422952,2397
120.10,179.6766967773,-0.0777209874,-0.0777209874,0.0004572760,-0.00409689,0.00954952,-0.0105063291,2398
120.15,179.6660614014,-0.1851229402,-0.1851229402,0.0004572760,-0.00386172,0.01026662,-0.0102692976,2399
120.20,179.6481781006,-0.0600502322,-0.0600502322,0.0004572760,-0.00381477,0.00918690,-0.0099677203,2400
120.25,179.6471862793,-0.0848876497,-0.0848876497,0.0004572760,-0.00417165,0.00918690,-0.0100105157,2401
120.30,179.6360168457,-0.1691873724,-0.1691873724,0.0004572760,-0.00405931,0.00996047,-0.0091367218,2402
120.35,179.6330108643,-0.0098070234,-0.0098070234,0.0004572760,-0.00438061,0.00874751,-0.0090111948,2403
120.40,179.6400146484,-0.1370595639,-0.1370595639,0.0004572760,-0.00448992,0.00953098,-0.0088714994,2404
120.45,179.6454925537,0.0118107521,0.0118107521,0.0004572760,-0.00469030,0.00819614,-0.0110288790,2405
120.50,179.6482696533,-0.0739017619,-0.0739017619,0.0004572760,-0.00457047,0.00819614,-0.0101499780,2406
120.55,179.6435852051,-0.1365555578,-0.1365555578,0.0004572760,-0.00440451,0.00894510,-0.0103015620,2407
120.60,179.6392822266,-0.0052021266,-0.0052021266,0.0004572760,-0.00412153,0.00752077,-0.0108156154,2408
120.65,179.6392211914,-0.1372387905,-0.1372387905,0.0004572760,-0.00378873,0.00818760,-0.0107049203,2409
120.70,179.6349945068,-0.0789194584,-0.0789194584,0.0004572760,-0.00390019,0.00818760,-0.0128379768,2410
120.75,179.6424713135,0.0357727605,0.0357727605,0.0004572760,-0.00403348,0.00671792,-0.0122769207,2411
120.80,179.6335601807,-0.1410152302,-0.1410152302,0.0004572760,-0.00329551,0.00726858,-0.0088800905,2412
120.85,179.6439056396,0.0084453760,0.0084453760,0.0004572760,-0.00296502,0.00580431,-0.0095550105,2413
120.90,179.6414184570,-0.0415796123,-0.0415796123,0.0004572760,-0.00305346,0.00580431,-0.0093264716,2414
120.95,179.6351623535,-0.0900877402,-0.0900877402,0.0004572760,-0.00286301,0.00620151,-0.0087563607,2415
121.00,179.6211395264,0.0412787142,0.0412787142,0.0004572760,-0.00283035,0.00480932,-0.0079671964,2416
121.05,179.6195983887,-0.0386311810,-0.0386311810,0.0004572760,-0.00289987,0.00503836,-0.0072842329,2417
121.10,179.6161346436,0.0016592702,0.0016592702,0.0004572760,-0.00333065,0.00503836,-0.0098935684,2418
121.15,179.6229553223,0.1136358132,0.1136358132,0.0004572760,-0.00390087,0.00382911,-0.0098651358,2419
121.20,179.6190338135,0.0361909936,0.0361909936,0.0004572760,-0.00405394,0.00382911,-0.0098840845,2420
121.25,179.6251525879,0.1428806684,0.1428806684,0.0004572760,-0.00451540,0.00276656,-0.0114859722,2421
121.30,179.6290435791,0.0838678463,0.0838678463,0.0004572760,-0.00464813,0.00267070,-0.0107388563,2422
121.35,179.6298828125,0.0850632886,0.0850632886,0.0004572760,-0.00481633,0.00267070,-0.0109662737,2423
121.40,179.6290283203,0.1329443654,0.1329443654,0.0004572760,-0.00473775,0.00184188,-0.0117755342,2424
121.45,179.6325531006,0.0882520333,0.0882520333,0.0004572760,-0.00442311,0.00162319,-0.0105696840,2425
121.50,179.6267089844,0.1253574465,0.1253574465,0.0004572760,-0.00428785,0.00105727,-0.0113814979,2426
121.55,179.6276550293,0.1064935421,0.1064935421,0.0004572760,-0.00402045,0.00075445,-0.0094105375,2427
121.60,179.6220397949,0.1067917282,0.1067917282,0.0004572760,-0.00404803,0.00075445,-0.0106093882,2428
121.65,179.6116790771,0.0961964862,0.0961964862,0.0004572760,-0.00362927,0.00045855,-0.0076571501,2429
121.70,179.6060943604,0.1201070504,0.1201070504,0.0004572760,-0.00352268,0.00011509,-0.0090705097,2430
121.76,179.6058197021,0.0959868192,0.0959868192,0.0004572760,-0.00331081,0.00006694,-0.0079485860,2431
121.80,179.6032714844,0.1341590006,0.1341590006,0.0004572760,-0.00336584,-0.00027778,-0.0087577151,2432
121.86,179.5893096924,0.1050871995,0.1050871995,0.0004572760,-0.00324461,-0.00027778,-0.0071819663,2433
121.91,179.5868072510,0.0983093781,0.0983093781,0.0004572760,-0.00324367,-0.00010763,-0.0076176026,2434
121.96,179.5943298340,0.1205819419,0.1205819419,0.0004572760,-0.00312146,-0.00041275,-0.0087640948,2435
122.01,179.5888366699,0.1065029405,0.1065029405,0.0004572760,-0.00305563,-0.00041275,-0.0082628149,2436
122.06,179.5846557617,0.1066178729,0.1066178729,0.0004572760,-0.00310557,-0.00032050,-0.0092824158,2437
122.11,179.5816955566,0.0881051470,0.0881051470,0.0004572760,-0.00283063,-0.00032050,-0.0079668613,2438
122.16,179.5817565918,0.0527478367,0.0527478367,0.0004572760,-0.00260865,0.00011194,-0.0082619863,2439
122.21,179.5767669678,0.0472317653,0.0472317653,0.0004572760,-0.00194524,-0.00004203,-0.0071170059,2440
122.26,179.5691223145,0.0190690290,0.0190690290,0.0004572760,-0.00123053,-0.00004203,-0.0054150390,2441
122.31,179.5710601807,0.0195561129,0.0195561129,0.0004572760,-0.00117450,0.00037154,-0.0064410639,2442
122.36,179.5518798828,0.0246256467,0.0246256467,0.0004572760,-0.00092928,0.00037154,-0.0061267102,2443
122.41,179.5544281006,0.0159467259,0.0159467259,0.0004572760,-0.00065025,0.00037154,-0.0053391607,2444
122.46,179.5280914307,-0.0321913293,-0.0321913293,0.0004572760,-0.00030015,0.00084893,-0.0042058448,2445
122.51,179.5251464844,-0.0075632925,-0.0075632925,0.0004572760,-0.00007721,0.00084893,-0.0039492586,2446
122.56,179.5196990967,-0.0364182615,-0.0364182615,0.0004572760,-0.00004335,0.00134817,-0.0042355652,2447
122.61,179.5118713379,-0.0478515958,-0.0478515958,0.0004572760,0.00046416,0.00134817,-0.0032206393,2448
122.66,179.5031433105,-0.0477363236,-0.0477363236,0.0004572760,0.00080067,0.00134817,-0.0032541139,2449
