Time,ang_x_imu,pid_output_ankle,pid_output_hip,zmp_ref,zmp_imu,Xzmp_ft,capture_point,iter
39.90,179.3959350586,-0.1606184611,-0.1606184611,0.0004572760,0.00025821,0.00687239,-0.0046357620,798
39.95,179.3898162842,-0.1936512660,-0.1936512660,0.0004572760,0.00076634,0.00686995,-0.0017400538,799
40.00,179.3826599121,-0.1828605437,-0.1828605437,0.0004572760,0.00096184,0.00686746,-0.0039866971,800
40.05,179.3677062988,-0.1614616514,-0.1614616514,0.0004572760,0.00080420,0.00686845,-0.0050058272,801
40.10,179.3603668213,-0.1555124989,-0.1555124989,0.0004572760,0.00062056,0.00686845,-0.0049612393,802
40.15,179.3558197021,-0.1509747248,-0.1509747248,0.0004572760,0.00044272,0.00686347,-0.0048244774,803
40.20,179.3573303223,-0.1878443058,-0.1878443058,0.0004572760,0.00080458,0.00687128,-0.0042411220,804
40.25,179.3593444824,-0.1655887961,-0.1655887961,0.0004572760,0.00075914,0.00686631,-0.0041930464,805
40.30,179.3483886719,-0.1612509283,-0.1612509283,0.0004572760,0.00065863,0.00687542,-0.0041013584,806
40.35,179.3469085693,-0.1809270342,-0.1809270342,0.0004572760,0.00086001,0.00687542,-0.0036467936,807
40.41,179.3576660156,-0.1745084028,-0.1745084028,0.0004572760,0.00091607,0.00686795,-0.0040936555,808
40.46,179.3632202148,-0.1774913862,-0.1774913862,0.0004572760,0.00098348,0.00687266,-0.0039066278,809
40.51,179.3780059814,-0.1845562273,-0.1845562273,0.0004572760,0.00112569,0.00687266,-0.0038950906,810
40.56,179.3795776367,-0.1678578567,-0.1678578567,0.0004572760,0.00099131,0.00687920,-0.0046598625,811
40.61,179.3722686768,-0.1725540938,-0.1725540938,0.0004572760,0.00096875,0.00687920,-0.0047407318,812
40.66,179.3787689209,-0.1993974265,-0.1993974265,0.0004572760,0.00131401,0.00687671,-0.0033218107,813
40.71,179.3861846924,-0.1815412332,-0.1815412332,0.0004572760,0.00129603,0.00688500,-0.0047619145,814
40.76,179.3996734619,-0.1509464012,-0.1509464012,0.0004572760,0.00088179,0.00688500,-0.0060355175,815
40.81,179.4142456055,-0.1586910296,-0.1586910296,0.0004572760,0.00071406,0.00688002,-0.0048739332,816
40.86,179.4122161865,-0.1643547825,-0.1643547825,0.0004572760,0.00066751,0.00688701,-0.0046010631,817
40.91,179.4214782715,-0.1763751663,-0.1763751663,0.0004572760,0.00080139,0.00688701,-0.0042419971,818
40.96,179.4320373535,-0.1801850294,-0.1801850294,0.0004572760,0.00093648,0.00689188,-0.0047037372,819
41.01,179.4306793213,-0.1668694037,-0.1668694037,0.0004572760,0.00085222,0.00689188,-0.0043225174,820
41.06,179.4216918945,-0.1637067928,-0.1637067928,0.0004572760,0.00075151,0.00689431,-0.0039483611,821
41.11,179.4169464111,-0.1753460668,-0.1753460668,0.0004572760,0.00084118,0.00689431,-0.0043593269,822
41.16,179.4279327393,-0.1649682961,-0.1649682961,0.0004572760,0.00076259,0.00689431,-0.0057107992,823
41.21,179.4389495850,-0.1660386589,-0.1660386589,0.0004572760,0.00072414,0.00689467,-0.0042571404,824
41.26,179.4259948730,-0.1780274355,-0.1780274355,0.0004572760,0.00085857,0.00689467,-0.0046586086,825
41.31,179.4314117432,-0.2084200965,-0.2084200965,0.0004572760,0.00134956,0.00689833,-0.0023018164,826
41.36,179.4282226562,-0.1894834835,-0.1894834835,0.0004572760,0.00142794,0.00689704,-0.0028288247,827
41.41,179.4310455322,-0.1790059364,-0.1790059364,0.0004572760,0.00133964,0.00689704,-0.0040542454,828
41.46,179.4328002930,-0.1242065975,-0.1242065975,0.0004572760,0.00055247,0.00689497,-0.0064223466,829
41.51,179.4307861328,-0.1553006728,-0.1553006728,0.0004572760,0.00044120,0.00689497,-0.0051386634,830
41.56,179.4315643311,-0.1790920901,-0.1790920901,0.0004572760,0.00068170,0.00689746,-0.0037634850,831
41.61,179.4231414795,-0.1737204255,-0.1737204255,0.0004572760,0.00077652,0.00689290,-0.0042665643,832
41.66,179.4218750000,-0.1566148361,-0.1566148361,0.0004572760,0.00060865,0.00689290,-0.0056119113,833
41.71,179.4226379395,-0.1630023979,-0.1630023979,0.0004572760,0.00057955,0.00689531,-0.0046315897,834
41.76,179.4350585938,-0.1559784595,-0.1559784595,0.0004572760,0.00046816,0.00689531,-0.0051159916,835
41.81,179.4451293945,-0.1423954095,-0.1423954095,0.0004572760,0.00021291,0.00689531,-0.0059954718,836
41.86,179.4462432861,-0.1367088831,-0.1367088831,0.0004572760,-0.00003161,0.00689402,-0.0059266216,837
41.91,179.4480590820,-0.1363505596,-0.1363505596,0.0004572760,-0.00020013,0.00689402,-0.0061665144,838
41.96,179.4473571777,-0.1437081579,-0.1437081579,0.0004572760,-0.00021111,0.00689081,-0.0051636865,839
42.01,179.4568939209,-0.1361167130,-0.1361167130,0.0004572760,-0.00032175,0.00689081,-0.0059709478,840
42.06,179.4619445801,-0.1434005349,-0.1434005349,0.0004572760,-0.00029836,0.00689081,-0.0058167460,841
42.11,179.4602050781,-0.1507598081,-0.1507598081,0.0004572760,-0.00018681,0.00689294,-0.0052629099,842
42.16,179.4466094971,-0.1375066071,-0.1375066071,0.0004572760,-0.00028774,0.00689294,-0.0054963315,843
42.21,179.4424743652,-0.1488368190,-0.1488368190,0.0004572760,-0.00020396,0.00689294,-0.0057862494,844
42.26,179.4533386230,-0.1477159543,-0.1477159543,0.0004572760,-0.00015942,0.00688928,-0.0068239516,845
42.31,179.4508209229,-0.1545622218,-0.1545622218,0.0004572760,-0.00004094,0.00688928,-0.0049562586,846
42.36,179.4575500488,-0.1570208889,-0.1570208889,0.0004572760,0.00007111,0.00688891,-0.0045610573,847
42.41,179.4531402588,-0.1593732956,-0.1593732956,0.0004572760,0.00017687,0.00688891,-0.0042655794,848
42.46,179.4447326660,-0.1711364923,-0.1711364923,0.0004572760,0.00039954,0.00689347,-0.0039753921,849
42.51,179.4430999756,-0.1692250337,-0.1692250337,0.0004572760,0.00052792,0.00689098,-0.0039174671,850
42.56,179.4399108887,-0.1527981850,-0.1527981850,0.0004572760,0.00039282,0.00689098,-0.0050747033,851
42.61,179.4420471191,-0.1594966712,-0.1594966712,0.0004572760,0.00039330,0.00688979,-0.0048050438,852
42.66,179.4458770752,-0.1671111058,-0.1671111058,0.0004572760,0.00049432,0.00688979,-0.0054049504,853
42.71,179.4467163086,-0.1696036838,-0.1696036838,0.0004572760,0.00059484,0.00688979,-0.0038155797,854
42.76,179.4471740723,-0.1539914396,-0.1539914396,0.0004572760,0.00045049,0.00689300,-0.0058860950,855
42.81,179.4525146484,-0.1304646116,-0.1304646116,0.0004572760,0.00004289,0.00689300,-0.0059243924,856
42.86,179.4559631348,-0.1442846786,-0.1442846786,0.0004572760,-0.00004647,0.00689506,-0.0048109240,857
42.91,179.4549713135,-0.1560775652,-0.1560775652,0.0004572760,0.00005256,0.00689506,-0.0047787410,858
42.96,179.4637145996,-0.1745308119,-0.1745308119,0.0004572760,0.00036449,0.00689506,-0.0048384846,859
43.01,179.4682769775,-0.1842883015,-0.1842883015,0.0004572760,0.00070355,0.00689384,-0.0029510798,860
43.06,179.4666442871,-0.1494515546,-0.1494515546,0.0004572760,0.00046425,0.00689384,-0.0053398114,861
43.11,179.4644470215,-0.1509428307,-0.1509428307,0.0004572760,0.00032472,0.00689384,-0.0055111199,862
43.16,179.4627990723,-0.1714841251,-0.1714841251,0.0004572760,0.00050441,0.00689501,-0.0046951427,863
43.21,179.4589233398,-0.1557942954,-0.1557942954,0.0004572760,0.00041575,0.00689501,-0.0052988511,864
43.26,179.4679870605,-0.1657453213,-0.1657453213,0.0004572760,0.00048897,0.00689537,-0.0046793677,865
43.31,179.4675292969,-0.1586643782,-0.1586643782,0.0004572760,0.00044360,0.00689537,-0.0060229239,866
43.36,179.4706878662,-0.1641794461,-0.1641794461,0.0004572760,0.00048689,0.00689537,-0.0051623046,867
43.41,179.4822845459,-0.1520461183,-0.1520461183,0.0004572760,0.00035400,0.00689537,-0.0063670031,868
43.46,179.4789886475,-0.1394716078,-0.1394716078,0.0004572760,0.00009788,0.00689537,-0.0063092824,869
43.51,179.4745635986,-0.1612239152,-0.1612239152,0.0004572760,0.00022176,0.00689081,-0.0047238577,870
43.56,179.4750518799,-0.1495658091,-0.1495658091,0.0004572760,0.00014337,0.00689330,-0.0058199648,871
43.61,179.4828186035,-0.1471588726,-0.1471588726,0.0004572760,0.00006073,0.00689330,-0.0054847703,872
43.67,179.4857177734,-0.1523203435,-0.1523203435,0.0004572760,0.00007315,0.00689463,-0.0050648066,873
43.71,179.4808349609,-0.1416435437,-0.1416435437,0.0004572760,-0.00006000,0.00689463,-0.0063989179,874
43.76,179.4758911133,-0.1613281457,-0.1613281457,0.0004572760,0.00011824,0.00689007,-0.0055333032,875
43.81,179.4747161865,-0.1406848791,-0.1406848791,0.0004572760,-0.00004372,0.00689256,-0.0058795123,876
43.86,179.4574432373,-0.1296497565,-0.1296497565,0.0004572760,-0.00029458,0.00689012,-0.0063525236,877
43.91,179.4592437744,-0.1343548736,-0.1343548736,0.0004572760,-0.00040060,0.00689012,-0.0054455950,878
43.96,179.4567871094,-0.1253959200,-0.1253959200,0.0004572760,-0.00059063,0.00689012,-0.0060448973,879
44.01,179.4522247314,-0.1173081997,-0.1173081997,0.0004572760,-0.00082501,0.00689012,-0.0066024065,880
44.06,179.4598236084,-0.1347927315,-0.1347927315,0.0004572760,-0.00075058,0.00689261,-0.0057959347,881
44.11,179.4485931396,-0.1383339566,-0.1383339566,0.0004572760,-0.00065214,0.00689261,-0.0052914126,882
44.16,179.4459686279,-0.1412614443,-0.1412614443,0.0004572760,-0.00054641,0.00689148,-0.0058444356,883
44.21,179.4391784668,-0.1323023402,-0.1323023402,0.0004572760,-0.00059615,0.00689148,-0.0052899744,884
44.26,179.4348754883,-0.1481996652,-0.1481996652,0.0004572760,-0.00041496,0.00688904,-0.0057207071,885
44.31,179.4220733643,-0.1595640703,-0.1595640703,0.0004572760,-0.00014777,0.00689240,-0.0045967742,886
44.36,179.4405059814,-0.1295360033,-0.1295360033,0.0004572760,-0.00036909,0.00689369,-0.0063915382,887
44.41,179.4458007812,-0.1243152811,-0.1243152811,0.0004572760,-0.00058524,0.00689369,-0.0066461790,888
44.46,179.4447021484,-0.1287776572,-0.1287776572,0.0004572760,-0.00066857,0.00689253,-0.0063453751,889
44.51,179.4509887695,-0.0983677976,-0.0983677976,0.0004572760,-0.00113019,0.00689253,-0.0074105104,890
44.56,179.4428253174,-0.1270131712,-0.1270131712,0.0004572760,-0.00105835,0.00689502,-0.0064536504,891
44.61,179.4216613770,-0.1315908337,-0.1315908337,0.0004572760,-0.00094783,0.00689502,-0.0061553088,892
44.66,179.4093933105,-0.1295671898,-0.1295671898,0.0004572760,-0.00090445,0.00689828,-0.0058564306,893
44.71,179.3986206055,-0.1360847677,-0.1360847677,0.0004572760,-0.00079235,0.00690413,-0.0058697312,894
44.76,179.4029235840,-0.1431644308,-0.1431644308,0.0004572760,-0.00061942,0.00690413,-0.0048049702,895
44.81,179.4041442871,-0.1512077146,-0.1512077146,0.0004572760,-0.00039703,0.00690413,-0.0055987413,896
44.86,179.3917846680,-0.1249217245,-0.1249217245,0.0004572760,-0.00060174,0.00690662,-0.0074148729,897
44.91,179.3919067383,-0.1434645965,-0.1434645965,0.0004572760,-0.00048359,0.00690092,-0.0065336770,898
44.96,179.3820037842,-0.1519265593,-0.1519265593,0.0004572760,-0.00030555,0.00691058,-0.0057004570,899
45.01,179.3812408447,-0.1429375230,-0.1429375230,0.0004572760,-0.00029578,0.00690602,-0.0051854746,900
45.06,179.3925933838,-0.1501303109,-0.1501303109,0.0004572760,-0.00019644,0.00690602,-0.0055944118,901
45.11,179.3926849365,-0.1309638369,-0.1309638369,0.0004572760,-0.00039203,0.00691232,-0.0070492834,902
45.16,179.3956604004,-0.1358646353,-0.1358646353,0.0004572760,-0.00044937,0.00690889,-0.0059132551,903
45.22,179.3999023438,-0.1620827465,-0.1620827465,0.0004572760,-0.00015503,0.00692353,-0.0048204084,904
45.26,179.4023284912,-0.1424303340,-0.1424303340,0.0004572760,-0.00019961,0.00691198,-0.0061043690,905
45.31,179.3975677490,-0.1369179110,-0.1369179110,0.0004572760,-0.00031047,0.00691198,-0.0067762431,906
45.36,179.4013977051,-0.1632342040,-0.1632342040,0.0004572760,-0.00004864,0.00692707,-0.0046185595,907
45.41,179.3928222656,-0.1404081709,-0.1404081709,0.0004572760,-0.00015444,0.00691308,-0.0058004641,908
45.46,179.3925323486,-0.1596808232,-0.1596808232,0.0004572760,0.00000055,0.00693519,-0.0045732010,909
45.51,179.3986206055,-0.1522635394,-0.1522635394,0.0004572760,0.00003493,0.00691990,-0.0055471179,910
45.56,179.4015502930,-0.1450472354,-0.1450472354,0.0004572760,-0.00004853,0.00691990,-0.0055680505,911
45.61,179.3934478760,-0.1484540594,-0.1484540594,0.0004572760,-0.00008097,0.00694216,-0.0049045354,912
45.66,179.3900756836,-0.1327398513,-0.1327398513,0.0004572760,-0.00027541,0.00692035,-0.0066781504,913
45.71,179.3909149170,-0.1367327530,-0.1367327530,0.0004572760,-0.00036622,0.00692035,-0.0055756380,914
45.76,179.3882446289,-0.1614233989,-0.1614233989,0.0004572760,-0.00009799,0.00692073,-0.0038802123,915
45.82,179.3940429688,-0.1321340952,-0.1321340952,0.0004572760,-0.00030947,0.00692073,-0.0059599636,916
45.86,179.3777008057,-0.1462894200,-0.1462894200,0.0004572760,-0.00029223,0.00695130,-0.0062168668,917
45.91,179.3685150146,-0.1637015861,-0.1637015861,0.0004572760,-0.00000277,0.00692577,-0.0044190168,918
45.96,179.3809356689,-0.1433395614,-0.1433395614,0.0004572760,-0.00009837,0.00692577,-0.0063181883,919
46.01,179.4001922607,-0.1443255084,-0.1443255084,0.0004572760,-0.00017612,0.00695299,-0.0068978234,920
46.06,179.4290008545,-0.1149550520,-0.1149550520,0.0004572760,-0.00057573,0.00692746,-0.0082404555,921
46.11,179.4503326416,-0.1015725959,-0.1015725959,0.0004572760,-0.00103729,0.00692746,-0.0088658303,922
46.17,179.4625854492,-0.0606936401,-0.0606936401,0.0004572760,-0.00188260,0.00692044,-0.0116366086,923
46.22,179.4523773193,-0.0396833406,-0.0396833406,0.0004572760,-0.00273038,0.00692044,-0.0126205630,924
46.27,179.4617767334,-0.0258911810,-0.0258911810,0.0004572760,-0.00349122,0.00693272,-0.0119951440,925
46.32,179.4708404541,-0.0311994925,-0.0311994925,0.0004572760,-0.00388304,0.00689668,-0.0113069929,926
46.37,179.4859466553,-0.0460857455,-0.0460857455,0.0004572760,-0.00396963,0.00689668,-0.0112687337,927
46.42,179.4990234375,-0.0092307534,-0.0092307534,0.0004572760,-0.00445899,0.00683713,-0.0132755407,928
46.47,179.5292053223,-0.0004893368,-0.0004893368,0.0004572760,-0.00494115,0.00683713,-0.0130664823,929
46.52,179.5367736816,0.0146439367,0.0146439367,0.0004572760,-0.00546402,0.00683713,-0.0133255800,930
46.57,179.5461120605,0.0444251547,0.0444251547,0.0004572760,-0.00607691,0.00670477,-0.0149530481,931
46.62,179.5523529053,0.0523460661,0.0523460661,0.0004572760,-0.00667890,0.00670477,-0.0167539480,932
46.67,179.5500183105,0.1023666018,0.1023666018,0.0004572760,-0.00748082,0.00643898,-0.0174958409,933
46.72,179.5623779297,0.1123881702,0.1123881702,0.0004572760,-0.00832561,0.00643898,-0.0177768144,934
46.77,179.5597229004,0.1225304045,0.1225304045,0.0004572760,-0.00902352,0.00643898,-0.0188828770,935
46.82,179.5643615723,0.1721418437,0.1721418437,0.0004572760,-0.00966991,0.00595922,-0.0198076056,936
46.87,179.5435180664,0.2073729360,0.2073729360,0.0004572760,-0.01088964,0.00595922,-0.0223665036,937
46.92,179.5494232178,0.2665149071,0.2665149071,0.0004572760,-0.01168237,0.00515116,-0.0218307755,938
46.97,179.5709838867,0.2588405085,0.2588405085,0.0004572760,-0.01264637,0.00515116,-0.0226717623,939
47.02,179.5914611816,0.2677698127,0.2677698127,0.0004572760,-0.01340752,0.00515116,-0.0232954767,940
47.07,179.6065063477,0.3571139014,0.3571139014,0.0004572760,-0.01383411,0.00387989,-0.0217606965,941
47.12,179.6145324707,0.3240933668,0.3240933668,0.0004572760,-0.01452496,0.00387989,-0.0232758496,942
47.17,179.6295166016,0.4684364921,0.4684364921,0.0004572760,-0.01502097,0.00199179,-0.0242109132,943
47.22,179.6435852051,0.4314178655,0.4314178655,0.0004572760,-0.01611564,0.00199179,-0.0275127408,944
47.27,179.6460723877,0.5058839622,0.5058839622,0.0004572760,-0.01783736,0.00199179,-0.0313258576,945
47.32,179.6218261719,0.7234527261,0.7234527261,0.0004572760,-0.01923549,-0.00065688,-0.0327896135,946
47.37,179.6050262451,0.6348028938,0.6348028938,0.0004572760,-0.02074951,-0.00065688,-0.0352004695,947
47.42,179.5877838135,0.6968396208,0.6968396208,0.0004572760,-0.02258490,-0.00065688,-0.0373569429,948
47.47,179.5686950684,1.0079717655,1.0079717655,0.0004572760,-0.02442165,-0.00418975,-0.0410382459,949
47.52,179.5401916504,0.8572585986,0.8572585986,0.0004572760,-0.02598957,-0.00418975,-0.0415903615,950
47.57,179.5208282471,1.1862972698,1.1862972698,0.0004572760,-0.02692408,-0.00868537,-0.0398455109,951
47.62,179.5346221924,0.9329375525,0.9329375525,0.0004572760,-0.02716415,-0.00868537,-0.0363691505,952
47.67,179.5365905762,1.0569894536,1.0569894536,0.0004572760,-0.02639459,-0.01126832,-0.0318145460,953
47.72,179.5800628662,1.0553706621,1.0553706621,0.0004572760,-0.02469411,-0.01415515,-0.0250320847,954
47.77,179.6131591797,0.9070932743,0.9070932743,0.0004572760,-0.02350797,-0.01415515,-0.0253229241,955
47.82,179.6338043213,1.0523747756,1.0523747756,0.0004572760,-0.02157766,-0.01723179,-0.0180860522,956
47.87,179.6215515137,1.0678380306,1.0678380306,0.0004572760,-0.01924359,-0.02053556,-0.0133380582,957
47.92,179.5730285645,0.8266646499,0.8266646499,0.0004572760,-0.01667495,-0.02053556,-0.0109568487,958
47.97,179.5292510986,1.3223488301,1.3223488301,0.0004572760,-0.01443273,-0.02767369,-0.0098617166,959
48.02,179.4612426758,0.9183291322,0.9183291322,0.0004572760,-0.01230882,-0.02767369,-0.0081335812,960
48.07,179.4313049316,1.1621363397,1.1621363397,0.0004572760,-0.01025359,-0.03156385,-0.0074849481,961
48.12,179.3784179688,1.2098187284,1.2098187284,0.0004572760,-0.00834957,-0.03532567,-0.0076205408,962
48.17,179.3587036133,1.0117844876,1.0117844876,0.0004572760,-0.00694751,-0.03532567,-0.0090105827,963
48.22,179.3658752441,1.5839678780,1.5839678780,0.0004572760,-0.00580244,-0.04316338,-0.0087608302,964
48.27,179.3864898682,1.1943623840,1.1943623840,0.0004572760,-0.00506747,-0.04316338,-0.0107661873,965
48.32,179.4278259277,1.5089284150,1.5089284150,0.0004572760,-0.00461109,-0.04732300,-0.0121591289,966
48.37,179.4611206055,1.5534270814,1.5534270814,0.0004572760,-0.00420628,-0.05078771,-0.0133936849,967
48.42,179.4775543213,1.3530432848,1.3530432848,0.0004572760,-0.00357361,-0.05078771,-0.0101386304,968
48.47,179.4685974121,1.8585051533,1.8585051533,0.0004572760,-0.00295559,-0.05772156,-0.0094827411,969
48.52,179.4258880615,1.4786764942,1.4786764942,0.0004572760,-0.00209994,-0.05772156,-0.0071407595,970
48.57,179.3701782227,1.4592306959,1.4592306959,0.0004572760,-0.00127078,-0.05772156,-0.0044951442,971
48.62,179.2807464600,1.8380525288,1.8380525288,0.0004572760,-0.00001938,-0.06346992,-0.0016703657,972
48.67,179.2225341797,1.4815695139,1.4815695139,0.0004572760,0.00173666,-0.06346992,0.0025119492,973
48.72,179.1498260498,1.6103910339,1.6103910339,0.0004572760,0.00410265,-0.06638324,0.0061436012,974
48.77,179.1106567383,1.4292277107,1.4292277107,0.0004572760,0.00728002,-0.06751049,0.0118392738,975
48.82,179.0480957031,1.2790346718,1.2790346718,0.0004572760,0.01064754,-0.06751049,0.0162266160,976
48.87,179.0019073486,1.2952129379,1.2952129379,0.0004572760,0.01451125,-0.06934670,0.0220206050,977
48.92,178.9561157227,1.0879587204,1.0879587204,0.0004572760,0.01862426,-0.06934670,0.0272614109,978
48.97,178.9418334961,1.0298885219,1.0298885219,0.0004572760,0.02306145,-0.07027015,0.0316938642,979
49.02,178.9132690430,0.7388590861,0.7388590861,0.0004572760,0.02755750,-0.06854656,0.0375190892,980
49.08,178.8758697510,0.7557249322,0.7557249322,0.0004572760,0.03117535,-0.06824625,0.0388097398,981
49.12,178.8267822266,0.7328097698,0.7328097698,0.0004572760,0.03409072,-0.06824625,0.0414394966,982
49.17,178.8032379150,0.4557413257,0.4557413257,0.0004572760,0.03627173,-0.06479228,0.0432085318,983
49.22,178.7904052734,0.5183554056,0.5183554056,0.0004572760,0.03761713,-0.06321873,0.0447950631,984
49.27,178.7924346924,0.1494955231,0.1494955231,0.0004572760,0.03918560,-0.05792637,0.0461822684,985
49.33,178.8208618164,0.4681682074,0.4681682074,0.0004572760,0.03950813,-0.05792637,0.0448155627,986
49.37,178.8344421387,0.2687656904,0.2687656904,0.0004572760,0.03958798,-0.05513357,0.0459184351,987
49.42,178.8761749268,-0.1132774293,-0.1132774293,0.0004572760,0.03946178,-0.04800165,0.0444454579,988
49.47,178.9080963135,-0.0549154345,-0.0549154345,0.0004572760,0.03951039,-0.04416157,0.0443081572,989
49.53,178.9192962646,-0.5155262024,-0.5155262024,0.0004572760,0.03941366,-0.03533512,0.0429821045,990
49.58,178.9415435791,-0.0968784543,-0.0968784543,0.0004572760,0.03964852,-0.03533512,0.0437692665,991
49.62,178.9356842041,-0.4690536020,-0.4690536020,0.0004572760,0.04015986,-0.03072933,0.0438656299,992
49.67,178.9265594482,-1.0822394590,-1.0822394590,0.0004572760,0.04151645,-0.02050426,0.0472128806,993
49.72,178.9155883789,-0.9943474441,-0.9943474441,0.0004572760,0.04307570,-0.01552033,0.0490499504,994
49.77,178.8965454102,-1.6332310824,-1.6332310824,0.0004572760,0.04476562,-0.00433616,0.0487411452,995
49.82,178.8753662109,-1.1529994886,-1.1529994886,0.0004572760,0.04694024,-0.00433616,0.0516926580,996
49.87,178.8782501221,-1.6369602283,-1.6369602283,0.0004572760,0.04991854,0.00058474,0.0576094116,997
49.92,178.8913574219,-2.2890479654,-2.2890479654,0.0004572760,0.05227851,0.01217813,0.0590271407,998
49.97,178.9013366699,-2.1201078107,-2.1201078107,0.0004572760,0.05491277,0.01658656,0.0632667786,999
50.02,178.9429779053,-1.9289142439,-1.9289142439,0.0004572760,0.05705560,0.01658656,0.0641869823,1000
50.07,178.9711303711,-2.8336494989,-2.8336494989,0.0004572760,0.05914459,0.02798405,0.0678667565,1001
50.13,179.0403137207,-2.5742134300,-2.5742134300,0.0004572760,0.06115929,0.03149484,0.0708889392,1002
50.18,179.0847625732,-3.1977307188,-3.1977307188,0.0004572760,0.06251743,0.04212809,0.0709983753,1003
50.23,179.1515197754,-2.8528018544,-2.8528018544,0.0004572760,0.06355742,0.04447819,0.0713247093,1004
50.28,179.1790618896,-2.7322634867,-2.7322634867,0.0004572760,0.06420895,0.04447819,0.0725720816,1005
50.33,179.2562561035,-3.4334262908,-3.4334262908,0.0004572760,0.06457532,0.05389153,0.0722013597,1006
50.38,179.2972869873,-3.0151403951,-3.0151403951,0.0004572760,0.06444049,0.05496545,0.0710717312,1007
50.43,179.3257446289,-2.9205946938,-2.9205946938,0.0004572760,0.06380584,0.05496545,0.0688487966,1008
50.48,179.3478240967,-3.4843488259,-3.4843488259,0.0004572760,0.06302379,0.06283897,0.0669909482,1009
50.53,179.3840026855,-3.0075720131,-3.0075720131,0.0004572760,0.06153312,0.06269845,0.0630338754,1010
50.58,179.3912506104,-3.4394794917,-3.4394794917,0.0004572760,0.05999087,0.06891098,0.0588973153,1011
50.63,179.4294738770,-3.0165092511,-3.0165092511,0.0004572760,0.05862552,0.06774954,0.0582982582,1012
50.68,179.4505767822,-3.0081036632,-3.0081036632,0.0004572760,0.05683036,0.06774954,0.0536520101,1013
50.73,179.4762878418,-3.3420017931,-3.3420017931,0.0004572760,0.05550202,0.07233259,0.0553119278,1014
50.78,179.5037536621,-2.8926288792,-2.8926288792,0.0004572760,0.05351847,0.07049450,0.0492664941,1015
50.83,179.5304870605,-3.1991621604,-3.1991621604,0.0004572760,0.05193439,0.07361870,0.0482530155,1016
50.88,179.5503845215,-2.8030391991,-2.8030391991,0.0004572760,0.04983017,0.07146891,0.0441856739,1017
50.93,179.5813140869,-2.8950480982,-2.8950480982,0.0004572760,0.04822292,0.07146891,0.0440347160,1018
50.98,179.5893096924,-2.9884703833,-2.9884703833,0.0004572760,0.04652453,0.07334191,0.0417050279,1019
51.03,179.6063232422,-2.7279714644,-2.7279714644,0.0004572760,0.04523873,0.07127184,0.0415541833,1020
51.08,179.6245727539,-2.8053527000,-2.8053527000,0.0004572760,0.04403476,0.07127184,0.0412451253,1021
51.13,179.6486206055,-2.7246959855,-2.7246959855,0.0004572760,0.04285596,0.07057361,0.0398663287,1022
51.18,179.6466369629,-2.6942830581,-2.6942830581,0.0004572760,0.04120027,0.07057361,0.0375358339,1023
51.23,179.6589660645,-2.6299450500,-2.6299450500,0.0004572760,0.03912116,0.07069229,0.0332979482,1024
51.28,179.6798095703,-2.5638930175,-2.5638930175,0.0004572760,0.03777830,0.06984889,0.0341020983,1025
51.33,179.7062225342,-2.5222896111,-2.5222896111,0.0004572760,0.03576748,0.06984889,0.0291129768,1026
51.38,179.7259063721,-2.3805348014,-2.3805348014,0.0004572760,0.03305232,0.06933518,0.0253915006,1027
51.43,179.7257995605,-2.3501966524,-2.3501966524,0.0004572760,0.03036607,0.06946627,0.0218851686,1028
51.48,179.7119750977,-2.2738499965,-2.2738499965,0.0004572760,0.02764644,0.06946627,0.0205615278,1029
51.53,179.7072143555,-2.1932680983,-2.1932680983,0.0004572760,0.02464734,0.06957972,0.0146993338,1030
51.58,179.7113494873,-2.0834768937,-2.0834768937,0.0004572760,0.02126178,0.06957972,0.0107462830,1031
51.63,179.7097320557,-2.0387547140,-2.0387547140,0.0004572760,0.01789177,0.07009847,0.0085078563,1032
51.68,179.7119598389,-1.9384234958,-1.9384234958,0.0004572760,0.01465522,0.07009847,0.0047841451,1033
51.73,179.7185821533,-1.8511012899,-1.8511012899,0.0004572760,0.01133540,0.07009847,0.0002945198,1034
51.78,179.7160949707,-1.8055037491,-1.8055037491,0.0004572760,0.00783865,0.07077610,-0.0036277442,1035
51.83,179.7508850098,-1.6994452407,-1.6994452407,0.0004572760,0.00454715,0.07077610,-0.0064815749,1036
51.88,179.7597808838,-1.3671182835,-1.3671182835,0.0004572760,0.00147462,0.06722657,-0.0093060311,1037
51.93,179.7549896240,-1.7744418476,-1.7744418476,0.0004572760,-0.00147190,0.07119124,-0.0131223834,1038
51.98,179.7560272217,-1.4992059764,-1.4992059764,0.0004572760,-0.00446229,0.07119124,-0.0174465495,1039
52.03,179.7501525879,-1.4681092994,-1.4681092994,0.0004572760,-0.00652564,0.07084817,-0.0167250235,1040
52.08,179.7406005859,-1.4409897757,-1.4409897757,0.0004572760,-0.00849005,0.07084817,-0.0207218710,1041
52.13,179.7346191406,-0.9060732779,-0.9060732779,0.0004572760,-0.01080696,0.06472672,-0.0242484553,1042
52.18,179.7198181152,-1.5244065921,-1.5244065921,0.0004572760,-0.01272126,0.06926183,-0.0267279591,1043
52.23,179.7013092041,-1.2018102488,-1.2018102488,0.0004572760,-0.01527536,0.06926183,-0.0298679218,1044
52.28,179.7146759033,-0.9554011107,-0.9554011107,0.0004572760,-0.01699594,0.06599673,-0.0309819096,1045
