Time,iter,angle_r_e_f_1,zmp_r_e_f_1,zmp_f_t_1,angle_r_e_f_2,zmp_r_e_f_2,zmp_f_t_2,angle_r_e_f_3,zmp_r_e_f_3,zmp_f_t_3,angle_r_e_f_4,zmp_r_e_f_4,zmp_f_t_4,angle_r_e_f_5,zmp_r_e_f_5,zmp_f_t_5,angle_r_e_f_6,zmp_r_e_f_6,zmp_f_t_6,angle_r_e_f_7,zmp_r_e_f_7,zmp_f_t_7,angle_r_e_f_8,zmp_r_e_f_8,zmp_f_t_8,angle_r_e_f_9,zmp_r_e_f_9,zmp_f_t_9,angle_r_e_f_1_0,zmp_r_e_f_1_0,zmp_f_t_1_0
16.23,520,-0.641839087,0.0099999998,0.01124462,-1.2837587595,0.0199999996,0.02245735,-1.9258396626,0.0299999993,0.03268494,-2.5681626797,0.0399999991,0.04312224,-3.210808754,0.0500000007,0.05408021,-3.8538594246,0.0599999987,0.06160878,-4.497396946,0.0700000003,0.07218874,-5.1415028572,0.0799999982,0.08003752,-5.7862620354,0.0900000036,0.09583647,-6.4317564964,0.1000000015,0.10703623
16.26,521,-0.641839087,0.0099999998,0.01114431,-1.2837587595,0.0199999996,0.02234982,-1.9258396626,0.0299999993,0.03282586,-2.5681626797,0.0399999991,0.04342902,-3.210808754,0.0500000007,0.05389289,-3.8538594246,0.0599999987,0.06159039,-4.497396946,0.0700000003,0.07220558,-5.1415028572,0.0799999982,0.08009433,-5.7862620354,0.0900000036,0.0962185,-6.4317564964,0.1000000015,0.10699339
16.29,522,-0.641839087,0.0099999998,0.01104625,-1.2837587595,0.0199999996,0.02222146,-1.9258396626,0.0299999993,0.03303087,-2.5681626797,0.0399999991,0.04340165,-3.210808754,0.0500000007,0.0534706,-3.8538594246,0.0599999987,0.06143924,-4.497396946,0.0700000003,0.07213305,-5.1415028572,0.0799999982,0.08034714,-5.7862620354,0.0900000036,0.09643783,-6.4317564964,0.1000000015,0.10678586
16.32,523,-0.641839087,0.0099999998,0.01110541,-1.2837587595,0.0199999996,0.0222383,-1.9258396626,0.0299999993,0.03318885,-2.5681626797,0.0399999991,0.04364599,-3.210808754,0.0500000007,0.05331235,-3.8538594246,0.0599999987,0.06128854,-4.497396946,0.0700000003,0.07194971,-5.1415028572,0.0799999982,0.08069085,-5.7862620354,0.0900000036,0.09674354,-6.4317564964,0.1000000015,0.10706694
16.35,524,-0.641839087,0.0099999998,0.01103934,-1.2837587595,0.0199999996,0.02216596,-1.9258396626,0.0299999993,0.03326757,-2.5681626797,0.0399999991,0.04361722,-3.210808754,0.0500000007,0.05267549,-3.8538594246,0.0599999987,0.06111288,-4.497396946,0.0700000003,0.07162175,-5.1415028572,0.0799999982,0.080866,-5.7862620354,0.0900000036,0.09665448,-6.4317564964,0.1000000015,0.10733506
16.38,525,-0.641839087,0.0099999998,0.01102692,-1.2837587595,0.0199999996,0.02210791,-1.9258396626,0.0299999993,0.03334587,-2.5681626797,0.0399999991,0.04403585,-3.210808754,0.0500000007,0.05250678,-3.8538594246,0.0599999987,0.06101222,-4.497396946,0.0700000003,0.0713873,-5.1415028572,0.0799999982,0.08133472,-5.7862620354,0.0900000036,0.09670264,-6.4317564964,0.1000000015,0.1080898
16.42,526,-0.641839087,0.0099999998,0.01093188,-1.2837587595,0.0199999996,0.02204895,-1.9258396626,0.0299999993,0.03341766,-2.5681626797,0.0399999991,0.044271,-3.210808754,0.0500000007,0.05215326,-3.8538594246,0.0599999987,0.0608148,-4.497396946,0.0700000003,0.0712982,-5.1415028572,0.0799999982,0.0816177,-5.7862620354,0.0900000036,0.09633092,-6.4317564964,0.1000000015,0.10829747
16.44,527,-0.641839087,0.0099999998,0.01103748,-1.2837587595,0.0199999996,0.02196792,-1.9258396626,0.0299999993,0.03329779,-2.5681626797,0.0399999991,0.04447271,-3.210808754,0.0500000007,0.05197383,-3.8538594246,0.0599999987,0.0608132,-4.497396946,0.0700000003,0.0713667,-5.1415028572,0.0799999982,0.08190192,-5.7862620354,0.0900000036,0.09619782,-6.4317564964,0.1000000015,0.10897456
16.47,528,-0.641839087,0.0099999998,0.01094387,-1.2837587595,0.0199999996,0.0218814,-1.9258396626,0.0299999993,0.03339366,-2.5681626797,0.0399999991,0.04456196,-3.210808754,0.0500000007,0.05194034,-3.8538594246,0.0599999987,0.06068914,-4.497396946,0.0700000003,0.07120436,-5.1415028572,0.0799999982,0.08187453,-5.7862620354,0.0900000036,0.09571015,-6.4317564964,0.1000000015,0.10931328
16.5,529,-0.641839087,0.0099999998,0.01098538,-1.2837587595,0.0199999996,0.02192634,-1.9258396626,0.0299999993,0.03344049,-2.5681626797,0.0399999991,0.0448294,-3.210808754,0.0500000007,0.05175797,-3.8538594246,0.0599999987,0.06081202,-4.497396946,0.0700000003,0.07118287,-5.1415028572,0.0799999982,0.0818927,-5.7862620354,0.0900000036,0.09545649,-6.4317564964,0.1000000015,0.10983998
16.53,530,-0.641839087,0.0099999998,0.01088658,-1.2837587595,0.0199999996,0.02195453,-1.9258396626,0.0299999993,0.03335253,-2.5681626797,0.0399999991,0.04489486,-3.210808754,0.0500000007,0.05179689,-3.8538594246,0.0599999987,0.06095324,-4.497396946,0.0700000003,0.07137088,-5.1415028572,0.0799999982,0.0819096,-5.7862620354,0.0900000036,0.09519901,-6.4317564964,0.1000000015,0.10976814
16.56,531,-0.641839087,0.0099999998,0.01088086,-1.2837587595,0.0199999996,0.02194386,-1.9258396626,0.0299999993,0.03333067,-2.5681626797,0.0399999991,0.04517012,-3.210808754,0.0500000007,0.05211668,-3.8538594246,0.0599999987,0.06109656,-4.497396946,0.0700000003,0.07161867,-5.1415028572,0.0799999982,0.08153263,-5.7862620354,0.0900000036,0.0948751,-6.4317564964,0.1000000015,0.1102681
