Time,iter,angle_r_e_f_1,zmp_r_e_f_1,zmp_f_t_1,angle_r_e_f_2,zmp_r_e_f_2,zmp_f_t_2,angle_r_e_f_3,zmp_r_e_f_3,zmp_f_t_3,angle_r_e_f_4,zmp_r_e_f_4,zmp_f_t_4,angle_r_e_f_5,zmp_r_e_f_5,zmp_f_t_5,angle_r_e_f_6,zmp_r_e_f_6,zmp_f_t_6,angle_r_e_f_7,zmp_r_e_f_7,zmp_f_t_7,angle_r_e_f_8,zmp_r_e_f_8,zmp_f_t_8,angle_r_e_f_9,zmp_r_e_f_9,zmp_f_t_9,angle_r_e_f_1_0,zmp_r_e_f_1_0,zmp_f_t_1_0
9.35,304,-0.0855767876,0.0013333333,-0.00123775,-0.1711537689,0.0026666666,-0.00192165,-0.2567311525,0.0040000002,-0.00291525,-0.3423090577,0.0053333333,-0.00226404,-0.4278877676,0.0066666668,-0.00252526,-0.5134674311,0.0080000004,-0.00210479,-0.5990481973,0.009333333,-0.00305847,-0.6846303344,0.0106666666,-0.00275856,-0.7702140212,0.0120000001,-0.00245115,-0.8557994366,0.0133333337,-0.00288502
9.38,305,-0.1069710106,0.0016666667,-0.00151998,-0.2139423937,0.0033333334,-0.00380027,-0.3209145069,0.0049999999,-0.00654189,-0.4278877676,0.0066666668,-0.00532129,-0.5348625183,0.0083333338,-0.00634083,-0.641839087,0.0099999998,-0.00628482,-0.7488179803,0.0116666667,-0.00519754,-0.8557994366,0.0133333337,-0.00749624,-0.9627838135,0.0149999997,-0.00968483,-1.0697716475,0.0166666675,-0.0074564
9.41,306,-0.1283652484,0.0020000001,-0.00428059,-0.2567311525,0.0040000002,-0.00617234,-0.3850983083,0.0060000001,-0.00792142,-0.5134674311,0.0080000004,-0.00665531,-0.641839087,0.0099999998,-0.01165843,-0.7702140212,0.0120000001,-0.00953667,-0.8985928297,0.0140000004,-0.01147944,-1.0269761086,0.0160000008,-0.0106735,-1.1553645134,0.0179999992,-0.01276236,-1.2837587595,0.0199999996,-0.01053823
9.45,307,-0.1497594863,0.0023333333,-0.00425271,-0.2995200157,0.0046666665,-0.00737861,-0.4492826164,0.0070000002,-0.01055317,-0.5990481973,0.009333333,-0.01065567,-0.7488179803,0.0116666667,-0.01329223,-0.8985928297,0.0140000004,-0.01535529,-1.0483738184,0.0163333341,-0.01481397,-1.1981619596,0.018666666,-0.01746788,-1.3479583263,0.0209999997,-0.01586711,-1.4977638721,0.0233333334,-0.01751294
9.47,308,-0.1711537689,0.0026666666,-0.00445908,-0.3423090577,0.0053333333,-0.0079482,-0.5134674311,0.0080000004,-0.01145761,-0.6846303344,0.0106666666,-0.01169052,-0.8557994366,0.0133333337,-0.01621119,-1.0269761086,0.0160000008,-0.01753353,-1.1981619596,0.018666666,-0.01997175,-1.3693585396,0.0213333331,-0.0201268,-1.5405672789,0.0240000002,-0.02170508,-1.7117898464,0.0266666673,-0.02096677
9.5,309,-0.1925480664,0.003,-0.00448892,-0.3850983083,0.0060000001,-0.00778978,-0.5776528716,0.0089999996,-0.01113661,-0.7702140212,0.0120000001,-0.01455512,-0.9627838135,0.0149999997,-0.01752398,-1.1553645134,0.0179999992,-0.02020398,-1.3479583263,0.0209999997,-0.02169684,-1.5405672789,0.0240000002,-0.02391282,-1.7331937551,0.0270000007,-0.02407051,-1.9258396626,0.0299999993,-0.02631407
9.53,310,-0.2139423937,0.0033333334,-0.00423037,-0.4278877676,0.0066666668,-0.00658649,-0.641839087,0.0099999998,-0.01088942,-0.8557994366,0.0133333337,-0.0153946,-1.0697716475,0.0166666675,-0.01800737,-1.2837587595,0.0199999996,-0.02091932,-1.4977638721,0.0233333334,-0.02346208,-1.7117898464,0.0266666673,-0.02518891,-1.9258396626,0.0299999993,-0.02565039,-2.1399166584,0.0333333351,-0.02701874
9.56,311,-0.2353367358,0.0036666666,-0.00333402,-0.4706774652,0.0073333331,-0.00451015,-0.7060261369,0.0109999999,-0.01121051,-0.9413866997,0.0146666663,-0.01560042,-1.1767631769,0.0183333326,-0.01784814,-1.4121594429,0.0219999999,-0.02099391,-1.64757967,0.0256666671,-0.02393284,-1.8830275536,0.0293333326,-0.02530805,-2.1185073853,0.0329999998,-0.02617931,-2.3540229797,0.0366666652,-0.02893775
9.59,312,-0.2567311525,0.0040000002,-0.00259219,-0.5134674311,0.0080000004,-0.00441513,-0.7702140212,0.0120000001,-0.01095781,-1.0269761086,0.0160000008,-0.01538085,-1.2837587595,0.0199999996,-0.01621493,-1.5405672789,0.0240000002,-0.02044029,-1.7974067926,0.0280000009,-0.02344104,-2.0542824268,0.0320000015,-0.02578631,-2.3111991882,0.0359999985,-0.02719157,-2.5681626797,0.0399999991,-0.02976623
9.62,313,-0.2781255543,0.0043333331,-0.00320676,-0.5562576652,0.0086666662,-0.00300704,-0.8344029188,0.0130000003,-0.00980194,-1.1125677824,0.0173333324,-0.01422532,-1.390758872,0.0216666665,-0.01568873,-1.6689828634,0.0260000005,-0.01882892,-1.9472460747,0.0303333327,-0.02195725,-2.2255551815,0.0346666649,-0.02462965,-2.5039172173,0.0390000008,-0.02725286,-2.7823381424,0.043333333,-0.02921219
9.65,314,-0.2995200157,0.0046666665,-0.00180188,-0.5990481973,0.009333333,-0.00266903,-0.8985928297,0.0140000004,-0.00899145,-1.1981619596,0.018666666,-0.01341028,-1.4977638721,0.0233333334,-0.01405747,-1.7974067926,0.0280000009,-0.01796955,-2.0970988274,0.0326666683,-0.02108384,-2.3968482018,0.037333332,-0.02376518,-2.6966633797,0.0419999994,-0.02518884,-2.9965524673,0.0466666669,-0.02878543
9.68,315,-0.3209145069,0.0049999999,-0.00141101,-0.641839087,0.0099999998,-0.00082342,-0.9627838135,0.0149999997,-0.00681154,-1.2837587595,0.0199999996,-0.01050901,-1.6047741175,0.0250000004,-0.01305671,-1.9258396626,0.0299999993,-0.01601267,-2.2469658852,0.0350000001,-0.01996554,-2.5681626797,0.0399999991,-0.02155466,-2.8894402981,0.0450000018,-0.02406118,-3.210808754,0.0500000007,-0.02637072
9.71,316,-0.3423090577,0.0053333333,-0.00033965,-0.6846303344,0.0106666666,0.00270651,-1.0269761086,0.0160000008,-0.00552065,-1.3693585396,0.0213333331,-0.00782039,-1.7117898464,0.0266666673,-0.00921351,-2.0542824268,0.0320000015,-0.01496228,-2.3968482018,0.037333332,-0.01735795,-2.7395000458,0.0426666662,-0.02008369,-3.0822498798,0.0480000004,-0.02055913,-3.4251101017,0.0533333346,-0.02457229
9.75,317,-0.3637036681,0.0056666667,0.00084831,-0.727421999,0.0113333333,0.0035488,-1.0911697149,0.0170000009,-0.00271328,-1.4549612999,0.0226666667,-0.00378787,-1.818811655,0.0283333343,-0.00561287,-2.1827354431,0.0340000018,-0.01212898,-2.5467472076,0.0396666676,-0.01564017,-2.9108617306,0.0453333333,-0.01610266,-3.2750942707,0.050999999,-0.01822822,-3.6394593716,0.0566666685,-0.02030051
9.77,318,-0.3850983083,0.0060000001,0.00296127,-0.7702140212,0.0120000001,0.00701683,-1.1553645134,0.0179999992,-0.00132776,-1.5405672789,0.0240000002,-0.00238675,-1.9258396626,0.0299999993,-0.00352313,-2.3111991882,0.0359999985,-0.01022448,-2.6966633797,0.0419999994,-0.00895659,-3.0822498798,0.0480000004,-0.01312445,-3.4679760933,0.0540000014,-0.01227848,-3.8538594246,0.0599999987,-0.01778152
9.8,319,-0.4064930081,0.0063333334,0.00247439,-0.8130065203,0.0126666669,0.00706269,-1.2195608616,0.0189999994,0.00269858,-1.6261767149,0.0253333338,0.00090937,-2.0328745842,0.0316666663,0.00120367,-2.4396746159,0.0379999988,-0.00468312,-2.8465981483,0.044333335,-0.00499408,-3.2536654472,0.0506666675,-0.0060344,-3.6608967781,0.057,-0.00943509,-4.0683135986,0.0633333325,-0.00994321
9.83,320,-0.4278877676,0.0066666668,0.00406324,-0.8557994366,0.0133333337,0.00872716,-1.2837587595,0.0199999996,0.00450915,-1.7117898464,0.0266666673,0.00307017,-2.1399166584,0.0333333351,0.00392847,-2.5681626797,0.0399999991,0.00289013,-2.9965524673,0.0466666669,0.00201222,-3.4251101017,0.0533333346,-0.00181828,-3.8538594246,0.0599999987,-0.00052039,-4.28282547,0.0666666701,-0.00477782
9.87,321,-0.4492826164,0.0070000002,0.00459804,-0.8985928297,0.0140000004,0.01314596,-1.3479583263,0.0209999997,0.00860912,-1.7974067926,0.0280000009,0.00747757,-2.2469658852,0.0350000001,0.0105057,-2.6966633797,0.0419999994,0.00731124,-3.1465272903,0.0489999987,0.00616921,-3.5965855122,0.0560000017,0.00985869,-4.0468659401,0.063000001,0.00533022,-4.497396946,0.0700000003,0.00802029
9.89,322,-0.4706774652,0.0073333331,0.00596517,-0.9413866997,0.0146666663,0.01456424,-1.4121594429,0.0219999999,0.01105961,-1.8830275536,0.0293333326,0.01079249,-2.3540229797,0.0366666652,0.01472683,-2.8251776695,0.0439999998,0.01428963,-3.2965238094,0.0513333343,0.01541158,-3.7680928707,0.0586666651,0.01611256,-4.239918232,0.0659999996,0.01676713,-4.7120313644,0.0733333305,0.01576234
9.92,323,-0.4920724034,0.0076666665,0.00646955,-0.9841811061,0.0153333331,0.0152078,-1.4763624668,0.023,0.01620853,-1.9686527252,0.0306666661,0.01522641,-2.4610886574,0.038333334,0.02333141,-2.9537062645,0.0460000001,0.02162353,-3.4465427399,0.0536666662,0.0208063,-3.9396345615,0.0613333322,0.02724688,-4.4330186844,0.0689999983,0.0227016,-4.9267325401,0.0766666681,0.03054895
9.96,324,-0.5134674311,0.0080000004,0.00829247,-1.0269761086,0.0160000008,0.01643223,-1.5405672789,0.0240000002,0.01877579,-2.0542824268,0.0320000015,0.01889071,-2.5681626797,0.0399999991,0.02783338,-3.0822498798,0.0480000004,0.03901628,-3.5965855122,0.0560000017,0.03161366,-4.1112117767,0.064000003,0.03325482,-4.6261696815,0.0719999969,0.03438852,-5.1415028572,0.0799999982,0.03739358
9.98,325,-0.5348625183,0.0083333338,0.00899929,-1.0697716475,0.0166666675,0.02064475,-1.6047741175,0.0250000004,0.02354879,-2.1399166584,0.0333333351,0.0275075,-2.6752457619,0.0416666679,0.03672319,-3.210808754,0.0500000007,0.06752597,-3.7466528416,0.0583333336,0.03717846,-4.28282547,0.0666666701,0.04533722,-4.8193736076,0.075000003,0.04059138,-5.3563461304,0.0833333358,0.05132248
10.01,326,-0.5562576652,0.0086666662,0.01016342,-1.1125677824,0.0173333324,0.02107687,-1.6689828634,0.0260000005,0.02512722,-2.2255551815,0.0346666649,0.03239594,-2.7823381424,0.043333333,0.04081488,-3.3393838406,0.0520000011,0.07388433,-3.8967459202,0.0606666654,0.04907177,-4.4544773102,0.0693333298,0.05064962,-5.01263237,0.0780000016,0.05384424,-5.5712647438,0.086666666,0.05720661
10.04,327,-0.5776528716,0.0089999996,0.01104801,-1.1553645134,0.0179999992,0.022433,-1.7331937551,0.0270000007,0.02994749,-2.3111991882,0.0359999985,0.03790204,-2.8894402981,0.0450000018,0.04889032,-3.4679760933,0.0540000014,0.08150252,-4.0468659401,0.063000001,0.05522644,-4.6261696815,0.0719999969,0.06175706,-5.2059483528,0.0810000002,0.06103384,-5.7862620354,0.0900000036,0.07242566
10.07,328,-0.5990481973,0.009333333,0.0119625,-1.1981619596,0.018666666,0.02504453,-1.7974067926,0.0280000009,0.03168857,-2.3968482018,0.037333332,0.04153293,-2.9965524673,0.0466666669,0.05236769,-3.5965855122,0.0560000017,0.08409839,-4.197013855,0.0653333366,0.06523407,-4.7979035378,0.074666664,0.06736245,-5.3993234634,0.0839999989,0.07440536,-6.0013408661,0.0933333337,0.078484
10.1,329,-0.6204435825,0.0096666664,0.0126058,-1.2409600019,0.0193333328,0.02417818,-1.8616219759,0.0289999992,0.03688748,-2.4825026989,0.0386666656,0.05000598,-3.103675127,0.0483333319,0.05910492,-3.7252128124,0.0579999983,0.08645058,-4.3471899033,0.0676666647,0.0702922,-4.9696807861,0.0773333311,0.07947319,-5.5927605629,0.0869999975,0.0801587,-6.2165045738,0.0966666639,0.08947058
10.14,330,-0.641839087,0.0099999998,0.01371496,-1.2837587595,0.0199999996,0.02471971,-1.9258396626,0.0299999993,0.03878631,-2.5681626797,0.0399999991,0.05391134,-3.210808754,0.0500000007,0.06164143,-3.8538594246,0.0599999987,0.08593138,-4.497396946,0.0700000003,0.0795548,-5.1415028572,0.0799999982,0.08423692,-5.7862620354,0.0900000036,0.09029991,-6.4317564964,0.1000000015,0.09304097
10.17,331,-0.641839087,0.0099999998,0.01419478,-1.2837587595,0.0199999996,0.02407546,-1.9258396626,0.0299999993,0.04424296,-2.5681626797,0.0399999991,0.05660817,-3.210808754,0.0500000007,0.06660666,-3.8538594246,0.0599999987,0.08521712,-4.497396946,0.0700000003,0.08296686,-5.1415028572,0.0799999982,0.09249588,-5.7862620354,0.0900000036,0.09438562,-6.4317564964,0.1000000015,0.10060024
10.19,332,-0.641839087,0.0099999998,0.01486454,-1.2837587595,0.0199999996,0.02240724,-1.9258396626,0.0299999993,0.04655999,-2.5681626797,0.0399999991,0.05776577,-3.210808754,0.0500000007,0.06888527,-3.8538594246,0.0599999987,0.08453485,-4.497396946,0.0700000003,0.0896404,-5.1415028572,0.0799999982,0.09530524,-5.7862620354,0.0900000036,0.10269102,-6.4317564964,0.1000000015,0.10493708
10.22,333,-0.641839087,0.0099999998,0.0154973,-1.2837587595,0.0199999996,0.02477155,-1.9258396626,0.0299999993,0.04833309,-2.5681626797,0.0399999991,0.06216533,-3.210808754,0.0500000007,0.07413229,-3.8538594246,0.0599999987,0.08209455,-4.497396946,0.0700000003,0.09241762,-5.1415028572,0.0799999982,0.10187757,-5.7862620354,0.0900000036,0.10725033,-6.4317564964,0.1000000015,0.11281148
10.25,334,-0.641839087,0.0099999998,0.01730443,-1.2837587595,0.0199999996,0.02624978,-1.9258396626,0.0299999993,0.05039679,-2.5681626797,0.0399999991,0.06522761,-3.210808754,0.0500000007,0.07745902,-3.8538594246,0.0599999987,0.08142299,-4.497396946,0.0700000003,0.09959506,-5.1415028572,0.0799999982,0.10664874,-5.7862620354,0.0900000036,0.11788166,-6.4317564964,0.1000000015,0.11712539
10.29,335,-0.641839087,0.0099999998,0.01782436,-1.2837587595,0.0199999996,0.02829128,-1.9258396626,0.0299999993,0.05457925,-2.5681626797,0.0399999991,0.0706519,-3.210808754,0.0500000007,0.08357713,-3.8538594246,0.0599999987,0.08266596,-4.497396946,0.0700000003,0.10282649,-5.1415028572,0.0799999982,0.11573492,-5.7862620354,0.0900000036,0.12170073,-6.4317564964,0.1000000015,0.12289567
10.32,336,-0.641839087,0.0099999998,0.01854854,-1.2837587595,0.0199999996,0.02931557,-1.9258396626,0.0299999993,0.0562723,-2.5681626797,0.0399999991,0.07288231,-3.210808754,0.0500000007,0.08614243,-3.8538594246,0.0599999987,0.08611979,-4.497396946,0.0700000003,0.11064982,-5.1415028572,0.0799999982,0.11898185,-5.7862620354,0.0900000036,0.12766081,-6.4317564964,0.1000000015,0.12568842
10.35,337,-0.641839087,0.0099999998,0.01870597,-1.2837587595,0.0199999996,0.0299285,-1.9258396626,0.0299999993,0.05847315,-2.5681626797,0.0399999991,0.07643171,-3.210808754,0.0500000007,0.08957511,-3.8538594246,0.0599999987,0.08685982,-4.497396946,0.0700000003,0.1143547,-5.1415028572,0.0799999982,0.12531953,-5.7862620354,0.0900000036,0.13102527,-6.4317564964,0.1000000015,0.13181974
10.38,338,-0.641839087,0.0099999998,0.01860906,-1.2837587595,0.0199999996,0.03018931,-1.9258396626,0.0299999993,0.05922443,-2.5681626797,0.0399999991,0.07765212,-3.210808754,0.0500000007,0.09118254,-3.8538594246,0.0599999987,0.08694477,-4.497396946,0.0700000003,0.11946312,-5.1415028572,0.0799999982,0.12771325,-5.7862620354,0.0900000036,0.13496296,-6.4317564964,0.1000000015,0.13526966
10.4,339,-0.641839087,0.0099999998,0.0181271,-1.2837587595,0.0199999996,0.0298791,-1.9258396626,0.0299999993,0.05926737,-2.5681626797,0.0399999991,0.0784234,-3.210808754,0.0500000007,0.09097107,-3.8538594246,0.0599999987,0.08653613,-4.497396946,0.0700000003,0.12070407,-5.1415028572,0.0799999982,0.12884712,-5.7862620354,0.0900000036,0.13693209,-6.4317564964,0.1000000015,0.14129856
10.44,340,-0.641839087,0.0099999998,0.0167717,-1.2837587595,0.0199999996,0.02947575,-1.9258396626,0.0299999993,0.05849878,-2.5681626797,0.0399999991,0.07767411,-3.210808754,0.0500000007,0.09013796,-3.8538594246,0.0599999987,0.08520413,-4.497396946,0.0700000003,0.12119752,-5.1415028572,0.0799999982,0.12767035,-5.7862620354,0.0900000036,0.13951537,-6.4317564964,0.1000000015,0.1432061
10.47,341,-0.641839087,0.0099999998,0.01611064,-1.2837587595,0.0199999996,0.02829714,-1.9258396626,0.0299999993,0.05549021,-2.5681626797,0.0399999991,0.07525979,-3.210808754,0.0500000007,0.08666123,-3.8538594246,0.0599999987,0.08386727,-4.497396946,0.0700000003,0.11959863,-5.1415028572,0.0799999982,0.12570399,-5.7862620354,0.0900000036,0.14037427,-6.4317564964,0.1000000015,0.14416803
10.49,342,-0.641839087,0.0099999998,0.01474164,-1.2837587595,0.0199999996,0.02686181,-1.9258396626,0.0299999993,0.05323906,-2.5681626797,0.0399999991,0.07388811,-3.210808754,0.0500000007,0.08401428,-3.8538594246,0.0599999987,0.07971101,-4.497396946,0.0700000003,0.11406581,-5.1415028572,0.0799999982,0.12310177,-5.7862620354,0.0900000036,0.1384711,-6.4317564964,0.1000000015,0.14412047
10.53,343,-0.641839087,0.0099999998,0.01385063,-1.2837587595,0.0199999996,0.02604459,-1.9258396626,0.0299999993,0.04907155,-2.5681626797,0.0399999991,0.06874875,-3.210808754,0.0500000007,0.07813662,-3.8538594246,0.0599999987,0.07715286,-4.497396946,0.0700000003,0.11003911,-5.1415028572,0.0799999982,0.11572328,-5.7862620354,0.0900000036,0.13554859,-6.4317564964,0.1000000015,0.14349011
10.56,344,-0.641839087,0.0099999998,0.01214563,-1.2837587595,0.0199999996,0.02443318,-1.9258396626,0.0299999993,0.04692311,-2.5681626797,0.0399999991,0.06575096,-3.210808754,0.0500000007,0.07510975,-3.8538594246,0.0599999987,0.07134885,-4.497396946,0.0700000003,0.10149774,-5.1415028572,0.0799999982,0.11144796,-5.7862620354,0.0900000036,0.12693186,-6.4317564964,0.1000000015,0.1415455
10.59,345,-0.641839087,0.0099999998,0.01146945,-1.2837587595,0.0199999996,0.02368472,-1.9258396626,0.0299999993,0.04221841,-2.5681626797,0.0399999991,0.05909771,-3.210808754,0.0500000007,0.06924495,-3.8538594246,0.0599999987,0.06837722,-4.497396946,0.0700000003,0.09328556,-5.1415028572,0.0799999982,0.10386884,-5.7862620354,0.0900000036,0.12206591,-6.4317564964,0.1000000015,0.13510378
10.62,346,-0.641839087,0.0099999998,0.01042301,-1.2837587595,0.0199999996,0.02238237,-1.9258396626,0.0299999993,0.04006413,-2.5681626797,0.0399999991,0.05597904,-3.210808754,0.0500000007,0.0660366,-3.8538594246,0.0599999987,0.06341327,-4.497396946,0.0700000003,0.08971442,-5.1415028572,0.0799999982,0.09591695,-5.7862620354,0.0900000036,0.11301097,-6.4317564964,0.1000000015,0.1312405
10.65,347,-0.641839087,0.0099999998,0.00994579,-1.2837587595,0.0199999996,0.02127031,-1.9258396626,0.0299999993,0.03631183,-2.5681626797,0.0399999991,0.04978527,-3.210808754,0.0500000007,0.05964288,-3.8538594246,0.0599999987,0.0611192,-4.497396946,0.0700000003,0.08273122,-5.1415028572,0.0799999982,0.09220693,-5.7862620354,0.0900000036,0.10916417,-6.4317564964,0.1000000015,0.12276326
10.68,348,-0.641839087,0.0099999998,0.00917561,-1.2837587595,0.0199999996,0.02054686,-1.9258396626,0.0299999993,0.03463948,-2.5681626797,0.0399999991,0.04697034,-3.210808754,0.0500000007,0.05669738,-3.8538594246,0.0599999987,0.05620344,-4.497396946,0.0700000003,0.07920153,-5.1415028572,0.0799999982,0.08483391,-5.7862620354,0.0900000036,0.10113175,-6.4317564964,0.1000000015,0.11954466
10.71,349,-0.641839087,0.0099999998,0.00882665,-1.2837587595,0.0199999996,0.02010104,-1.9258396626,0.0299999993,0.03192197,-2.5681626797,0.0399999991,0.04171557,-3.210808754,0.0500000007,0.05114175,-3.8538594246,0.0599999987,0.05397826,-4.497396946,0.0700000003,0.07305113,-5.1415028572,0.0799999982,0.081533,-5.7862620354,0.0900000036,0.09764454,-6.4317564964,0.1000000015,0.11228745
10.74,350,-0.641839087,0.0099999998,0.00833425,-1.2837587595,0.0199999996,0.01952115,-1.9258396626,0.0299999993,0.03069969,-2.5681626797,0.0399999991,0.0397106,-3.210808754,0.0500000007,0.04907352,-3.8538594246,0.0599999987,0.05073714,-4.497396946,0.0700000003,0.07006142,-5.1415028572,0.0799999982,0.07622514,-5.7862620354,0.0900000036,0.0911387,-6.4317564964,0.1000000015,0.10912439
10.76,351,-0.641839087,0.0099999998,0.00818931,-1.2837587595,0.0199999996,0.01939286,-1.9258396626,0.0299999993,0.02891646,-2.5681626797,0.0399999991,0.03665009,-3.210808754,0.0500000007,0.04550191,-3.8538594246,0.0599999987,0.04953677,-4.497396946,0.0700000003,0.06527191,-5.1415028572,0.0799999982,0.07432055,-5.7862620354,0.0900000036,0.08843338,-6.4317564964,0.1000000015,0.10256866
10.8,352,-0.641839087,0.0099999998,0.00783167,-1.2837587595,0.0199999996,0.01897629,-1.9258396626,0.0299999993,0.02809369,-2.5681626797,0.0399999991,0.035531,-3.210808754,0.0500000007,0.04391783,-3.8538594246,0.0599999987,0.04785146,-4.497396946,0.0700000003,0.0623085,-5.1415028572,0.0799999982,0.07221267,-5.7862620354,0.0900000036,0.08484769,-6.4317564964,0.1000000015,0.09942834
10.83,353,-0.641839087,0.0099999998,0.00766003,-1.2837587595,0.0199999996,0.01863951,-1.9258396626,0.0299999993,0.02641219,-2.5681626797,0.0399999991,0.0332581,-3.210808754,0.0500000007,0.04201625,-3.8538594246,0.0599999987,0.04766597,-4.497396946,0.0700000003,0.06137004,-5.1415028572,0.0799999982,0.07224044,-5.7862620354,0.0900000036,0.08383298,-6.4317564964,0.1000000015,0.0952187
10.86,354,-0.641839087,0.0099999998,0.00749871,-1.2837587595,0.0199999996,0.01817578,-1.9258396626,0.0299999993,0.02560016,-2.5681626797,0.0399999991,0.03247711,-3.210808754,0.0500000007,0.04133306,-3.8538594246,0.0599999987,0.04839441,-4.497396946,0.0700000003,0.06078363,-5.1415028572,0.0799999982,0.07225631,-5.7862620354,0.0900000036,0.0840312,-6.4317564964,0.1000000015,0.09365734
10.89,355,-0.641839087,0.0099999998,0.00744461,-1.2837587595,0.0199999996,0.01789806,-1.9258396626,0.0299999993,0.02433259,-2.5681626797,0.0399999991,0.0317012,-3.210808754,0.0500000007,0.0406117,-3.8538594246,0.0599999987,0.04927676,-4.497396946,0.0700000003,0.06077267,-5.1415028572,0.0799999982,0.07291696,-5.7862620354,0.0900000036,0.08512442,-6.4317564964,0.1000000015,0.0927262
10.92,356,-0.641839087,0.0099999998,0.00729175,-1.2837587595,0.0199999996,0.01756793,-1.9258396626,0.0299999993,0.023364,-2.5681626797,0.0399999991,0.03003735,-3.210808754,0.0500000007,0.04020695,-3.8538594246,0.0599999987,0.05157465,-4.497396946,0.0700000003,0.061529,-5.1415028572,0.0799999982,0.07477421,-5.7862620354,0.0900000036,0.08843142,-6.4317564964,0.1000000015,0.09414721
10.95,357,-0.641839087,0.0099999998,0.00730133,-1.2837587595,0.0199999996,0.01733384,-1.9258396626,0.0299999993,0.02219005,-2.5681626797,0.0399999991,0.02986223,-3.210808754,0.0500000007,0.03975189,-3.8538594246,0.0599999987,0.05296863,-4.497396946,0.0700000003,0.06219411,-5.1415028572,0.0799999982,0.07534191,-5.7862620354,0.0900000036,0.09046402,-6.4317564964,0.1000000015,0.09861924
10.98,358,-0.641839087,0.0099999998,0.00732269,-1.2837587595,0.0199999996,0.01729558,-1.9258396626,0.0299999993,0.02151882,-2.5681626797,0.0399999991,0.02907037,-3.210808754,0.0500000007,0.03958017,-3.8538594246,0.0599999987,0.05545994,-4.497396946,0.0700000003,0.06297501,-5.1415028572,0.0799999982,0.07685957,-5.7862620354,0.0900000036,0.09435315,-6.4317564964,0.1000000015,0.10128887
11.01,359,-0.641839087,0.0099999998,0.00745887,-1.2837587595,0.0199999996,0.0176158,-1.9258396626,0.0299999993,0.02024125,-2.5681626797,0.0399999991,0.02864722,-3.210808754,0.0500000007,0.03901737,-3.8538594246,0.0599999987,0.0566921,-4.497396946,0.0700000003,0.06289546,-5.1415028572,0.0799999982,0.07739535,-5.7862620354,0.0900000036,0.09807196,-6.4317564964,0.1000000015,0.1070274
11.04,360,-0.641839087,0.0099999998,0.00776658,-1.2837587595,0.0199999996,0.01795142,-1.9258396626,0.0299999993,0.0197925,-2.5681626797,0.0399999991,0.02784355,-3.210808754,0.0500000007,0.03893878,-3.8538594246,0.0599999987,0.05889461,-4.497396946,0.0700000003,0.06322493,-5.1415028572,0.0799999982,0.07815346,-5.7862620354,0.0900000036,0.09986754,-6.4317564964,0.1000000015,0.11003134
11.07,361,-0.641839087,0.0099999998,0.00802608,-1.2837587595,0.0199999996,0.01827732,-1.9258396626,0.0299999993,0.01926633,-2.5681626797,0.0399999991,0.02814736,-3.210808754,0.0500000007,0.03834772,-3.8538594246,0.0599999987,0.06000208,-4.497396946,0.0700000003,0.06296101,-5.1415028572,0.0799999982,0.07833446,-5.7862620354,0.0900000036,0.10218766,-6.4317564964,0.1000000015,0.11539419
11.1,362,-0.641839087,0.0099999998,0.00867173,-1.2837587595,0.0199999996,0.01908214,-1.9258396626,0.0299999993,0.01921116,-2.5681626797,0.0399999991,0.02860497,-3.210808754,0.0500000007,0.03794241,-3.8538594246,0.0599999987,0.06175593,-4.497396946,0.0700000003,0.06248198,-5.1415028572,0.0799999982,0.07768346,-5.7862620354,0.0900000036,0.10289241,-6.4317564964,0.1000000015,0.11733085
11.17,363,-0.641839087,0.0099999998,0.00915809,-1.2837587595,0.0199999996,0.01958816,-1.9258396626,0.0299999993,0.01989816,-2.5681626797,0.0399999991,0.02935182,-3.210808754,0.0500000007,0.0378525,-3.8538594246,0.0599999987,0.06199412,-4.497396946,0.0700000003,0.06209638,-5.1415028572,0.0799999982,0.07735133,-5.7862620354,0.0900000036,0.10200449,-6.4317564964,0.1000000015,0.12053488
11.19,364,-0.641839087,0.0099999998,0.01074471,-1.2837587595,0.0199999996,0.02099149,-1.9258396626,0.0299999993,0.02071284,-2.5681626797,0.0399999991,0.03028068,-3.210808754,0.0500000007,0.03828349,-3.8538594246,0.0599999987,0.0624471,-4.497396946,0.0700000003,0.06123926,-5.1415028572,0.0799999982,0.07558896,-5.7862620354,0.0900000036,0.10084937,-6.4317564964,0.1000000015,0.1218989
11.22,365,-0.641839087,0.0099999998,0.01190127,-1.2837587595,0.0199999996,0.02178609,-1.9258396626,0.0299999993,0.02286978,-2.5681626797,0.0399999991,0.03274499,-3.210808754,0.0500000007,0.03883603,-3.8538594246,0.0599999987,0.06229778,-4.497396946,0.0700000003,0.06075995,-5.1415028572,0.0799999982,0.07433399,-5.7862620354,0.0900000036,0.0972457,-6.4317564964,0.1000000015,0.12276268
11.26,366,-0.641839087,0.0099999998,0.01254508,-1.2837587595,0.0199999996,0.02323665,-1.9258396626,0.0299999993,0.02423689,-2.5681626797,0.0399999991,0.03429051,-3.210808754,0.0500000007,0.04049471,-3.8538594246,0.0599999987,0.06174029,-4.497396946,0.0700000003,0.06031633,-5.1415028572,0.0799999982,0.07212546,-5.7862620354,0.0900000036,0.09524794,-6.4317564964,0.1000000015,0.12297462
