Tiempo,Angulo,Xcom,Ycom,Zcom,x_acc_robot,y_acc_robot,z_acc_robot,angulo_x,angulo_y,angulo_z,aceleracion_x,aceleracion_y,aceleracion_z,velocidad_angular_x,velocidad_angular_y,velocidad_angular_z,campo_magnetico_x,campo_magnetico_y,campo_magnetico_z,seno_x,seno_z,coseno_z,Xzmp-Juanlo,Yzmp-Juanlo,Xzmp_b,Xzmp_c,Xzmp_off,Yzmp_b,fx0,fy0,fz0,mx0,my0,mz0,Xzmp0,Yzmp0,fx1,fy1,fz1,mx1,my1,mz1,Xzmp1,Yzmp1,Xzmp-Loli,Yzmp-Loli,evalx.y,eval_x.zmp_error,eval_x.zmp_ref,eval_x._u,eval_x._x1[0],eval_x._x2[0],angle_x,xzmp01,yzmp01,xzmp11,yzmp11,xzmp2,yzmp2,XzmpLoli2,ZMPref_mm,eval_x.zmp_ref_mm,evalx.y_mm,angle_ref,zmp_ref,iteraciones
4.79,0.00,0,0,89.27,0.00,0.00,0.00,179.05,1.37,10.61,-0.38,0.14,-9.85,-0.14,0.61,-0.89,0.47,0.07,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.06207275,5.48120117,-167.10205078,53.91461182,207.21057129,-0.88067627,0.12536538,-0.03332233,-28.19470215,-4.78057861,-325.08178711,68.71484375,-111.15234375,-20.46295166,-0.03698919,-0.02066345,0.00002975,-0.02496129,0.000000378448419,-0.000029746443033,0.000000000000000,0.0000011980,0.0000000090,0.0000000335,-0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,156
4.82,0.00,0,0,89.27,0.00,0.00,0.00,179.06,1.36,10.60,-0.00,0.13,-9.90,0.03,0.98,0.19,0.47,0.07,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.90728760,5.32788086,-167.30834961,54.03601074,207.29077148,-0.80572510,0.12522887,-0.03332425,-28.33398438,-4.91943359,-325.71899414,68.75585938,-111.30273438,-20.61383057,-0.03697680,-0.02062187,-0.00003475,-0.02493241,-0.000000815095746,0.000034753233194,0.000000000000000,-0.0000024603,0.0000000106,0.0000000714,0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,-0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,157
4.85,0.00,0,0,89.27,0.00,0.00,0.00,179.06,1.36,10.61,-0.27,0.14,-9.87,0.11,0.25,-0.64,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.52032471,5.53869629,-167.30834961,54.08996582,207.42443848,-1.03057861,0.12523419,-0.03339713,-28.25439453,-4.84008789,-325.29418945,68.61914062,-111.13867188,-20.68927002,-0.03696676,-0.02061464,0.00002115,-0.02495611,0.000000338638444,-0.000021148473024,0.000000000000000,0.0000010864,0.0000000116,-0.0000000000,-0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,158
4.89,0.00,0,0,89.27,0.00,0.00,0.00,179.06,1.35,10.61,-0.32,0.14,-9.78,0.15,0.02,0.37,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67510986,5.69201660,-167.25677490,53.98205566,207.34423828,-1.03057861,0.12525471,-0.03337248,-27.85644531,-5.21697998,-325.34729004,68.60546875,-111.23437500,-20.46295166,-0.03695070,-0.02056971,0.00002157,-0.02491671,0.000000223987243,-0.000021569430828,0.000000000000000,0.0000007364,0.0000000122,0.0000000351,-0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,159
4.91,0.00,0,0,89.27,0.00,0.00,0.00,179.06,1.36,10.61,-0.33,0.16,-9.76,-0.31,0.48,-0.21,0.47,0.07,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.98468018,4.94458008,-167.15362549,54.08996582,207.31750488,-0.65582275,0.12537572,-0.03331342,-27.63757324,-4.84008789,-325.77209473,68.87890625,-111.46679688,-20.31207275,-0.03695219,-0.02066413,-0.00000826,-0.02495357,-0.000000343898478,0.000008258968592,0.000000000000000,-0.0000010014,0.0000000136,0.0000000598,0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,-0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,160
4.95,0.00,0,0,89.27,0.00,0.00,0.00,179.06,1.36,10.60,-0.18,0.16,-9.79,0.11,0.15,-0.01,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.90728760,5.17456055,-167.10205078,53.92810059,207.19720459,-0.88067627,0.12532748,-0.03327122,-28.79162598,-4.91943359,-325.50659180,68.75585938,-111.41210938,-20.61383057,-0.03707986,-0.02063533,-0.00009055,-0.02492166,-0.000001703970383,0.000090552493930,0.000000000000000,-0.0000051717,0.0000000150,0.0000000328,0.00,1.24,-0.32,-0.35,-0.21,0.19,-0.25,-0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,161
4.98,0.00,0,0,89.27,0.00,0.00,0.00,179.06,1.36,10.59,-0.35,0.14,-9.75,-0.13,0.07,0.29,0.47,0.07,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.82989502,5.40454102,-166.89575195,54.07647705,207.33087158,-0.88067627,0.12554754,-0.03344569,-27.95593262,-5.15747070,-325.71899414,68.66015625,-111.30273438,-20.31207275,-0.03693936,-0.02056892,0.00000821,-0.02493151,0.000000361092702,-0.000008206814528,0.000000000000000,0.0000011634,0.0000000137,-0.0000001193,-0.00,1.24,-0.33,-0.34,-0.21,0.19,-0.25,-0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,162
5.01,0.00,0,0,89.27,0.00,0.00,0.00,179.07,1.37,10.59,-0.07,0.15,-9.77,0.28,0.04,0.04,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.96533203,5.17456055,-166.74102783,54.02252197,207.26403809,-0.73077393,0.12565015,-0.03339989,-28.75183105,-5.01861572,-325.24108887,68.64648438,-110.96093750,-20.46295166,-0.03696747,-0.02060871,0.00004409,-0.02494385,0.000000832205501,-0.000044090673327,0.000000000000000,0.0000025978,0.0000000106,-0.0000000819,-0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,163
5.04,0.00,0,0,89.27,0.00,0.00,0.00,179.08,1.37,10.59,-0.17,0.14,-9.84,0.02,0.20,-0.14,0.46,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50097656,5.23205566,-166.94732666,54.10345459,207.50463867,-0.73077393,0.12554930,-0.03341820,-27.14013672,-5.05828857,-325.77209473,68.76953125,-111.63085938,-20.31207275,-0.03695330,-0.02060896,0.00000490,-0.02494909,-0.000000013302683,-0.000004900619388,0.000000000000000,-0.0000000032,0.0000000094,-0.0000000019,0.00,1.24,-0.33,-0.35,-0.21,0.19,-0.25,-0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,164
5.07,0.00,0,0,89.27,0.00,0.00,0.00,179.08,1.38,10.59,-0.19,0.16,-9.80,-0.02,-0.50,-0.24,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.82989502,5.02124023,-166.74102783,54.03601074,207.31750488,-0.73077393,0.12565602,-0.03337833,-27.71716309,-4.91943359,-325.77209473,68.76953125,-111.09765625,-20.46295166,-0.03684676,-0.02062270,0.00006650,-0.02494114,0.000001096366532,-0.000066502019763,0.000000000000000,0.0000034037,0.0000000094,0.0000000000,-0.00,1.24,-0.33,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,165
5.10,0.00,0,0,89.27,0.00,0.00,0.00,179.08,1.38,10.60,-0.09,0.14,-9.77,-0.35,-0.32,-0.91,0.47,0.07,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.06207275,5.19372559,-167.15362549,54.02252197,207.18383789,-0.58087158,0.12531069,-0.03332114,-28.27429199,-4.84008789,-325.29418945,68.48242188,-111.08398438,-20.46295166,-0.03695192,-0.02057261,0.00002326,-0.02489989,0.000000096340372,-0.000023264437914,0.000000000000000,0.0000003396,0.0000000109,0.0000001042,-0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,166
5.13,0.00,0,0,89.27,0.00,0.00,0.00,179.08,1.38,10.59,-0.04,0.22,-9.74,-0.48,0.36,0.26,0.47,0.07,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67510986,5.17456055,-167.10205078,54.13043213,207.26403809,-0.88067627,0.12532268,-0.03339231,-28.25439453,-4.84008789,-326.14379883,68.79687500,-111.35742188,-20.46295166,-0.03693753,-0.02061543,-0.00006924,-0.02494399,-0.000001503734325,0.000069236382842,0.000000000000000,-0.0000045599,0.0000000142,0.0000001170,0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,-0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,167
5.16,0.00,0,0,89.27,0.00,0.00,0.00,179.07,1.37,10.60,-0.02,0.20,-9.80,0.02,0.59,0.02,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.59771729,5.09790039,-166.94732666,54.13043213,207.34423828,-0.80572510,0.12547192,-0.03340844,-28.03552246,-4.76074219,-324.86938477,68.57812500,-110.98828125,-20.53839111,-0.03694708,-0.02063684,0.00008380,-0.02497217,0.000001468588835,-0.000083804130554,0.000000000000000,0.0000045721,0.0000000157,-0.0000000166,-0.00,1.24,-0.33,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,168
5.19,0.00,0,0,89.27,0.00,0.00,0.00,179.08,1.36,10.60,-0.19,0.15,-9.82,0.42,0.34,-0.86,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.75250244,5.15539551,-167.35992432,54.08996582,207.41107178,-0.80572510,0.12523234,-0.03331298,-28.25439453,-4.99877930,-325.50659180,68.46875000,-111.17968750,-20.46295166,-0.03695524,-0.02053926,0.00001560,-0.02487676,-0.000000125126363,-0.000015599653125,0.000000000000000,-0.0000003146,0.0000000173,0.0000001239,0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,169
5.21,0.00,0,0,89.27,0.00,0.00,0.00,179.08,1.35,10.59,-0.18,0.18,-9.91,-0.05,0.43,-0.46,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.75250244,5.11706543,-167.30834961,53.92810059,207.23730469,-0.88067627,0.12516709,-0.03321911,-27.93603516,-5.13763428,-325.29418945,68.42773438,-111.12500000,-20.44409180,-0.03693099,-0.02052630,0.00002197,-0.02483731,0.000000047929042,-0.000021973624825,0.000000000000000,0.0000002313,0.0000000210,0.0000001185,-0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,170
5.24,0.00,0,0,89.27,0.00,0.00,0.00,179.08,1.36,10.60,-0.28,0.15,-9.88,0.42,-0.08,-0.28,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.44293213,5.00207520,-166.94732666,53.95507812,207.46453857,-0.73077393,0.12551408,-0.03328490,-28.33398438,-4.97894287,-326.56860352,68.71484375,-111.24804688,-20.68927002,-0.03686385,-0.02054978,-0.00003669,-0.02485783,-0.000001018724333,0.000036688521504,0.000000000000000,-0.0000030288,0.0000000247,0.0000001302,0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,-0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,171
5.30,0.00,0,0,89.27,0.00,0.00,0.00,179.08,1.37,10.59,-0.19,0.19,-9.77,-0.62,-0.52,-0.20,0.46,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.57836914,4.86791992,-166.94732666,54.04949951,207.35760498,-0.65582275,0.12547618,-0.03331554,-28.59265137,-4.70123291,-325.24108887,68.68750000,-111.11132812,-20.31207275,-0.03699793,-0.02065279,0.00001001,-0.02494792,-0.000000016898142,-0.000010009855032,0.000000000000000,0.0000000577,0.0000000273,0.0000000448,0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,172
5.32,0.00,0,0,89.27,0.00,0.00,0.00,179.08,1.37,10.60,-0.22,0.14,-9.87,-0.34,-0.14,-0.34,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.81054688,4.79125977,-166.79260254,54.23834229,207.34423828,-0.58087158,0.12562947,-0.03344484,-28.03552246,-5.23681641,-325.50659180,68.61914062,-111.13867188,-20.46295166,-0.03692095,-0.02056188,0.00004937,-0.02492667,0.000000595275310,-0.000049374997616,0.000000000000000,0.0000019431,0.0000000288,0.0000000524,-0.00,1.24,-0.33,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,173
5.35,0.00,0,0,89.27,0.00,0.00,0.00,179.08,1.37,10.59,-0.28,0.16,-9.76,-0.08,0.03,0.04,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.81054688,5.25122070,-166.74102783,54.23834229,207.35760498,-0.65582275,0.12567633,-0.03354415,-28.27429199,-4.84008789,-325.71899414,68.56445312,-111.19335938,-20.31207275,-0.03693731,-0.02057096,0.00001942,-0.02496353,-0.000000089628145,-0.000019416213036,0.000000000000000,-0.0000001496,0.0000000313,0.0000001169,0.00,1.24,-0.33,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,174
5.38,0.00,0,0,89.27,0.00,0.00,0.00,179.08,1.38,10.59,-0.16,0.13,-9.90,-0.91,-0.14,-0.43,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.75250244,5.07873535,-166.94732666,54.18438721,207.30413818,-0.73077393,0.12547779,-0.03343706,-28.59265137,-4.85992432,-325.29418945,68.74218750,-110.96093750,-20.61383057,-0.03694566,-0.02065050,0.00003915,-0.02498716,0.000000261493597,-0.000039152801037,0.000000000000000,0.0000009426,0.0000000348,0.0000001194,-0.00,1.24,-0.33,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,175
5.41,0.00,0,0,89.27,0.00,0.00,0.00,179.08,1.37,10.58,-0.18,0.13,-9.86,0.45,-0.00,0.09,0.47,0.07,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.36553955,5.53869629,-167.10205078,54.08996582,207.42443848,-1.03057861,0.12535891,-0.03343837,-27.93603516,-4.84008789,-325.29418945,68.66015625,-111.19335938,-20.53839111,-0.03695201,-0.02062725,0.00002834,-0.02497489,-0.000000030985035,-0.000028343871236,0.000000000000000,0.0000000611,0.0000000390,0.0000001553,0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,176
5.44,0.00,0,0,89.27,0.00,0.00,0.00,179.09,1.38,10.59,-0.26,0.11,-9.89,-0.35,-0.23,-0.85,0.46,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.81054688,4.69543457,-166.38000488,54.19787598,207.43780518,-0.50592041,0.12599723,-0.03348488,-27.47839355,-5.13763428,-325.77209473,68.63281250,-111.48046875,-20.31207275,-0.03694062,-0.02055914,0.00004087,-0.02492890,0.000000153396357,-0.000040866434574,0.000000000000000,0.0000006465,0.0000000438,0.0000001658,-0.00,1.25,-0.33,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,177
5.47,0.00,0,0,89.27,0.00,0.00,0.00,179.09,1.37,10.59,-0.37,0.16,-9.85,0.33,0.49,0.33,0.46,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.82989502,5.25122070,-167.15362549,54.14392090,207.35760498,-0.73077393,0.12536985,-0.03340486,-28.25439453,-4.99877930,-325.93139648,68.61914062,-111.24804688,-20.46295166,-0.03692804,-0.02055863,-0.00001208,-0.02491345,-0.000000859048043,0.000012075528502,0.000000000000000,-0.0000024404,0.0000000492,0.0000001949,0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,-0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,178
5.50,0.00,0,0,89.27,0.00,0.00,0.00,179.09,1.38,10.59,-0.12,0.16,-9.87,0.11,-0.01,-0.44,0.47,0.07,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67510986,5.46203613,-166.89575195,53.98205566,207.33087158,-0.88067627,0.12551764,-0.03340023,-28.65234375,-4.78057861,-324.81628418,68.59179688,-111.00195312,-20.53839111,-0.03701856,-0.02064246,0.00004680,-0.02497267,0.000000296856030,-0.000046800822020,0.000000000000000,0.0000011283,0.0000000541,0.0000001325,-0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,179
5.53,0.00,0,0,89.27,0.00,0.00,0.00,179.09,1.40,10.60,-0.11,0.18,-9.80,-0.21,-0.55,-0.85,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.96533203,4.84875488,-166.94732666,54.10345459,207.33087158,-0.58087158,0.12553492,-0.03334416,-28.33398438,-4.97894287,-325.08178711,68.64648438,-110.94726562,-20.76470947,-0.03693993,-0.02062274,0.00008611,-0.02493917,0.000000813316205,-0.000086106359959,0.000000000000000,0.0000027326,0.0000000587,0.0000001781,-0.00,1.24,-0.33,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180
5.56,0.00,0,0,89.27,0.00,0.00,0.00,179.09,1.38,10.59,-0.44,0.14,-9.71,-0.36,0.48,0.77,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67510986,4.92541504,-166.94732666,53.99554443,207.42443848,-0.73077393,0.12553491,-0.03329433,-27.87634277,-5.07812500,-325.71899414,68.71484375,-111.24804688,-20.38751221,-0.03691469,-0.02059356,0.00003148,-0.02489741,-0.000000374526934,-0.000031484290957,0.000000000000000,-0.0000008874,0.0000000655,0.0000002730,0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181
5.59,0.00,0,0,89.27,0.00,0.00,0.00,179.08,1.38,10.59,-0.35,0.14,-9.75,0.03,0.30,-0.31,0.46,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.57836914,5.23205566,-166.94732666,54.34625244,207.39770508,-0.71203613,0.12550020,-0.03356363,-28.17480469,-5.05828857,-326.14379883,68.70117188,-111.45312500,-20.46295166,-0.03695900,-0.02056451,-0.00005700,-0.02496566,-0.000001877868044,0.000057002529502,0.000000000000000,-0.0000054710,0.0000000735,0.0000002609,0.00,1.24,-0.33,-0.34,-0.21,0.19,-0.25,-0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,182
5.62,0.00,0,0,89.27,0.00,0.00,0.00,179.08,1.37,10.59,-0.11,0.16,-9.75,0.02,0.31,0.09,0.47,0.07,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.82989502,5.11706543,-167.30834961,54.06298828,207.13037109,-0.80572510,0.12511809,-0.03329974,-28.19470215,-4.78057861,-324.86938477,68.57812500,-111.08398438,-20.46295166,-0.03699233,-0.02063487,0.00001235,-0.02494010,-0.000000362805366,-0.000012353062630,0.000000000000000,-0.0000007969,0.0000000791,0.0000001128,0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,183
5.65,0.00,0,0,89.27,0.00,0.00,0.00,179.07,1.37,10.58,0.03,0.14,-9.78,-0.89,-0.11,-0.28,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.06207275,5.27038574,-166.94732666,54.17089844,207.22393799,-0.73077393,0.12548955,-0.03346600,-28.35388184,-4.76074219,-325.50659180,68.67382812,-111.09765625,-20.53839111,-0.03693989,-0.02062585,0.00002319,-0.02497880,-0.000000256845738,-0.000023189932108,0.000000000000000,-0.0000004585,0.0000000823,0.0000001058,0.00,1.24,-0.33,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,184
5.68,0.00,0,0,89.27,0.00,0.00,0.00,179.07,1.38,10.58,-0.39,0.16,-9.88,0.25,0.10,-0.74,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.59771729,5.17456055,-167.10205078,54.08996582,207.31750488,-0.88067627,0.12533973,-0.03336809,-28.41357422,-4.99877930,-325.08178711,68.53710938,-111.04296875,-20.44409180,-0.03697726,-0.02058713,0.00002892,-0.02492641,-0.000000193724958,-0.000028923153877,0.000000000000000,-0.0000002518,0.0000000855,0.0000001096,0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,185
5.71,0.00,0,0,89.27,0.00,0.00,0.00,179.07,1.39,10.58,-0.34,0.14,-9.84,-0.18,-0.50,-0.17,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.82989502,5.02124023,-166.94732666,53.98205566,207.33087158,-0.73077393,0.12550876,-0.03330476,-28.17480469,-5.05828857,-325.71899414,68.56445312,-111.19335938,-20.53839111,-0.03692745,-0.02054936,0.00001418,-0.02487171,-0.000000493378366,-0.000014184042811,0.000000000000000,-0.0000011581,0.0000000890,0.0000001203,0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,186
5.74,0.00,0,0,89.27,0.00,0.00,0.00,179.06,1.37,10.58,-0.32,0.12,-9.72,0.21,0.67,-0.46,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67510986,5.09790039,-167.15362549,54.08996582,207.31750488,-0.80572510,0.12531599,-0.03334300,-28.41357422,-5.05828857,-325.93139648,68.76953125,-111.26171875,-20.68927002,-0.03694799,-0.02059888,-0.00004352,-0.02491909,-0.000001472657459,0.000043516978621,0.000000000000000,-0.0000041513,0.0000000923,0.0000001045,0.00,1.24,-0.32,-0.34,-0.21,0.19,-0.25,-0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,187
5.77,0.00,0,0,89.27,0.00,0.00,0.00,179.06,1.38,10.59,-0.34,0.14,-9.75,-0.39,-0.25,-0.81,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.75250244,5.84533691,-166.84417725,54.18438721,207.42443848,-1.16174316,0.12562746,-0.03360591,-27.69726562,-4.89959717,-325.98449707,68.74218750,-111.39843750,-20.53839111,-0.03691305,-0.02060284,0.00001177,-0.02500495,-0.000000283977840,-0.000011768192053,0.000000000000000,-0.0000004955,0.0000000939,-0.0000000005,0.00,1.24,-0.33,-0.34,-0.21,0.19,-0.25,-0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,188
5.80,0.00,0,0,89.27,0.00,0.00,0.00,179.06,1.39,10.59,-0.24,0.15,-9.72,-0.26,-0.42,-0.31,0.47,0.07,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.96533203,4.94458008,-166.94732666,54.27880859,207.29077148,-0.65582275,0.12551090,-0.03346770,-28.57275391,-5.01861572,-325.45349121,68.68750000,-111.11132812,-20.38751221,-0.03697181,-0.02060786,0.00001527,-0.02496796,-0.000000291357424,-0.000015271827579,0.000000000000000,-0.0000005180,0.0000000939,0.0000000043,0.00,1.24,-0.33,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,189
5.83,0.00,0,0,89.27,0.00,0.00,0.00,179.05,1.38,10.59,-0.21,0.19,-9.74,0.06,0.65,-0.51,0.47,0.07,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.59771729,5.32788086,-167.10205078,54.18438721,207.30413818,-0.88067627,0.12533173,-0.03345418,-28.03552246,-4.78057861,-325.29418945,68.67382812,-111.09765625,-20.31207275,-0.03693245,-0.02063735,0.00003204,-0.02498693,-0.000000011767014,-0.000032041221857,0.000000000000000,0.0000003412,0.0000000941,0.0000000084,0.00,1.24,-0.33,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,190
5.86,0.00,0,0,89.27,0.00,0.00,0.00,179.07,1.38,10.58,-0.16,0.21,-9.91,0.23,0.07,-0.08,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.90728760,5.32788086,-166.74102783,54.02252197,207.27740479,-0.73077393,0.12564695,-0.03342954,-28.01562500,-5.07812500,-325.08178711,68.71484375,-111.15234375,-20.61383057,-0.03697143,-0.02063393,0.00005824,-0.02497198,0.000000371246898,-0.000058235600591,0.000000000000000,0.0000015199,0.0000000948,0.0000000384,-0.00,1.24,-0.33,-0.34,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,191
5.89,0.00,0,0,89.27,0.00,0.00,0.00,179.07,1.38,10.59,-0.21,0.13,-9.84,0.21,0.23,-0.16,0.47,0.07,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.96533203,5.09790039,-166.74102783,54.03601074,207.27740479,-0.65582275,0.12565817,-0.03339315,-28.09521484,-4.99877930,-325.08178711,68.60546875,-111.24804688,-20.46295166,-0.03700876,-0.02060816,0.00003736,-0.02494261,-0.000000140980049,-0.000037362799048,0.000000000000000,-0.0000000443,0.0000000969,0.0000001040,0.00,1.24,-0.33,-0.35,-0.21,0.19,-0.25,0.00,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,192
