Tiempo,Angulo,Xcom,Ycom,Zcom,x_acc_robot,y_acc_robot,z_acc_robot,angulo_x,angulo_y,angulo_z,aceleracion_x,aceleracion_y,aceleracion_z,velocidad_angular_x,velocidad_angular_y,velocidad_angular_z,campo_magnetico_x,campo_magnetico_y,campo_magnetico_z,seno_x,seno_z,coseno_z,Xzmp-Juanlo,Yzmp-Juanlo,Xzmp_b,Xzmp_c,Xzmp_off,Yzmp_b,fx0,fy0,fz0,mx0,my0,mz0,Xzmp0,Yzmp0,fx1,fy1,fz1,mx1,my1,mz1,Xzmp1,Yzmp1,Xzmp-Loli,Yzmp-Loli,evalx.y,eval_x.zmp_error,eval_x.zmp_ref,eval_x._u,eval_x._x1[0],eval_x._x2[0],angle_x,xzmp01,yzmp01,xzmp11,yzmp11,xzmp2,yzmp2,XzmpLoli2,ZMPref_mm,eval_x.zmp_ref_mm,evalx.y_mm
12.33,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.76,12.85,0.01,0.12,-9.79,0.00,0.76,-1.08,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.40527344,0.57495117,-171.69219971,63.42419434,199.88562012,1.61145020,0.11706053,-0.03704864,-23.99633789,-4.12597656,-324.55078125,68.68750000,-79.72070312,-20.21777344,-0.02694787,-0.02075388,-0.00006018,-0.02639161,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.16,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.35,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.76,12.86,-0.14,0.10,-9.82,-0.28,0.33,-0.72,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85028076,0.57495117,-171.48590088,63.37023926,199.85888672,1.61145020,0.11726948,-0.03706174,-24.45397949,-4.00695801,-322.79846191,68.60546875,-79.62500000,-20.06689453,-0.02711023,-0.02085302,0.00004360,-0.02647644,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.37,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.76,12.86,0.31,0.16,-9.72,-0.14,-0.14,-0.35,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.61810303,0.63244629,-171.48590088,63.34326172,199.99255371,1.68640137,0.11730375,-0.03705682,-23.75756836,-4.14581299,-324.12597656,68.90625000,-79.54296875,-20.29321289,-0.02690460,-0.02084659,0.00005577,-0.02645547,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.41,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.75,12.87,-0.24,0.24,-9.77,-0.76,0.31,-0.47,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23114014,0.55578613,-171.48590088,63.45117188,200.07275391,1.76135254,0.11727774,-0.03710533,-23.18054199,-4.10614014,-323.54187012,68.63281250,-79.52929688,-20.67041016,-0.02689143,-0.02080367,0.00011424,-0.02645084,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.44,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.74,12.88,-0.27,0.11,-9.83,-0.07,0.54,-0.71,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54071045,0.86242676,-171.02172852,63.27581787,199.96582031,1.46154785,0.11759190,-0.03716133,-24.99121094,-4.62188721,-322.79846191,68.55078125,-79.77539062,-20.21777344,-0.02721049,-0.02077464,0.00000109,-0.02644974,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.47,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.75,12.87,0.26,0.31,-9.70,0.17,-0.19,0.06,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.28918457,-0.01916504,-171.12487793,63.47814941,200.35345459,1.83630371,0.11770013,-0.03709102,-24.17541504,-3.86810303,-323.64807129,68.86523438,-79.50195312,-19.91601562,-0.02697329,-0.02089238,0.00012731,-0.02649493,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.50,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.75,12.88,-0.11,0.23,-9.75,-0.18,0.17,-0.41,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.38592529,0.82409668,-171.07330322,63.31628418,200.24652100,1.61145020,0.11769135,-0.03716655,-23.02136230,-3.70941162,-323.70117188,68.50976562,-79.39257812,-19.46337891,-0.02682010,-0.02079494,0.00020926,-0.02645560,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.57,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.75,12.88,-0.19,0.04,-9.84,0.10,-0.02,-0.70,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.69549561,0.93908691,-171.07330322,63.45117188,200.03265381,1.68640137,0.11762469,-0.03726708,-25.96618652,-4.10614014,-323.38256836,68.82421875,-79.11914062,-20.51953125,-0.02705564,-0.02087311,0.00006435,-0.02654514,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.59,0.00,0,0,89.27,0.00,0.00,0.00,179.12,0.75,12.90,0.10,0.15,-9.95,-0.56,0.32,-0.47,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.15374756,1.05407715,-171.07330322,63.69396973,200.20642090,1.61145020,0.11762413,-0.03743069,-24.03613281,-4.34417725,-323.70117188,68.83789062,-79.66601562,-20.89672852,-0.02700567,-0.02083307,0.00006461,-0.02657187,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.63,0.00,0,0,89.27,0.00,0.00,0.00,179.12,0.75,12.89,-0.22,0.13,-9.93,-0.22,0.19,-0.46,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54071045,1.16906738,-171.22802734,63.23535156,200.01928711,1.46154785,0.11748144,-0.03715068,-26.06567383,-3.66973877,-322.74536133,68.94726562,-78.94140625,-20.29321289,-0.02706393,-0.02099605,0.00010348,-0.02659580,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.66,0.00,0,0,89.27,0.00,0.00,0.00,179.11,0.74,12.89,-0.35,0.07,-9.94,-0.55,0.94,-0.30,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23114014,1.13073730,-171.02172852,63.10046387,200.17968750,1.38659668,0.11765858,-0.03710939,-23.41931152,-4.02679443,-323.70117188,68.37304688,-79.76171875,-20.36865234,-0.02697378,-0.02072109,0.00008752,-0.02638639,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.68,0.00,0,0,89.27,0.00,0.00,0.00,179.12,0.75,12.90,0.16,0.15,-9.74,-0.08,-0.19,-0.50,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.69549561,0.61328125,-171.07330322,63.19488525,200.01928711,1.53649902,0.11761688,-0.03705585,-23.37951660,-4.28466797,-324.33837891,68.74218750,-79.66601562,-20.06689453,-0.02688732,-0.02076855,0.00007527,-0.02639281,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.71,0.00,0,0,89.27,0.00,0.00,0.00,179.12,0.75,12.90,-0.16,0.14,-9.75,-0.01,-0.14,-0.26,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54071045,1.16906738,-171.43432617,63.47814941,200.04602051,1.46154785,0.11735567,-0.03724760,-23.79736328,-3.78875732,-323.27636719,68.71484375,-79.32421875,-19.91601562,-0.02691161,-0.02087779,0.00014504,-0.02655050,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.75,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.75,12.89,0.08,0.26,-9.80,0.55,0.54,-0.23,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75354004,0.47912598,-170.91857910,63.58605957,200.01928711,1.83630371,0.11773431,-0.03729295,-25.32946777,-4.22515869,-323.86047363,68.66015625,-79.24218750,-20.50067139,-0.02699031,-0.02077979,0.00006704,-0.02648417,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.78,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.76,12.89,0.00,0.15,-10.02,0.12,-0.24,0.14,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.07635498,1.01574707,-171.48590088,63.49163818,200.03265381,1.53649902,0.11722525,-0.03721543,-23.29992676,-3.90777588,-323.27636719,68.68750000,-79.50195312,-20.14233398,-0.02691696,-0.02085746,0.00010617,-0.02652718,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.82,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.76,12.89,0.01,0.08,-9.97,-0.11,-0.17,-0.61,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.79223633,1.70568848,-170.97015381,63.35675049,199.88562012,1.31164551,0.11762790,-0.03737894,-25.24987793,-3.68957520,-323.17016602,68.74218750,-79.24218750,-20.67041016,-0.02704002,-0.02090301,0.00007744,-0.02660361,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.87,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.77,12.89,-0.23,0.13,-9.72,-0.20,-0.28,-0.06,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85028076,0.65161133,-171.27960205,63.53210449,199.97918701,1.76135254,0.11748096,-0.03721532,-23.93664551,-4.54254150,-323.06396484,68.50976562,-79.47460938,-21.25506592,-0.02698976,-0.02075279,0.00012935,-0.02645671,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.90,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.76,12.89,-0.08,0.12,-9.69,-0.15,0.35,-0.06,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.15985107,0.90075684,-171.69219971,63.70745850,199.77868652,1.68640137,0.11714000,-0.03727482,-23.81726074,-4.46319580,-323.54187012,69.02929688,-79.80273438,-20.29321289,-0.02703940,-0.02089063,0.00000907,-0.02657084,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.16,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.93,0.00,0,0,89.27,0.00,0.00,0.00,179.12,0.77,12.90,-0.10,0.15,-9.71,0.24,0.84,-0.40,0.44,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.77288818,0.19165039,-171.33117676,63.32977295,199.88562012,1.83630371,0.11737640,-0.03699944,-24.85192871,-4.22515869,-323.64807129,68.61914062,-79.65234375,-20.36865234,-0.02708717,-0.02078076,-0.00001976,-0.02639466,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.97,0.00,0,0,89.27,0.00,0.00,0.00,179.12,0.77,12.90,-0.48,0.12,-9.79,-0.09,0.14,-0.23,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.79223633,1.34155273,-171.64062500,63.51861572,199.85888672,1.38659668,0.11715285,-0.03725882,-23.59838867,-3.96728516,-323.27636719,68.45507812,-79.43359375,-20.36865234,-0.02692559,-0.02077963,0.00010487,-0.02649472,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
12.99,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.75,12.90,-0.04,0.17,-9.63,-0.24,0.37,-0.31,0.45,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.63745117,1.11157227,-171.84692383,63.41070557,199.80541992,1.38659668,0.11695205,-0.03710813,-24.29479980,-4.28466797,-323.48876953,68.75585938,-79.58398438,-20.51953125,-0.02702383,-0.02082732,-0.00001119,-0.02647563,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.16,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
13.04,0.00,0,0,89.27,0.00,0.00,0.00,179.12,0.76,12.89,0.03,0.05,-9.84,-0.15,-0.27,0.18,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.56005859,0.72827148,-172.10479736,63.42419434,199.89898682,1.53649902,0.11681667,-0.03698855,-23.75756836,-4.56237793,-324.12597656,68.74218750,-80.21289062,-20.67041016,-0.02711128,-0.02075453,-0.00013054,-0.02638488,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.16,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
13.07,0.00,0,0,89.27,0.00,0.00,0.00,179.12,0.76,12.90,0.02,0.23,-9.82,0.19,-0.66,-0.34,0.44,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54071045,1.01574707,-171.02172852,63.47814941,200.04602051,1.46154785,0.11763879,-0.03730855,-23.51879883,-4.14581299,-323.27636719,68.85156250,-79.47460938,-20.21777344,-0.02693034,-0.02088447,0.00015206,-0.02656702,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.004999999888241,0.0049999999,-258096896.0000000000
13.13,0.00,0,0,89.27,0.00,0.00,0.00,179.11,0.78,12.90,-0.15,0.08,-9.92,-0.08,-0.92,-0.07,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.69549561,0.57495117,-171.48590088,63.57257080,199.92572021,1.61145020,0.11727933,-0.03717973,-24.95141602,-3.86810303,-323.64807129,69.01562500,-79.67968750,-19.99145508,-0.02710553,-0.02093884,-0.00003587,-0.02656375,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.004999999888241,0.0049999999,-258096896.0000000000
13.57,0.00,0,0,89.27,0.00,0.00,0.00,179.11,0.77,12.92,0.03,0.23,-10.02,-0.56,0.39,-0.17,0.45,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54071045,0.67077637,-171.07330322,63.22186279,200.35345459,1.61145020,0.11778303,-0.03708246,-24.53356934,-4.26483154,-323.86047363,68.44140625,-79.14648438,-20.65155029,-0.02688150,-0.02070830,0.00018469,-0.02636801,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.004999999888241,0.0049999999,-258096896.0000000000
13.96,0.00,0,0,89.27,0.00,0.00,0.00,179.06,0.77,12.90,-0.22,0.13,-9.89,-0.50,-0.18,-0.57,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.56005859,0.95825195,-171.48590088,63.42419434,199.88562012,1.61145020,0.11723047,-0.03716529,-23.49890137,-4.28466797,-324.33837891,68.75585938,-80.02148438,-20.14233398,-0.02700879,-0.02077277,-0.00005911,-0.02644229,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.004999999888241,0.0049999999,-258096896.0000000000
14.07,0.00,0,0,89.27,0.00,0.00,0.00,179.07,0.80,12.89,0.00,0.11,-9.87,-0.07,-0.23,-0.44,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.30853271,0.68994141,-171.69219971,63.39721680,200.12622070,1.68640137,0.11718252,-0.03705452,-24.33459473,-4.66156006,-323.27636719,68.74218750,-79.77539062,-20.82128906,-0.02710477,-0.02079918,0.00000794,-0.02643775,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.004999999888241,0.0049999999,-258096896.0000000000
14.11,0.00,0,0,89.27,0.00,0.00,0.00,179.06,0.83,12.90,-0.38,0.12,-9.70,-0.15,0.24,0.22,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23114014,0.91992188,-171.02172852,63.34326172,200.19305420,1.46154785,0.11766639,-0.03721161,-23.28002930,-4.12597656,-323.70117188,68.75585938,-79.87109375,-19.91601562,-0.02699369,-0.02082947,0.00007720,-0.02649264,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.004999999888241,0.0049999999,-258096896.0000000000
14.14,0.00,0,0,89.27,0.00,0.00,0.00,179.06,0.83,12.88,0.04,0.16,-9.64,-0.44,-0.38,0.50,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75354004,0.01916504,-171.12487793,63.35675049,200.07275391,1.98620605,0.11762361,-0.03702731,-23.77746582,-4.06646729,-323.91357422,68.75585938,-79.47460938,-20.29321289,-0.02690312,-0.02082174,0.00011994,-0.02642368,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.004999999888241,0.0049999999,-258096896.0000000000
14.18,0.00,0,0,89.27,0.00,0.00,0.00,179.05,0.83,12.89,-0.08,0.25,-9.78,-0.81,0.44,-0.60,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54071045,1.20739746,-170.81542969,63.43768311,200.20642090,1.46154785,0.11787476,-0.03736610,-22.86218262,-4.04663086,-323.96667480,68.46875000,-80.22656250,-19.61425781,-0.02703970,-0.02073167,0.00005271,-0.02647444,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.004999999888241,0.0049999999,-258096896.0000000000
14.20,0.00,0,0,89.27,0.00,0.00,0.00,179.06,0.83,12.90,-0.16,0.27,-9.89,0.07,0.40,-0.43,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.71484375,1.32238770,-171.17645264,63.22186279,199.93908691,1.38659668,0.11750280,-0.03718288,-23.12084961,-4.52270508,-323.11706543,68.53710938,-79.54296875,-20.36865234,-0.02692505,-0.02075982,0.00015413,-0.02644722,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.004999999888241,0.0049999999,-258096896.0000000000
14.26,0.00,0,0,89.27,0.00,0.00,0.00,179.06,0.83,12.89,-0.13,0.03,-9.89,0.29,-0.02,0.41,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.52136230,0.82409668,-170.45440674,63.54559326,200.04602051,1.68640137,0.11802667,-0.03743603,-24.33459473,-4.02679443,-323.06396484,68.87890625,-78.88671875,-20.74584961,-0.02684751,-0.02091854,0.00025309,-0.02662345,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.004999999888241,0.0049999999,-258096896.0000000000
14.28,0.00,0,0,89.27,0.00,0.00,0.00,179.06,0.83,12.89,-0.46,0.26,-9.74,-0.52,0.21,-0.84,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92767334,0.21081543,-171.74377441,63.43768311,199.88562012,1.89251709,0.11712348,-0.03697699,-25.17028809,-4.46319580,-324.07287598,68.71484375,-79.24218750,-20.42523193,-0.02695678,-0.02075936,0.00001362,-0.02637691,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.16,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.004999999888241,0.0049999999,-258096896.0000000000
14.33,0.00,0,0,89.27,0.00,0.00,0.00,179.05,0.83,12.88,-0.23,0.20,-9.75,-0.01,0.55,-0.51,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.63745117,1.64819336,-171.38275146,63.24884033,199.79205322,1.16174316,0.11726101,-0.03721517,-22.44433594,-4.16564941,-322.90466309,68.53710938,-79.85742188,-20.59497070,-0.02697258,-0.02080914,0.00010015,-0.02649755,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.004999999888241,0.0049999999,-258096896.0000000000
14.38,0.00,0,0,89.27,0.00,0.00,0.00,179.03,0.84,12.88,0.24,0.09,-9.90,-0.54,0.04,-0.12,0.45,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.40527344,1.41821289,-171.79534912,63.32977295,199.91235352,1.31164551,0.11700582,-0.03712973,-24.33459473,-4.08630371,-323.22326660,68.71484375,-79.09179688,-20.36865234,-0.02689772,-0.02085153,0.00010681,-0.02650085,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.16,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.004999999888241,0.0049999999,-258096896.0000000000
14.40,0.00,0,0,89.27,0.00,0.00,0.00,179.03,0.85,12.88,-0.10,0.34,-9.86,0.49,-0.24,0.05,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.30853271,1.37988281,-171.02172852,63.23535156,200.01928711,1.46154785,0.11757939,-0.03723525,-23.04125977,-4.38385010,-323.11706543,68.91992188,-79.69335938,-20.06689453,-0.02696365,-0.02089216,0.00012584,-0.02654851,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.004999999888241,0.0049999999,-258096896.0000000000
14.43,0.00,0,0,89.27,0.00,0.00,0.00,179.05,0.87,12.87,-0.13,0.03,-9.97,0.69,0.05,0.48,0.44,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.17309570,1.55236816,-171.58905029,63.46466064,199.95245361,1.31164551,0.11712623,-0.03727819,-23.41931152,-4.52270508,-324.12597656,68.66015625,-80.00781250,-19.91601562,-0.02701435,-0.02073317,-0.00005782,-0.02646014,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.004999999888241,0.0049999999,-258096896.0000000000
14.47,0.00,0,0,89.27,0.00,0.00,0.00,179.05,0.86,12.87,-0.11,0.26,-9.80,0.10,-0.17,-0.22,0.44,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.15374756,0.78576660,-171.48590088,63.58605957,200.00592041,1.61145020,0.11722421,-0.03722724,-24.27490234,-4.34417725,-324.12597656,68.67382812,-79.78906250,-20.44409180,-0.02703200,-0.02075515,-0.00005507,-0.02645463,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.004999999888241,0.0049999999,-258096896.0000000000
14.51,0.00,0,0,89.27,0.00,0.00,0.00,179.06,0.86,12.88,-0.43,0.12,-9.69,0.55,0.50,-0.70,0.44,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.10180664,1.41821289,-171.79534912,63.45117188,199.87225342,1.31164551,0.11711323,-0.03720039,-24.53356934,-3.88793945,-324.49768066,68.75585938,-79.57031250,-20.67041016,-0.02695933,-0.02080200,-0.00002453,-0.02647842,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.16,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.004999999888241,0.0049999999,-258096896.0000000000
