Tiempo,Angulo,Xcom,Ycom,Zcom,x_acc_robot,y_acc_robot,z_acc_robot,angulo_x,angulo_y,angulo_z,aceleracion_x,aceleracion_y,aceleracion_z,velocidad_angular_x,velocidad_angular_y,velocidad_angular_z,campo_magnetico_x,campo_magnetico_y,campo_magnetico_z,seno_x,seno_z,coseno_z,Xzmp-Juanlo,Yzmp-Juanlo,Xzmp_b,Xzmp_c,Xzmp_off,Yzmp_b,fx0,fy0,fz0,mx0,my0,mz0,Xzmp0,Yzmp0,fx1,fy1,fz1,mx1,my1,mz1,Xzmp1,Yzmp1,Xzmp-Loli,Yzmp-Loli,evalx.y,eval_x.zmp_error,eval_x.zmp_ref,eval_x._u,eval_x._x1[0],eval_x._x2[0],angle_x,xzmp01,yzmp01,xzmp11,yzmp11,xzmp2,yzmp2,XzmpLoli2,ZMPref_mm,eval_x.zmp_ref_mm,evalx.y_mm
6.78,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.68,13.03,-0.07,0.15,-9.71,-0.41,0.04,0.24,0.44,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.30853271,0.70910645,-171.69219971,63.34326172,199.99255371,1.61145020,0.11710466,-0.03702670,-24.11572266,-4.14581299,-322.85156250,68.94726562,-79.63867188,-20.67041016,-0.02707622,-0.02094159,0.00004254,-0.02652590,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
6.79,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.68,13.04,-0.11,0.20,-9.71,0.07,1.07,-0.35,0.44,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.69549561,0.88159180,-171.69219971,63.77490234,200.00592041,1.61145020,0.11718512,-0.03731050,-24.25500488,-4.50286865,-323.48876953,69.08398438,-79.76171875,-20.89672852,-0.02707481,-0.02090701,0.00000694,-0.02659453,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
6.83,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.68,13.04,0.05,0.03,-9.82,0.29,0.01,-0.99,0.44,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.63745117,1.13073730,-172.25952148,63.61303711,199.79205322,1.53649902,0.11666417,-0.03714030,-23.35961914,-4.02679443,-323.06396484,69.04296875,-80.06250000,-19.70855713,-0.02711413,-0.02096932,-0.00004904,-0.02659313,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.16,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
6.86,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.69,13.04,-0.22,0.11,-9.89,0.22,0.34,-0.38,0.44,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.71484375,1.51403809,-171.43432617,63.58605957,199.69848633,1.38659668,0.11718571,-0.03737544,-23.83715820,-4.36401367,-323.06396484,68.64648438,-80.66406250,-19.93487549,-0.02734800,-0.02081293,-0.00017751,-0.02655488,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
6.89,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.68,13.05,-0.43,0.21,-9.61,0.15,0.48,-0.24,0.44,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.63745117,0.95825195,-171.64062500,63.55908203,199.83215332,1.46154785,0.11710819,-0.03721038,-23.99633789,-4.30450439,-324.60388184,69.04296875,-80.14453125,-20.99102783,-0.02707403,-0.02084225,-0.00014135,-0.02650364,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.16,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
6.92,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.69,13.03,-0.11,0.23,-9.70,0.09,0.66,-0.33,0.44,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92767334,0.28747559,-171.53747559,63.57257080,199.81878662,1.98620605,0.11722538,-0.03711450,-23.14074707,-4.56237793,-323.75427246,68.81054688,-80.41796875,-20.31207275,-0.02714431,-0.02079947,-0.00008080,-0.02644996,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
6.96,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.69,13.04,-0.18,0.15,-9.72,0.12,0.40,-0.16,0.45,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.56005859,1.18823242,-172.05322266,63.57257080,199.93908691,1.53649902,0.11687499,-0.03717209,-22.88208008,-4.46319580,-323.80737305,69.01562500,-80.77343750,-20.46295166,-0.02722388,-0.02086927,-0.00016153,-0.02652601,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.16,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
6.99,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.69,13.03,-0.09,0.06,-9.98,0.38,0.58,-0.38,0.44,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92767334,0.67077637,-171.48590088,63.61303711,199.77868652,1.76135254,0.11723725,-0.03722135,-24.11572266,-4.46319580,-323.27636719,68.96093750,-80.04882812,-20.21777344,-0.02716751,-0.02088664,-0.00005338,-0.02654829,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.04,0.00,0,0,89.27,0.00,0.00,0.00,179.19,0.70,13.01,0.15,0.08,-9.86,0.23,-0.09,-0.74,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.56005859,1.64819336,-171.22802734,63.70745850,199.88562012,1.46154785,0.11740702,-0.03751664,-22.70300293,-4.02679443,-324.39147949,68.66015625,-80.33593750,-20.01031494,-0.02702218,-0.02076550,-0.00006131,-0.02655273,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.07,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.71,13.01,0.13,0.19,-9.69,0.66,-0.39,0.06,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.02441406,1.05407715,-171.64062500,63.30279541,199.72521973,1.51776123,0.11711860,-0.03707906,-22.92187500,-4.48303223,-323.75427246,68.29101562,-79.99414062,-20.36865234,-0.02699160,-0.02064691,0.00000166,-0.02634019,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.16,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.09,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.71,13.01,-0.37,0.12,-9.63,0.12,0.24,-0.04,0.45,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.25048828,1.01574707,-171.22802734,63.18139648,199.96582031,1.38659668,0.11739556,-0.03709029,-23.97644043,-4.02679443,-324.12597656,68.57812500,-79.65234375,-20.51953125,-0.02696012,-0.02075720,0.00000208,-0.02640303,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.14,0.00,0,0,89.27,0.00,0.00,0.00,179.22,0.72,12.99,-0.30,0.31,-9.83,0.07,0.11,-0.10,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85028076,0.19165039,-171.53747559,63.28930664,199.93908691,1.83630371,0.11728096,-0.03693135,-22.98156738,-4.18548584,-324.55078125,68.22265625,-80.13085938,-20.82128906,-0.02697341,-0.02060474,-0.00003005,-0.02625016,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.26,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.15,0.00,0,0,89.27,0.00,0.00,0.00,179.22,0.71,12.98,0.08,0.20,-9.77,-0.13,0.63,-0.77,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00506592,0.88159180,-171.22802734,63.31628418,199.81878662,1.53649902,0.11745181,-0.03714380,-22.90197754,-4.38385010,-323.11706543,68.34570312,-79.92578125,-20.67041016,-0.02702168,-0.02071445,0.00008316,-0.02640514,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.19,0.00,0,0,89.27,0.00,0.00,0.00,179.22,0.71,13.00,0.27,0.20,-9.83,0.01,0.17,-0.44,0.45,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.08245850,0.34497070,-171.53747559,63.37023926,199.84552002,1.81756592,0.11727007,-0.03700736,-22.96166992,-4.04663086,-323.32946777,68.67382812,-79.69335938,-20.21777344,-0.02693800,-0.02083596,0.00011241,-0.02644151,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.22,0.00,0,0,89.27,0.00,0.00,0.00,179.22,0.71,12.99,-0.41,0.07,-9.95,-0.16,0.34,-0.67,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.59875488,0.42163086,-170.29968262,63.38372803,200.46038818,1.92999268,0.11839188,-0.03729878,-23.49890137,-4.62188721,-324.39147949,68.55078125,-79.61132812,-21.02874756,-0.02687793,-0.02067262,0.00019492,-0.02639625,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.18,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.24,0.00,0,0,89.27,0.00,0.00,0.00,179.22,0.70,12.99,0.10,0.00,-9.88,-0.17,0.56,-0.37,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.07635498,1.28405762,-171.02172852,63.41070557,200.34008789,1.48028564,0.11772317,-0.03731971,-23.71777344,-5.03845215,-324.39147949,68.56445312,-79.99414062,-20.29321289,-0.02701770,-0.02063542,0.00001140,-0.02639501,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.29,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.69,12.97,-0.17,0.21,-9.84,-0.03,0.50,-0.14,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.28918457,0.55578613,-170.24810791,63.28930664,200.47375488,1.70513916,0.11837694,-0.03728003,-24.73254395,-3.68957520,-323.43566895,68.59179688,-79.21484375,-20.36865234,-0.02695778,-0.02083935,0.00022433,-0.02650896,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.18,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.31,0.00,0,0,89.27,0.00,0.00,0.00,179.22,0.70,12.99,-0.21,0.24,-9.84,0.61,0.09,-0.05,0.45,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.28918457,0.59411621,-170.71228027,63.27581787,200.42028809,1.83630371,0.11802375,-0.03717801,-24.45397949,-4.42352295,-324.12597656,68.83789062,-79.33789062,-20.89672852,-0.02691062,-0.02079787,0.00015277,-0.02644879,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.34,0.00,0,0,89.27,0.00,0.00,0.00,179.22,0.70,12.98,0.06,0.13,-9.98,0.56,0.60,-0.45,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.15374756,0.59411621,-170.66070557,63.37023926,200.27325439,1.61145020,0.11794767,-0.03724457,-22.52392578,-4.76074219,-323.11706543,68.42773438,-79.58398438,-21.17962646,-0.02687817,-0.02070222,0.00023996,-0.02641962,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.39,0.00,0,0,89.27,0.00,0.00,0.00,179.23,0.70,12.96,-0.08,0.20,-9.95,0.16,0.02,0.21,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75354004,0.82409668,-170.86700439,63.41070557,200.15295410,1.83630371,0.11784807,-0.03726669,-23.14074707,-4.68139648,-324.81628418,68.93359375,-79.78906250,-19.91601562,-0.02686194,-0.02075753,0.00008411,-0.02644840,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.41,0.00,0,0,89.27,0.00,0.00,0.00,179.23,0.69,12.97,-0.18,0.11,-9.94,0.07,1.20,-0.59,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54071045,0.99658203,-171.22802734,63.24884033,200.20642090,1.53649902,0.11759073,-0.03712607,-23.22033691,-3.98712158,-323.70117188,68.57812500,-79.54296875,-19.99145508,-0.02688638,-0.02078839,0.00016066,-0.02644066,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.44,0.00,0,0,89.27,0.00,0.00,0.00,179.24,0.68,12.93,-0.18,0.10,-9.92,-0.12,0.18,0.08,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.61810303,0.76660156,-171.43432617,63.19488525,200.07275391,1.53649902,0.11738582,-0.03700666,-23.26013184,-4.34417725,-323.75427246,68.68750000,-79.48828125,-20.74584961,-0.02686904,-0.02078320,0.00013506,-0.02639977,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.47,0.00,0,0,89.27,0.00,0.00,0.00,179.24,0.68,12.94,0.04,0.08,-9.92,0.35,0.03,-0.49,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.59875488,-0.07666016,-170.97015381,63.37023926,200.16632080,1.98620605,0.11775560,-0.03705063,-22.84228516,-4.72106934,-323.32946777,68.40039062,-79.92578125,-20.36865234,-0.02699798,-0.02068412,0.00013298,-0.02634503,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.52,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.71,12.91,-0.25,0.16,-9.79,0.17,-0.61,-0.11,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.46331787,0.93908691,-171.43432617,63.43768311,199.99255371,1.53649902,0.11730993,-0.03718073,-23.97644043,-4.44335938,-323.27636719,68.35937500,-79.52929688,-20.34979248,-0.02699291,-0.02070253,0.00007606,-0.02641280,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.53,0.00,0,0,89.27,0.00,0.00,0.00,179.26,0.71,12.92,-0.24,0.18,-9.91,0.67,0.56,-0.37,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.86962891,1.03491211,-171.38275146,63.05999756,199.80541992,1.36785889,0.11731249,-0.03698958,-24.49377441,-4.18548584,-323.22326660,68.29101562,-79.67968750,-20.57611084,-0.02709549,-0.02071051,0.00000545,-0.02635127,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.56,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.72,12.95,-0.10,0.16,-9.92,-0.17,-0.38,-0.82,0.45,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.71484375,0.70910645,-171.64062500,63.27581787,199.96582031,1.53649902,0.11720061,-0.03699853,-23.67797852,-4.32434082,-324.33837891,68.96093750,-80.06250000,-19.63311768,-0.02703924,-0.02083205,-0.00005992,-0.02642669,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.60,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.71,12.93,0.12,0.18,-9.76,-0.20,0.86,0.15,0.45,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.69549561,0.42163086,-171.53747559,63.58605957,199.91235352,1.76135254,0.11723629,-0.03714759,-23.24023438,-4.16564941,-323.91357422,68.52343750,-80.17187500,-20.36865234,-0.02706489,-0.02074010,-0.00004117,-0.02642078,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.63,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.70,12.91,-0.20,0.20,-9.54,0.29,0.58,0.18,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.56005859,1.32238770,-171.43432617,63.38372803,200.05938721,1.38659668,0.11736710,-0.03722136,-24.21520996,-4.04663086,-324.33837891,68.86523438,-80.03515625,-20.23663330,-0.02708423,-0.02083016,-0.00007103,-0.02649811,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.65,0.00,0,0,89.27,0.00,0.00,0.00,179.24,0.71,12.89,-0.12,0.11,-9.82,-0.58,0.06,-0.45,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.79223633,1.11157227,-171.43432617,63.50512695,199.79205322,1.53649902,0.11725485,-0.03725252,-24.65295410,-3.57055664,-323.01086426,69.02929688,-79.37890625,-20.06689453,-0.02703608,-0.02101409,0.00005561,-0.02664429,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.69,0.00,0,0,89.27,0.00,0.00,0.00,179.24,0.73,12.84,-0.38,0.19,-9.80,0.25,-0.04,-0.30,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.56005859,0.88159180,-171.89849854,63.61303711,199.87225342,1.53649902,0.11694131,-0.03717156,-24.05603027,-4.02679443,-324.12597656,68.79687500,-79.62500000,-20.67041016,-0.02695960,-0.02082469,-0.00002733,-0.02648973,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.16,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.71,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.72,12.85,-0.07,0.18,-9.98,-0.18,0.27,-0.94,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.40527344,1.41821289,-172.05322266,63.72094727,199.96582031,1.38659668,0.11686152,-0.03730143,-23.22033691,-4.24499512,-324.81628418,68.89257812,-80.51367188,-20.38751221,-0.02709292,-0.02078823,-0.00018211,-0.02650633,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.16,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.75,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.73,12.82,-0.12,0.19,-9.73,0.20,0.09,-0.16,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.69549561,0.42163086,-171.53747559,63.64001465,199.95245361,1.76135254,0.11725966,-0.03717904,-22.82238770,-4.54254150,-324.23217773,68.98828125,-80.51367188,-20.46295166,-0.02710215,-0.02082561,-0.00008956,-0.02648393,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.77,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.73,12.82,0.04,0.18,-9.74,0.05,0.01,-0.41,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.56005859,1.41821289,-171.79534912,63.41070557,199.87225342,1.31164551,0.11701152,-0.03717684,-23.14074707,-4.34417725,-322.69226074,69.02929688,-80.11718750,-20.68927002,-0.02714043,-0.02095752,0.00000403,-0.02659245,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.16,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.81,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.73,12.83,-0.25,0.17,-9.85,0.04,0.11,-0.16,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50201416,1.74401855,-172.20794678,63.59954834,199.80541992,1.23669434,0.11668149,-0.03725844,-25.17028809,-4.08630371,-323.64807129,69.07031250,-79.63867188,-20.29321289,-0.02711467,-0.02093400,-0.00011202,-0.02660338,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.16,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.85,0.00,0,0,89.27,0.00,0.00,0.00,179.25,0.72,12.81,-0.24,0.20,-9.78,-0.02,1.00,0.13,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.69549561,0.93908691,-171.64062500,63.61303711,199.88562012,1.61145020,0.11715025,-0.03723821,-23.77746582,-3.82843018,-323.22326660,68.53710938,-79.09179688,-20.51953125,-0.02684213,-0.02082228,0.00016384,-0.02651604,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.88,0.00,0,0,89.27,0.00,0.00,0.00,179.23,0.72,12.79,-0.14,0.18,-9.64,-0.22,0.03,-0.54,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.56005859,0.57495117,-171.43432617,62.92510986,199.84552002,1.59271240,0.11724235,-0.03681324,-22.82238770,-3.92761230,-322.90466309,68.71484375,-80.07617188,-20.68927002,-0.02707808,-0.02088796,0.00003459,-0.02641077,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.91,0.00,0,0,89.27,0.00,0.00,0.00,179.23,0.72,12.80,-0.09,0.17,-9.64,-0.02,0.09,0.20,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00506592,0.42163086,-171.27960205,63.37023926,199.84552002,1.76135254,0.11743206,-0.03707751,-23.89685059,-4.28466797,-323.70117188,68.53710938,-79.74804688,-20.21777344,-0.02701714,-0.02074608,0.00003009,-0.02639729,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.94,0.00,0,0,89.27,0.00,0.00,0.00,179.21,0.73,12.80,-0.10,0.17,-9.74,0.07,-0.03,-0.30,0.45,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.44396973,0.01916504,-171.12487793,63.15441895,200.08612061,1.91125488,0.11757309,-0.03690907,-23.65808105,-4.12597656,-323.70117188,68.64648438,-80.10351562,-20.06689453,-0.02710316,-0.02079568,-0.00000695,-0.02636815,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,0.00,0.000000000000000,0.0000000000,-258096896.0000000000
7.96,0.00,0,0,89.27,0.00,0.00,0.00,179.22,0.73,12.79,-0.07,0.23,-9.89,0.62,0.43,-0.50,0.44,0.08,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.56005859,1.45654297,-171.17645264,63.23535156,200.12622070,1.31164551,0.11758296,-0.03721603,-23.67797852,-4.14581299,-324.12597656,68.75585938,-80.18554688,-19.63311768,-0.02709493,-0.02080020,-0.00003121,-0.02647351,0.000000000000000,0.000000000000000,0.000000000000000,0.0000000000,0.0000000000,0.0000000000,-0.07,1.17,-0.37,-0.25,-0.21,0.24,-0.27,-0.00,0.000000000000000,0.0000000000,-258096896.0000000000
