Time,angle_ref,zmp_ref,zmp_ft,ka,ba,iter
10.12,-2.2661705017,0.0299999993,0.03939390,9.9627647400,48.9259834290,338
10.15,-2.2994718552,0.0299999993,0.04137125,9.9627647400,48.9259834290,339
10.18,-2.2889950275,0.0299999993,0.04163908,9.9627647400,48.9259834290,340
10.21,-2.3168115616,0.0299999993,0.04267074,9.9627647400,48.9259834290,341
10.24,-2.2975435257,0.0299999993,0.04283390,9.9627647400,48.9259834290,342
10.28,-2.3223555088,0.0299999993,0.04307673,9.9627647400,48.9259834290,343
10.30,-2.3059344292,0.0299999993,0.04238726,9.9627647400,48.9259834290,344
10.34,-2.3190569878,0.0299999993,0.04138863,9.9627647400,48.9259834290,345
10.36,-2.3018887043,0.0299999993,0.04039552,9.9627647400,48.9259834290,346
10.39,-2.3023836613,0.0299999993,0.03755571,9.9627647400,48.9259834290,347
10.42,-2.2926628590,0.0299999993,0.03634803,9.9627647400,48.9259834290,348
10.46,-2.2661323547,0.0299999993,0.03463411,9.9627647400,48.9259834290,349
10.48,-2.2761609554,0.0299999993,0.03326733,9.9627647400,48.9259834290,350
10.52,-2.2508208752,0.0299999993,0.03160021,9.9627647400,48.9259834290,351
10.55,-2.2544689178,0.0299999993,0.03042460,9.9627647400,48.9259834290,352
10.58,-2.2350885868,0.0299999993,0.02725524,9.9627647400,48.9259834290,353
10.60,-2.2369632721,0.0299999993,0.02626276,9.9627647400,48.9259834290,354
10.63,-2.1996233463,0.0299999993,0.02511144,9.9627647400,48.9259834290,355
10.66,-2.2197821140,0.0299999993,0.02387104,9.9627647400,48.9259834290,356
10.70,-2.1943469048,0.0299999993,0.02301824,9.9627647400,48.9259834290,357
10.73,-2.1979005337,0.0299999993,0.02314183,9.9627647400,48.9259834290,358
10.76,-2.1886434555,0.0299999993,0.02288266,9.9627647400,48.9259834290,359
10.79,-2.1976628304,0.0299999993,0.02287745,9.9627647400,48.9259834290,360
10.81,-2.1881587505,0.0299999993,0.02371627,9.9627647400,48.9259834290,361
10.84,-2.1948735714,0.0299999993,0.02364656,9.9627647400,48.9259834290,362
10.88,-2.2009458542,0.0299999993,0.02464496,9.9627647400,48.9259834290,363
10.90,-2.1936213970,0.0299999993,0.02510187,9.9627647400,48.9259834290,364
10.93,-2.2112863064,0.0299999993,0.02555357,9.9627647400,48.9259834290,365
10.97,-2.2026958466,0.0299999993,0.02618291,9.9627647400,48.9259834290,366
11.00,-2.2127556801,0.0299999993,0.02783939,9.9627647400,48.9259834290,367
11.02,-2.2131640911,0.0299999993,0.02861942,9.9627647400,48.9259834290,368
11.05,-2.2314763069,0.0299999993,0.03006870,9.9627647400,48.9259834290,369
11.09,-2.2249732018,0.0299999993,0.03055640,9.9627647400,48.9259834290,370
11.12,-2.2453744411,0.0299999993,0.03117687,9.9627647400,48.9259834290,371
11.15,-2.2346262932,0.0299999993,0.03150539,9.9627647400,48.9259834290,372
11.18,-2.2481849194,0.0299999993,0.03210972,9.9627647400,48.9259834290,373
11.21,-2.2421956062,0.0299999993,0.03179694,9.9627647400,48.9259834290,374
11.23,-2.2525591850,0.0299999993,0.03194988,9.9627647400,48.9259834290,375
11.27,-2.2406587601,0.0299999993,0.03193234,9.9627647400,48.9259834290,376
11.30,-2.2511887550,0.0299999993,0.03198097,9.9627647400,48.9259834290,377
11.33,-2.2437887192,0.0299999993,0.03203515,9.9627647400,48.9259834290,378
11.36,-2.2490651608,0.0299999993,0.03181961,9.9627647400,48.9259834290,379
11.39,-2.2463779449,0.0299999993,0.03145418,9.9627647400,48.9259834290,380
11.42,-2.2451748848,0.0299999993,0.03084593,9.9627647400,48.9259834290,381
11.45,-2.2421898842,0.0299999993,0.03036990,9.9627647400,48.9259834290,382
11.48,-2.2375221252,0.0299999993,0.02976192,9.9627647400,48.9259834290,383
11.51,-2.2362601757,0.0299999993,0.02930919,9.9627647400,48.9259834290,384
11.54,-2.2306797504,0.0299999993,0.02890677,9.9627647400,48.9259834290,385
11.57,-2.2302091122,0.0299999993,0.02867489,9.9627647400,48.9259834290,386
11.60,-2.2266225815,0.0299999993,0.02829978,9.9627647400,48.9259834290,387
11.63,-2.2269892693,0.0299999993,0.02817046,9.9627647400,48.9259834290,388
11.66,-2.2226641178,0.0299999993,0.02786781,9.9627647400,48.9259834290,389
11.69,-2.2247967720,0.0299999993,0.02768072,9.9627647400,48.9259834290,390
11.72,-2.2199440002,0.0299999993,0.02751111,9.9627647400,48.9259834290,391
11.75,-2.2215254307,0.0299999993,0.02740805,9.9627647400,48.9259834290,392
11.78,-2.2188830376,0.0299999993,0.02762542,9.9627647400,48.9259834290,393
11.81,-2.2196576595,0.0299999993,0.02768383,9.9627647400,48.9259834290,394
11.84,-2.2221074104,0.0299999993,0.02786807,9.9627647400,48.9259834290,395
11.87,-2.2205486298,0.0299999993,0.02828070,9.9627647400,48.9259834290,396
11.90,-2.2237622738,0.0299999993,0.02847731,9.9627647400,48.9259834290,397
11.93,-2.2262945175,0.0299999993,0.02887242,9.9627647400,48.9259834290,398
11.96,-2.2259476185,0.0299999993,0.02903076,9.9627647400,48.9259834290,399
11.99,-2.2306818962,0.0299999993,0.02899639,9.9627647400,48.9259834290,400
12.02,-2.2285447121,0.0299999993,0.02944886,9.9627647400,48.9259834290,401
12.05,-2.2291827202,0.0299999993,0.02949742,9.9627647400,48.9259834290,402
12.08,-2.2345597744,0.0299999993,0.02968911,9.9627647400,48.9259834290,403
12.11,-2.2303400040,0.0299999993,0.02975184,9.9627647400,48.9259834290,404
12.14,-2.2354745865,0.0299999993,0.02974378,9.9627647400,48.9259834290,405
12.17,-2.2324728966,0.0299999993,0.02992385,9.9627647400,48.9259834290,406
12.20,-2.2341234684,0.0299999993,0.02987991,9.9627647400,48.9259834290,407
12.23,-2.2354083061,0.0299999993,0.02990436,9.9627647400,48.9259834290,408
12.26,-2.2334599495,0.0299999993,0.02991829,9.9627647400,48.9259834290,409
12.29,-2.2352471352,0.0299999993,0.02979929,9.9627647400,48.9259834290,410
12.32,-2.2341868877,0.0299999993,0.02967867,9.9627647400,48.9259834290,411
12.35,-2.2333445549,0.0299999993,0.02965892,9.9627647400,48.9259834290,412
12.38,-2.2327787876,0.0299999993,0.02932462,9.9627647400,48.9259834290,413
12.41,-2.2331752777,0.0299999993,0.02916357,9.9627647400,48.9259834290,414
12.44,-2.2288095951,0.0299999993,0.02908513,9.9627647400,48.9259834290,415
12.47,-2.2305822372,0.0299999993,0.02895243,9.9627647400,48.9259834290,416
12.50,-2.2288115025,0.0299999993,0.02898902,9.9627647400,48.9259834290,417
12.53,-2.2284252644,0.0299999993,0.02910903,9.9627647400,48.9259834290,418
12.56,-2.2295169830,0.0299999993,0.02891239,9.9627647400,48.9259834290,419
12.59,-2.2301042080,0.0299999993,0.02899568,9.9627647400,48.9259834290,420
12.62,-2.2269825935,0.0299999993,0.02893889,9.9627647400,48.9259834290,421
12.65,-2.2306408882,0.0299999993,0.02884926,9.9627647400,48.9259834290,422
12.68,-2.2272725105,0.0299999993,0.02888387,9.9627647400,48.9259834290,423
12.71,-2.2284927368,0.0299999993,0.02886994,9.9627647400,48.9259834290,424
12.75,-2.2284266949,0.0299999993,0.02888300,9.9627647400,48.9259834290,425
12.77,-2.2281043530,0.0299999993,0.02907452,9.9627647400,48.9259834290,426
12.80,-2.2285585403,0.0299999993,0.02915208,9.9627647400,48.9259834290,427
12.83,-2.2305736542,0.0299999993,0.02931024,9.9627647400,48.9259834290,428
12.86,-2.2296862602,0.0299999993,0.02936004,9.9627647400,48.9259834290,429
12.89,-2.2320654392,0.0299999993,0.02947271,9.9627647400,48.9259834290,430
12.92,-2.2307467461,0.0299999993,0.02948734,9.9627647400,48.9259834290,431
12.95,-2.2328813076,0.0299999993,0.02922581,9.9627647400,48.9259834290,432
12.98,-2.2314178944,0.0299999993,0.02939303,9.9627647400,48.9259834290,433
13.01,-2.2291147709,0.0299999993,0.02926455,9.9627647400,48.9259834290,434
13.05,-2.2334403992,0.0299999993,0.02927675,9.9627647400,48.9259834290,435
13.07,-2.2284650803,0.0299999993,0.02933023,9.9627647400,48.9259834290,436
13.10,-2.2322318554,0.0299999993,0.02939888,9.9627647400,48.9259834290,437
13.13,-2.2304430008,0.0299999993,0.02934890,9.9627647400,48.9259834290,438
13.16,-2.2322099209,0.0299999993,0.02934101,9.9627647400,48.9259834290,439
13.19,-2.2303535938,0.0299999993,0.02935668,9.9627647400,48.9259834290,440
13.23,-2.2315797806,0.0299999993,0.02928063,9.9627647400,48.9259834290,441
13.25,-2.2310166359,0.0299999993,0.02924979,9.9627647400,48.9259834290,442
13.28,-2.2303636074,0.0299999993,0.02924641,9.9627647400,48.9259834290,443
13.31,-2.2306520939,0.0299999993,0.02914531,9.9627647400,48.9259834290,444
13.35,-2.2304697037,0.0299999993,0.02928870,9.9627647400,48.9259834290,445
13.37,-2.2293355465,0.0299999993,0.02918403,9.9627647400,48.9259834290,446
13.40,-2.2321250439,0.0299999993,0.02912864,9.9627647400,48.9259834290,447
13.43,-2.2285878658,0.0299999993,0.02927528,9.9627647400,48.9259834290,448
13.46,-2.2305259705,0.0299999993,0.02922440,9.9627647400,48.9259834290,449
13.49,-2.2312395573,0.0299999993,0.02908141,9.9627647400,48.9259834290,450
13.52,-2.2296566963,0.0299999993,0.02919147,9.9627647400,48.9259834290,451
13.55,-2.2291603088,0.0299999993,0.02918078,9.9627647400,48.9259834290,452
13.58,-2.2312207222,0.0299999993,0.02923521,9.9627647400,48.9259834290,453
13.62,-2.2293698788,0.0299999993,0.02932977,9.9627647400,48.9259834290,454
13.65,-2.2313079834,0.0299999993,0.02931852,9.9627647400,48.9259834290,455
13.68,-2.2310914993,0.0299999993,0.02925996,9.9627647400,48.9259834290,456
13.70,-2.2308108807,0.0299999993,0.02929657,9.9627647400,48.9259834290,457
13.74,-2.2303729057,0.0299999993,0.02930479,9.9627647400,48.9259834290,458
13.76,-2.2312550545,0.0299999993,0.02931131,9.9627647400,48.9259834290,459
13.79,-2.2306587696,0.0299999993,0.02941936,9.9627647400,48.9259834290,460
13.82,-2.2311103344,0.0299999993,0.02928636,9.9627647400,48.9259834290,461
13.85,-2.2321469784,0.0299999993,0.02928030,9.9627647400,48.9259834290,462
13.88,-2.2295246124,0.0299999993,0.02930382,9.9627647400,48.9259834290,463
13.92,-2.2315690517,0.0299999993,0.02922251,9.9627647400,48.9259834290,464
13.94,-2.2305171490,0.0299999993,0.02926447,9.9627647400,48.9259834290,465
13.97,-2.2300872803,0.0299999993,0.02921944,9.9627647400,48.9259834290,466
14.01,-2.2311601639,0.0299999993,0.02926954,9.9627647400,48.9259834290,467
14.04,-2.2297401428,0.0299999993,0.02931463,9.9627647400,48.9259834290,468
14.07,-2.2314167023,0.0299999993,0.02932409,9.9627647400,48.9259834290,469
14.10,-2.2307467461,0.0299999993,0.02934482,9.9627647400,48.9259834290,470
14.13,-2.2311630249,0.0299999993,0.02938482,9.9627647400,48.9259834290,471
14.15,-2.2311682701,0.0299999993,0.02931802,9.9627647400,48.9259834290,472
14.19,-2.2315847874,0.0299999993,0.02938469,9.9627647400,48.9259834290,473
14.22,-2.2303969860,0.0299999993,0.02928093,9.9627647400,48.9259834290,474
14.25,-2.2321863174,0.0299999993,0.02918930,9.9627647400,48.9259834290,475
14.27,-2.2295453548,0.0299999993,0.02921406,9.9627647400,48.9259834290,476
14.30,-2.2304239273,0.0299999993,0.02908720,9.9627647400,48.9259834290,477
14.34,-2.2304112911,0.0299999993,0.02926019,9.9627647400,48.9259834290,478
14.37,-2.2287101746,0.0299999993,0.02937052,9.9627647400,48.9259834290,479
14.40,-2.2323315144,0.0299999993,0.02935489,9.9627647400,48.9259834290,480
14.43,-2.2308099270,0.0299999993,0.02947827,9.9627647400,48.9259834290,481
14.46,-2.2313301563,0.0299999993,0.02932408,9.9627647400,48.9259834290,482
14.49,-2.2326538563,0.0299999993,0.02919536,9.9627647400,48.9259834290,483
14.52,-2.2295076847,0.0299999993,0.02921608,9.9627647400,48.9259834290,484
14.55,-2.2304515839,0.0299999993,0.02920871,9.9627647400,48.9259834290,485
14.58,-2.2304184437,0.0299999993,0.02938739,9.9627647400,48.9259834290,486
14.61,-2.2301950455,0.0299999993,0.02924704,9.9627647400,48.9259834290,487
14.64,-2.2325959206,0.0299999993,0.02935625,9.9627647400,48.9259834290,488
14.67,-2.2288041115,0.0299999993,0.02939663,9.9627647400,48.9259834290,489
14.70,-2.2330579758,0.0299999993,0.02930428,9.9627647400,48.9259834290,490
14.73,-2.2304790020,0.0299999993,0.02943551,9.9627647400,48.9259834290,491
14.76,-2.2308726311,0.0299999993,0.02921952,9.9627647400,48.9259834290,492
14.79,-2.2325847149,0.0299999993,0.02919086,9.9627647400,48.9259834290,493
14.82,-2.2283594608,0.0299999993,0.02929846,9.9627647400,48.9259834290,494
14.85,-2.2314133644,0.0299999993,0.02926399,9.9627647400,48.9259834290,495
14.88,-2.2307868004,0.0299999993,0.02935412,9.9627647400,48.9259834290,496
14.91,-2.2303884029,0.0299999993,0.02948432,9.9627647400,48.9259834290,497
14.94,-2.2319540977,0.0299999993,0.02931995,9.9627647400,48.9259834290,498
14.97,-2.2322540283,0.0299999993,0.02936596,9.9627647400,48.9259834290,499
15.00,-2.2297000885,0.0299999993,0.02923504,9.9627647400,48.9259834290,500
15.03,-2.2324514389,0.0299999993,0.02924283,9.9627647400,48.9259834290,501
15.06,-2.2288675308,0.0299999993,0.02927994,9.9627647400,48.9259834290,502
15.09,-2.2316310406,0.0299999993,0.02924482,9.9627647400,48.9259834290,503
15.12,-2.2302813530,0.0299999993,0.02937904,9.9627647400,48.9259834290,504
15.15,-2.2305579185,0.0299999993,0.02929672,9.9627647400,48.9259834290,505
15.18,-2.2321989536,0.0299999993,0.02935717,9.9627647400,48.9259834290,506
15.21,-2.2297012806,0.0299999993,0.02937893,9.9627647400,48.9259834290,507
15.24,-2.2323517799,0.0299999993,0.02934478,9.9627647400,48.9259834290,508
15.27,-2.2307260036,0.0299999993,0.02936103,9.9627647400,48.9259834290,509
15.30,-2.2312755585,0.0299999993,0.02925600,9.9627647400,48.9259834290,510
15.33,-2.2312724590,0.0299999993,0.02935339,9.9627647400,48.9259834290,511
15.36,-2.2298882008,0.0299999993,0.02925294,9.9627647400,48.9259834290,512
15.39,-2.2322998047,0.0299999993,0.02934292,9.9627647400,48.9259834290,513
15.42,-2.2291886806,0.0299999993,0.02949431,9.9627647400,48.9259834290,514
15.45,-2.2326078415,0.0299999993,0.02925367,9.9627647400,48.9259834290,515
15.48,-2.2320096493,0.0299999993,0.02942681,9.9627647400,48.9259834290,516
15.51,-2.2289862633,0.0299999993,0.02935992,9.9627647400,48.9259834290,517
15.54,-2.2338676453,0.0299999993,0.02929325,9.9627647400,48.9259834290,518
15.57,-2.2292871475,0.0299999993,0.02944818,9.9627647400,48.9259834290,519
15.60,-2.2316420078,0.0299999993,0.02920146,9.9627647400,48.9259834290,520
15.64,-2.2322709560,0.0299999993,0.02938980,9.9627647400,48.9259834290,521
15.66,-2.2282800674,0.0299999993,0.02940055,9.9627647400,48.9259834290,522
15.69,-2.2339854240,0.0299999993,0.02931140,9.9627647400,48.9259834290,523
15.72,-2.2298047543,0.0299999993,0.02942246,9.9627647400,48.9259834290,524
15.75,-2.2313919067,0.0299999993,0.02944032,9.9627647400,48.9259834290,525
15.78,-2.2320847511,0.0299999993,0.02939353,9.9627647400,48.9259834290,526
15.81,-2.2314262390,0.0299999993,0.02932189,9.9627647400,48.9259834290,527
15.84,-2.2313082218,0.0299999993,0.02926349,9.9627647400,48.9259834290,528
15.87,-2.2306425571,0.0299999993,0.02934826,9.9627647400,48.9259834290,529
15.90,-2.2305266857,0.0299999993,0.02929067,9.9627647400,48.9259834290,530
15.93,-2.2317855358,0.0299999993,0.02935749,9.9627647400,48.9259834290,531
15.96,-2.2299940586,0.0299999993,0.02954144,9.9627647400,48.9259834290,532
15.99,-2.2321698666,0.0299999993,0.02931915,9.9627647400,48.9259834290,533
16.02,-2.2328357697,0.0299999993,0.02939163,9.9627647400,48.9259834290,534
16.05,-2.2291438580,0.0299999993,0.02933741,9.9627647400,48.9259834290,535
16.08,-2.2331550121,0.0299999993,0.02927200,9.9627647400,48.9259834290,536
16.11,-2.2296071053,0.0299999993,0.02925667,9.9627647400,48.9259834290,537
16.14,-2.2312221527,0.0299999993,0.02940887,9.9627647400,48.9259834290,538
16.17,-2.2302262783,0.0299999993,0.02940848,9.9627647400,48.9259834290,539
16.20,-2.2326955795,0.0299999993,0.02942873,9.9627647400,48.9259834290,540
16.23,-2.2306988239,0.0299999993,0.02956725,9.9627647400,48.9259834290,541
16.26,-2.2322740555,0.0299999993,0.02942755,9.9627647400,48.9259834290,542
16.30,-2.2329416275,0.0299999993,0.02943828,9.9627647400,48.9259834290,543
16.32,-2.2303678989,0.0299999993,0.02939707,9.9627647400,48.9259834290,544
16.35,-2.2326393127,0.0299999993,0.02931019,9.9627647400,48.9259834290,545
16.38,-2.2305834293,0.0299999993,0.02936519,9.9627647400,48.9259834290,546
16.41,-2.2309255600,0.0299999993,0.02927933,9.9627647400,48.9259834290,547
16.44,-2.2316548824,0.0299999993,0.02942284,9.9627647400,48.9259834290,548
16.47,-2.2299008369,0.0299999993,0.02943698,9.9627647400,48.9259834290,549
16.50,-2.2330784798,0.0299999993,0.02940879,9.9627647400,48.9259834290,550
16.53,-2.2307701111,0.0299999993,0.02943282,9.9627647400,48.9259834290,551
16.56,-2.2319006920,0.0299999993,0.02938860,9.9627647400,48.9259834290,552
16.59,-2.2316014767,0.0299999993,0.02930907,9.9627647400,48.9259834290,553
16.62,-2.2311255932,0.0299999993,0.02937008,9.9627647400,48.9259834290,554
16.65,-2.2306144238,0.0299999993,0.02929929,9.9627647400,48.9259834290,555
16.68,-2.2318947315,0.0299999993,0.02938030,9.9627647400,48.9259834290,556
16.71,-2.2299897671,0.0299999993,0.02937471,9.9627647400,48.9259834290,557
16.75,-2.2324359417,0.0299999993,0.02942388,9.9627647400,48.9259834290,558
16.77,-2.2305510044,0.0299999993,0.02936620,9.9627647400,48.9259834290,559
16.81,-2.2323882580,0.0299999993,0.02939133,9.9627647400,48.9259834290,560
16.83,-2.2303919792,0.0299999993,0.02939060,9.9627647400,48.9259834290,561
16.86,-2.2321348190,0.0299999993,0.02929582,9.9627647400,48.9259834290,562
16.89,-2.2309415340,0.0299999993,0.02937284,9.9627647400,48.9259834290,563
16.92,-2.2305214405,0.0299999993,0.02933753,9.9627647400,48.9259834290,564
16.95,-2.2320415974,0.0299999993,0.02944971,9.9627647400,48.9259834290,565
16.98,-2.2303476334,0.0299999993,0.02942290,9.9627647400,48.9259834290,566
17.01,-2.2329516411,0.0299999993,0.02933465,9.9627647400,48.9259834290,567
17.04,-2.2306313515,0.0299999993,0.02941001,9.9627647400,48.9259834290,568
17.07,-2.2311313152,0.0299999993,0.02930691,9.9627647400,48.9259834290,569
17.10,-2.2320182323,0.0299999993,0.02932236,9.9627647400,48.9259834290,570
17.13,-2.2298867702,0.0299999993,0.02941012,9.9627647400,48.9259834290,571
17.17,-2.2317917347,0.0299999993,0.02937250,9.9627647400,48.9259834290,572
17.19,-2.2315688133,0.0299999993,0.02942301,9.9627647400,48.9259834290,573
17.22,-2.2309749126,0.0299999993,0.02943490,9.9627647400,48.9259834290,574
17.26,-2.2321548462,0.0299999993,0.02942549,9.9627647400,48.9259834290,575
17.28,-2.2313694954,0.0299999993,0.02941764,9.9627647400,48.9259834290,576
17.32,-2.2317395210,0.0299999993,0.02947575,9.9627647400,48.9259834290,577
17.35,-2.2314531803,0.0299999993,0.02936484,9.9627647400,48.9259834290,578
17.38,-2.2323558331,0.0299999993,0.02939252,9.9627647400,48.9259834290,579
17.40,-2.2302491665,0.0299999993,0.02936481,9.9627647400,48.9259834290,580
17.44,-2.2322802544,0.0299999993,0.02933311,9.9627647400,48.9259834290,581
17.47,-2.2305212021,0.0299999993,0.02936216,9.9627647400,48.9259834290,582
17.50,-2.2313237190,0.0299999993,0.02932210,9.9627647400,48.9259834290,583
17.52,-2.2312796116,0.0299999993,0.02934737,9.9627647400,48.9259834290,584
17.55,-2.2306876183,0.0299999993,0.02946525,9.9627647400,48.9259834290,585
17.58,-2.2315244675,0.0299999993,0.02939595,9.9627647400,48.9259834290,586
17.61,-2.2323441505,0.0299999993,0.02948408,9.9627647400,48.9259834290,587
17.65,-2.2306301594,0.0299999993,0.02934177,9.9627647400,48.9259834290,588
17.68,-2.2330756187,0.0299999993,0.02951949,9.9627647400,48.9259834290,589
17.71,-2.2294757366,0.0299999993,0.02943636,9.9627647400,48.9259834290,590
17.73,-2.2343971729,0.0299999993,0.02941382,9.9627647400,48.9259834290,591
17.77,-2.2296805382,0.0299999993,0.02948054,9.9627647400,48.9259834290,592
17.80,-2.2326910496,0.0299999993,0.02935163,9.9627647400,48.9259834290,593
17.83,-2.2316832542,0.0299999993,0.02942515,9.9627647400,48.9259834290,594
17.86,-2.2304637432,0.0299999993,0.02936268,9.9627647400,48.9259834290,595
17.89,-2.2326090336,0.0299999993,0.02943853,9.9627647400,48.9259834290,596
17.92,-2.2301702499,0.0299999993,0.02940305,9.9627647400,48.9259834290,597
17.95,-2.2328722477,0.0299999993,0.02947276,9.9627647400,48.9259834290,598
17.98,-2.2304868698,0.0299999993,0.02947851,9.9627647400,48.9259834290,599
18.01,-2.2329714298,0.0299999993,0.02948309,9.9627647400,48.9259834290,600
18.04,-2.2312748432,0.0299999993,0.02942792,9.9627647400,48.9259834290,601
18.07,-2.2323915958,0.0299999993,0.02931190,9.9627647400,48.9259834290,602
18.10,-2.2310249805,0.0299999993,0.02938441,9.9627647400,48.9259834290,603
18.13,-2.2306025028,0.0299999993,0.02940913,9.9627647400,48.9259834290,604
18.16,-2.2320988178,0.0299999993,0.02935720,9.9627647400,48.9259834290,605
18.19,-2.2311651707,0.0299999993,0.02943509,9.9627647400,48.9259834290,606
18.22,-2.2310874462,0.0299999993,0.02947975,9.9627647400,48.9259834290,607
18.25,-2.2322740555,0.0299999993,0.02940440,9.9627647400,48.9259834290,608
18.28,-2.2317979336,0.0299999993,0.02944517,9.9627647400,48.9259834290,609
18.31,-2.2310841084,0.0299999993,0.02944597,9.9627647400,48.9259834290,610
18.34,-2.2322926521,0.0299999993,0.02935935,9.9627647400,48.9259834290,611
18.37,-2.2313666344,0.0299999993,0.02938999,9.9627647400,48.9259834290,612
18.40,-2.2309043407,0.0299999993,0.02949465,9.9627647400,48.9259834290,613
18.43,-2.2318446636,0.0299999993,0.02947996,9.9627647400,48.9259834290,614
18.46,-2.2323887348,0.0299999993,0.02944626,9.9627647400,48.9259834290,615
18.49,-2.2315707207,0.0299999993,0.02942636,9.9627647400,48.9259834290,616
18.52,-2.2317790985,0.0299999993,0.02935237,9.9627647400,48.9259834290,617
18.55,-2.2314915657,0.0299999993,0.02942966,9.9627647400,48.9259834290,618
18.58,-2.2307968140,0.0299999993,0.02939400,9.9627647400,48.9259834290,619
18.61,-2.2324059010,0.0299999993,0.02936030,9.9627647400,48.9259834290,620
18.64,-2.2306766510,0.0299999993,0.02942795,9.9627647400,48.9259834290,621
18.67,-2.2315006256,0.0299999993,0.02931053,9.9627647400,48.9259834290,622
18.70,-2.2319078445,0.0299999993,0.02944879,9.9627647400,48.9259834290,623
18.73,-2.2299647331,0.0299999993,0.02947885,9.9627647400,48.9259834290,624
18.76,-2.2332985401,0.0299999993,0.02939073,9.9627647400,48.9259834290,625
18.79,-2.2310819626,0.0299999993,0.02956536,9.9627647400,48.9259834290,626
18.82,-2.2313675880,0.0299999993,0.02949991,9.9627647400,48.9259834290,627
18.86,-2.2336463928,0.0299999993,0.02950495,9.9627647400,48.9259834290,628
18.88,-2.2307963371,0.0299999993,0.02952086,9.9627647400,48.9259834290,629
18.92,-2.2329642773,0.0299999993,0.02935777,9.9627647400,48.9259834290,630
18.94,-2.2317495346,0.0299999993,0.02940773,9.9627647400,48.9259834290,631
18.97,-2.2304344177,0.0299999993,0.02941462,9.9627647400,48.9259834290,632
19.00,-2.2324087620,0.0299999993,0.02941871,9.9627647400,48.9259834290,633
19.03,-2.2309899330,0.0299999993,0.02953143,9.9627647400,48.9259834290,634
19.06,-2.2319450378,0.0299999993,0.02953509,9.9627647400,48.9259834290,635
19.09,-2.2327389717,0.0299999993,0.02947429,9.9627647400,48.9259834290,636
19.12,-2.2319254875,0.0299999993,0.02956495,9.9627647400,48.9259834290,637
19.15,-2.2317535877,0.0299999993,0.02944508,9.9627647400,48.9259834290,638
19.18,-2.2331590652,0.0299999993,0.02940862,9.9627647400,48.9259834290,639
19.22,-2.2304821014,0.0299999993,0.02939862,9.9627647400,48.9259834290,640
19.24,-2.2321369648,0.0299999993,0.02941375,9.9627647400,48.9259834290,641
19.27,-2.2310228348,0.0299999993,0.02938652,9.9627647400,48.9259834290,642
19.30,-2.2319014072,0.0299999993,0.02934336,9.9627647400,48.9259834290,643
19.33,-2.2309875488,0.0299999993,0.02941996,9.9627647400,48.9259834290,644
19.36,-2.2311062813,0.0299999993,0.02948669,9.9627647400,48.9259834290,645
19.39,-2.2321016788,0.0299999993,0.02949110,9.9627647400,48.9259834290,646
19.42,-2.2320311069,0.0299999993,0.02951247,9.9627647400,48.9259834290,647
19.45,-2.2319769859,0.0299999993,0.02951317,9.9627647400,48.9259834290,648
19.48,-2.2322995663,0.0299999993,0.02956759,9.9627647400,48.9259834290,649
19.51,-2.2320349216,0.0299999993,0.02944843,9.9627647400,48.9259834290,650
19.54,-2.2328813076,0.0299999993,0.02939063,9.9627647400,48.9259834290,651
19.57,-2.2307186127,0.0299999993,0.02946108,9.9627647400,48.9259834290,652
19.60,-2.2317559719,0.0299999993,0.02929498,9.9627647400,48.9259834290,653
19.63,-2.2320849895,0.0299999993,0.02938891,9.9627647400,48.9259834290,654
19.66,-2.2295746803,0.0299999993,0.02946376,9.9627647400,48.9259834290,655
19.69,-2.2328727245,0.0299999993,0.02948325,9.9627647400,48.9259834290,656
19.73,-2.2313356400,0.0299999993,0.02955581,9.9627647400,48.9259834290,657
19.75,-2.2323572636,0.0299999993,0.02958578,9.9627647400,48.9259834290,658
19.78,-2.2326190472,0.0299999993,0.02965029,9.9627647400,48.9259834290,659
19.81,-2.2325839996,0.0299999993,0.02946943,9.9627647400,48.9259834290,660
19.84,-2.2333638668,0.0299999993,0.02956302,9.9627647400,48.9259834290,661
19.87,-2.2304604053,0.0299999993,0.02952040,9.9627647400,48.9259834290,662
19.90,-2.2340216637,0.0299999993,0.02939752,9.9627647400,48.9259834290,663
19.93,-2.2308754921,0.0299999993,0.02947020,9.9627647400,48.9259834290,664
19.96,-2.2315082550,0.0299999993,0.02944507,9.9627647400,48.9259834290,665
19.99,-2.2323870659,0.0299999993,0.02949511,9.9627647400,48.9259834290,666
20.02,-2.2311999798,0.0299999993,0.02945186,9.9627647400,48.9259834290,667
20.05,-2.2327051163,0.0299999993,0.02949131,9.9627647400,48.9259834290,668
20.09,-2.2310578823,0.0299999993,0.02945326,9.9627647400,48.9259834290,669
20.11,-2.2327284813,0.0299999993,0.02947141,9.9627647400,48.9259834290,670
20.14,-2.2310791016,0.0299999993,0.02949035,9.9627647400,48.9259834290,671
20.17,-2.2324609756,0.0299999993,0.02945740,9.9627647400,48.9259834290,672
20.21,-2.2317662239,0.0299999993,0.02950993,9.9627647400,48.9259834290,673
20.24,-2.2317323685,0.0299999993,0.02942867,9.9627647400,48.9259834290,674
20.26,-2.2325274944,0.0299999993,0.02945025,9.9627647400,48.9259834290,675
20.29,-2.2308368683,0.0299999993,0.02951536,9.9627647400,48.9259834290,676
20.33,-2.2324469090,0.0299999993,0.02949749,9.9627647400,48.9259834290,677
